ZipCode,Area
44870,239330269
44874,1247028
44875,205781890
44878,157303417
44880,80330024
44881,103251
44882,190233255
44883,435782315
44887,77781679
44889,206083789
44890,229450519
44901,303091
44902,4839811
44903,304808135
44904,134826911
44905,33042346
44906,53944746
44907,20243488
45001,1574573
45002,68000448
45003,28462763
45005,94796623
45011,158661978
45013,300653368
45014,56898154
45015,15897779
45030,113105406
45032,759292
45033,132936
45034,2473084
45036,211179842
45039,42034433
45040,72848238
45041,498359
45042,129343581
45044,99785349
45050,19279621
45051,223858
45052,36180778
45053,70263624
45054,79976770
45056,197698624
45062,835505
45064,82519812
45065,7071887
45066,53597404
45067,52072004
45068,182202976
45069,73703421
45070,1042876
45101,47668799
45102,58176895
45103,227906153
45106,196532040
45107,196454549
45111,1997768
45112,836488
45113,98332482
45115,2695496
45118,102520917
45120,107582339
45121,272916231
45122,114979569
45123,257939234
45130,97257823
45131,664173
45132,475921
45133,835320330
45135,182634076
45140,121558624
45142,165272720
45144,184476634
45145,63298
45146,70549754
45147,2266761
45148,60223817
45150,85666117
45152,134256194
45153,72886938
45154,172454663
45155,1331233
45156,2022161
45157,110182928
45158,547627
45159,132525552
45160,898900
45162,61723177
45164,744108
45166,1915427
45167,160905777
45168,84913378
45169,252359797
45171,196811076
45172,1142617
45174,3347712
45176,139505050
45177,453299574
45202,7474558
45203,3428240
45204,9093198
45205,7509626
45206,5217974
45207,3045985
45208,10995054
45209,6141926
45211,23427417
45212,9652925
45213,8191232
45214,5903050
45215,30397015
45216,7809213
45217,5390296
45218,4249721
45219,4544822
45220,7477444
45223,15080767
45224,16649315
45225,8093415
45226,15842241
45227,15223431
45229,7069912
45230,36641186
45231,37713494
45232,6143641
45233,29661863
45236,17917799
45237,15698055
45238,26062841
45239,16405157
45240,24142915
45241,45864042
45242,35886613
45243,50551995
45244,58588896
45245,40885726
45246,26191153
45247,55332043
45248,30820004
45249,16921304
45251,30966057
45252,29836952
45255,33579341
45301,239222
45302,131141052
45303,82429351
45304,220054076
45305,37679342
45306,86974705
45307,414653
45308,133576357
45309,172761191
45310,454341
45311,238716915
45312,71382894
45314,131581026
45315,27799987
45316,251280
45317,63952240
45318,116612795
45319,1013672
45320,347588351
45321,34005571
45322,51847092
45323,16394775
45324,83593074
45325,66194006
45326,59786893
45327,124349216
45328,1035419
45330,2253922
45331,388723861
45332,33089959
45333,58032438
45334,66656952
45335,220857434
45336,1986073
45337,53103521
45338,132105183
45339,37625471
45340,59948080
45341,16641313
45342,90933787
45344,171641236
45345,56344418
45346,108931273
45347,143385687
45348,78813741
45349,692700
45350,491695
45351,827589
45352,380147
45353,7282358
45354,2277178
45356,199649450
45358,396100
45359,39376147
45360,397872
45361,1153417
45362,83225188
45363,60590990
45365,417570748
45368,205310868
45369,114999507
45370,56238411
45371,129103608
45372,663728
45373,223424812
45377,57887906
45378,591625
45380,177386446
45381,133252611
45382,53497118
45383,67882457
45384,3424159
45385,356369519
45387,71858586
45388,45407225
45389,828345
45390,137265757
45402,11186531
45403,10871485
45404,16139607
45405,10372152
45406,12973437
45409,9072133
45410,5774095
45414,59741536
45415,16253563
45416,4807681
45417,85273718
45418,6318941
45419,9976186
45420,16099209
45424,82249998
45426,49989935
45428,1526916
45429,25770285
45430,13026736
45431,29689053
45432,19494829
45433,29182350
45434,27496396
45439,16620378
45440,24437915
45449,17676977
45458,51894448
45459,36639321
45502,305073763
45503,48378178
45504,60578325
45505,35019421
45506,32021293
45601,894109807
45612,296665129
45613,200828882
45614,191368728
45616,213549078
45617,438330
45618,58492
45619,92159751
45620,62012916
45621,747751
45622,37543810
45623,188620706
45624,348314
45628,208297461
45629,80365213
45630,294892
45631,298270851
45634,90813176
45636,1798122
45638,204571449
45640,462304338
45642,169731
45644,157207024
45645,121396044
45646,40781039
45647,172570727
45648,371618223
45650,38856138
45651,389837657
45652,87061125
45653,121131123
45654,145639695
45656,338077115
45657,255604665
45658,252647413
45659,256084706
45660,509823121
45661,266704188
45662,141806658
45663,169554760
45669,90355592
45671,43523508
45672,138855530
45673,1344433
45674,4254599
45678,106127776
45679,150259760
45680,87096572
45681,99302858
45682,120706429
45684,208317932
45685,78461178
45686,241099251
45688,95402679
45690,377340222
45692,212480537
45693,327694861
45694,186233795
45695,95741960
45696,93697650
45697,267061087
45698,9688782
45701,388811710
45710,262498429
45711,132969275
45714,91137271
45715,112266855
45716,1005826
45719,1837380
45721,132683
45723,173097600
45724,138249286
45727,81259600
45729,66336036
45732,195892565
45734,90101098
45735,130116941
45740,908884
45741,110551913
45742,71242819
45743,95802002
45744,143489902
45745,193908495
45746,43318379
45750,293244798
45760,50906058
45761,86444947
45764,210604133
45766,76724372
45767,296519011
45768,78520069
45769,272074255
45770,54416569
45771,162824014
45772,112992676
45773,12413205
45775,75293501
45776,51018148
45778,63848268
45779,2337739
45780,6595677
45782,1445093
45784,97510174
45786,172491875
45787,74674
45788,89846578
45789,29751067
45801,117938769
45804,59287010
45805,39345207
45806,158579929
45807,198015419
45808,1383630
45809,658447
45810,162195022
45812,103180185
45813,143470290
45814,92418232
45816,689906
45817,168018284
45819,667499
45820,1867933
45821,103959335
45822,451918702
45826,701564
45827,161280309
45828,85761067
45830,246130164
45831,191259811
45832,181044884
45833,179632920
45835,49636819
45836,62363057
45838,353641
45840,438657818
45841,66325188
45843,259562394
45844,141646987
45845,83358077
45846,193209825
45849,114649135
45850,156002356
45851,87681807
45853,2925890
45854,866874
45855,688239
45856,271600069
45858,162831765
45859,3444616
45860,90681580
45861,4863447
45862,95218963
45863,78597660
45864,2863724
45865,85411147
45866,585285
45867,66301806
45868,40309841
45869,95295689
45870,842639
45871,61546859
45872,78868390
45873,128806949
45874,148457043
45875,266493995
45876,1571330
45877,72243318
45879,274492308
45880,153347573
45881,76396857
45882,217662278
45883,93472423
45884,435933
45885,184109966
45886,54976758
45887,185085310
45888,437339
45889,52725372
45890,38356455
45891,343835626
45894,84737491
45895,491491925
45896,98579887
45897,3582670
45898,88149308
45899,802712
46001,191669176
46011,193790181
46012,84869928
46013,56011079
46016,16488664
46017,44905339
46030,97633067
46031,122317160
46032,67844539
46033,45768657
46034,77218108
46035,62228598
46036,203651866
46037,51101045
46038,41963748
46039,70112295
46040,87345629
46041,651644004
46044,56705017
46045,88188
46047,34330
46048,3497549
46049,69699274
46050,118538951
46051,40986599
46052,460953370
46055,68664937
46056,60089391
46057,64535423
46058,69262763
46060,208784782
46062,93539437
46063,1191660
46064,169256235
46065,98721920
46068,117251902
46069,235653314
46070,117601132
46071,180064358
46072,291875317
46074,93892234
46075,80005798
46076,115037166
46077,113427519
46103,96552
46104,72584213
46105,109255005
46106,70496583
46107,8401774
46110,37905625
46111,275098
46112,104440329
46113,42749755
46115,96204897
46117,30590620
46118,141701068
46120,239146656
46121,142572361
46122,229135761
46123,80154343
46124,160790346
46125,88060
46126,85006648
46127,61232945
46128,90986568
46130,77208808
46131,324589365
46133,63649258
46135,433286843
46140,440708244
46142,39217444
46143,126783417
46144,1342909
46146,2014478
46147,152755124
46148,132843161
46149,68000318
46150,63960494
46151,540442891
46155,59164
46156,105869764
46157,82910712
46158,197771204
46160,240815989
46161,94703829
46162,29168230
46163,76560164
46164,63237004
46165,104066629
46166,90533013
46167,77789946
46168,84138806
46171,94300296
46172,174881961
46173,585001737
46175,57809228
46176,448204895
46180,66471659
46181,117299126
46182,91424565
46183,79979
46184,53102676
46186,73468016
46201,14468533
46202,14871518
46203,35948136
46204,2923601
46205,16420649
46208,17727454
46214,18970639
46216,9049942
46217,55843487
46218,24436825
46219,33423541
46220,32245723
46221,52489458
46222,29468448
46224,18630819
46225,10742490
46226,37363652
46227,43427578
46228,20853145
46229,28235674
46231,31954006
46234,36416959
46235,24990095
46236,31028992
46237,38546986
46239,75366089
46240,26964285
46241,58273792
46250,19719788
46254,37385502
46256,30253910
46259,55587474
46260,26342757
46268,34490761
46278,34717717
46280,11565337
46290,1420903
46301,14536349
46303,75012417
46304,148098345
46307,228817390
46310,174125793
46311,35110451
46312,36920240
46319,24075539
46320,21918068
46321,19816746
46322,17926415
46323,16138888
46324,11424420
46327,10993596
46340,85582266
46341,234527013
46342,92226579
46345,981685
46346,4573901
46347,185563948
46348,132882625
46349,217858895
46350,510103106
46356,307354228
46360,206706454
46365,61108524
46366,206112368
46368,76148089
46371,99592144
46373,26409236
46374,94167671
46375,35222249
46376,23388495
46377,1555211
46379,1199336
46381,2354814
46382,126367574
46383,227468929
46385,212081868
46390,127277620
46391,104470801
46392,286461431
46393,3873710
46394,12701518
46402,9886215
46403,27064640
46404,14824646
46405,22832469
46406,33955174
46407,10964220
46408,25302503
46409,9241532
46410,76536741
46501,181754585
46502,145515
46504,169898429
46506,259769869
46507,106360013
46508,2419201
46510,177459065
46511,182141673
46514,104070437
46516,48215979
46517,95324145
46524,89630610
46526,174987101
46528,184773733
46530,64617332
46531,55504702
46532,137141286
46534,321067627
46536,75723738
46537,1276163
46538,86047289
46539,83928531
46540,159637825
46542,135478024
46543,78147753
46544,104575764
46545,46879545
46550,193520962
46552,164613429
46553,81218866
46554,184313712
46555,28565100
46556,5542615
46561,38654104
46562,160867387
46563,398711815
46565,167041153
46567,163374864
46570,53001472
46571,111916788
46573,88661420
46574,246528151
46580,197082418
46582,153310075
46590,7671945
46595,590819
46601,5770567
46613,7464668
46614,137176112
46615,8620548
46616,4100610
46617,6916520
46619,59688316
46628,92399664
46635,8126450
46637,25245947
46701,254418875
46702,120188011
46703,317812522
46704,52409
46705,51790042
46706,224154820
46710,113741179
46711,155069214
46714,336023943
46721,208254262
46723,162897514
46725,537433606
46730,73057566
46731,41277645
46732,59408256
46733,447667632
46737,179526085
46738,67862206
46740,160746444
46741,69313751
46742,135478719
46743,58032167
46745,50924310
46746,192876449
46747,96521140
46748,47751626
46750,523479946
46755,198126092
46759,76734863
46760,66414947
46761,323364805
46763,58137136
46764,88917111
46765,34177264
46766,52639461
46767,181582692
46770,138376685
46771,3088581
46772,91818292
46773,204015657
46774,133009308
46776,64375782
46777,143976750
46779,93405937
46781,66492903
46783,157188027
46784,39046766
46785,63268047
46786,93873
46787,166798175
46788,92854508
46791,39509475
46792,263122832
46793,144592380
46794,67208765
46795,153100301
46797,134340161
46798,53366889
46799,659395
46802,10979620
46803,17126424
46804,50176197
46805,16716740
46806,23805793
46807,8309404
46808,27929036
46809,59021610
46814,44160098
46815,27052551
46816,94875909
46818,171538323
46819,66537405
46825,39784099
46835,54852622
46845,58949812
46901,360617876
46902,138408825
46910,161678096
46911,104910374
46913,85212900
46914,74816036
46915,6150668
46917,139527209
46919,109412279
46920,81516365
46922,326790
46923,352379286
46926,91673011
46928,187648923
46929,132926821
46930,382690
46931,178461
46932,143221022
46933,29549244
46936,169979162
46938,80267588
46939,245883689
46940,150960670
46941,72913247
46943,1068800
46946,912776
46947,485615635
46950,72796970
46951,165642225
46952,276231453
46953,219888979
46957,1231655
46958,1090247
46959,2848671
46960,107893894
46961,1254220
46962,284956419
46967,240010
46968,945560
46970,487080750
46974,109431972
46975,564535254
46978,164438319
46979,109279850
46982,109759398
46984,617354
46985,182346362
46986,90087678
46987,1424863
46988,68457371
46989,87414173
46990,78098839
46991,79359637
46992,427931284
46994,149599827
46996,486748678
46998,211531
47001,191203641
47003,32778989
47006,269884256
47010,27988105
47011,92688306
47012,442616717
47016,50805957
47017,40119021
47018,184747948
47020,56798309
47022,88067278
47023,122063625
47024,170018817
47025,146172352
47030,87926609
47031,160340840
47032,90650170
47034,297335
47035,791449
47036,41838114
47037,208376566
47038,85103126
47040,176631057
47041,214953969
47042,199363284
47043,268891648
47060,149957404
47102,103842198
47104,519632
47106,181277335
47108,230596701
47110,15020102
47111,209032689
47112,419270645
47114,2538540
47115,148126305
47116,79468052
47117,216423203
47118,372884614
47119,112320667
47120,48641740
47122,92402908
47123,19167055
47124,63625297
47125,107621239
47126,90979601
47129,24930210
47130,89512323
47135,133607987
47136,71902657
47137,160010553
47138,192281317
47140,107368203
47141,88772869
47142,97903974
47143,59176571
47145,111159948
47147,72221900
47150,114927486
47160,106994
47161,57267435
47162,59839947
47163,54293756
47164,91094334
47165,214246555
47166,33260861
47167,556322898
47170,417659993
47172,65157804
47175,63495506
47177,43474099
47201,534478831
47203,200883842
47220,216788256
47223,150459126
47224,58547869
47226,254911
47227,127585315
47229,129634729
47230,130342818
47231,73427823
47232,83052428
47234,85570627
47235,105035318
47240,775426041
47243,91993794
47244,45576149
47246,152714672
47247,304379
47250,539393652
47260,146173112
47263,323977
47264,256797009
47265,497015726
47270,48269706
47272,84347811
47273,80792078
47274,553034953
47280,2715970
47281,146716357
47282,832989
47283,155450621
47302,172534752
47303,151264559
47304,91001514
47305,3574638
47306,590356
47320,87465048
47324,545771
47325,53018633
47326,173342398
47327,142703501
47330,154649678
47331,496668324
47334,68975440
47335,1285357
47336,121780706
47337,477789
47338,73145175
47339,34369748
47340,138940216
47341,94728132
47342,129809654
47344,376593
47345,77410865
47346,116888318
47348,302803561
47351,1095549
47352,78037868
47353,328847436
47354,76980482
47355,164857306
47356,139732198
47357,91284333
47358,98015360
47359,156734791
47360,90754272
47361,119788
47362,383902581
47367,1863804
47368,90701854
47369,88873052
47371,565636012
47373,78193688
47374,306916656
47380,158565962
47381,776581
47382,402229
47383,89911090
47384,84953208
47385,38643271
47386,46259326
47387,42559170
47388,749468
47390,203383611
47393,96578287
47394,313569455
47396,83134477
47401,252329932
47403,224163178
47404,132820579
47405,1217507
47406,574933
47408,172606488
47420,579821
47421,476922296
47424,480156666
47427,138677952
47429,63877153
47431,95809517
47432,229514293
47433,210262266
47434,126857
47436,119430227
47437,2222042
47438,156260620
47441,175588531
47443,115670486
47446,313775821
47448,517330971
47449,51841886
47451,4809403
47452,265377305
47453,32345590
47454,328487186
47455,1454461
47456,68438898
47457,1492655
47458,38770
47459,151170181
47460,391490317
47462,196587236
47464,280750
47465,62159924
47467,141803
47468,74441457
47469,162554179
47470,121698691
47471,178264720
47501,382969501
47512,130045711
47513,154642739
47514,11391921
47515,145033288
47516,77182525
47519,50998309
47520,216884969
47521,57103023
47522,22751696
47523,171032719
47524,138564150
47525,75963449
47527,139886358
47528,48762135
47529,82802740
47531,96973205
47532,181937626
47535,9065996
47536,71329
47537,41618532
47541,52300418
47542,213445922
47546,326759004
47550,91690945
47551,83380081
47552,13696264
47553,367308981
47557,144256474
47558,230792400
47561,187017717
47562,172237804
47564,96673988
47567,302182798
47568,73165402
47574,38955308
47575,55311908
47576,56915289
47577,65678731
47578,131960542
47579,31211970
47580,13023032
47581,375586560
47584,381881
47585,93343587
47586,246524284
47588,42586600
47590,103407626
47591,424087101
47596,5340078
47597,116032331
47598,189093552
47601,328123522
47610,93814932
47611,101554747
47612,41209833
47613,138210722
47615,96649377
47616,115981562
47619,128046776
47620,559324600
47630,124786765
47631,158986853
47633,160986497
47634,131136511
47635,221121552
47637,152120494
47638,127470984
47639,111807785
47640,101589152
47648,139088460
47649,111890349
47654,273746
47660,236131177
47665,184302112
47666,130577354
47670,207249116
47683,471316
47708,1441404
47710,23189088
47711,42529557
47712,166729608
47713,10227639
47714,20693255
47715,61637267
47720,144996049
47725,148883783
47802,427158306
47803,89702756
47804,17285059
47805,136022772
47807,9989129
47809,454435
47832,109859246
47833,96232415
47834,392952687
47836,509465
47837,75673929
47838,274587312
47840,138996601
47841,172431863
47842,189241056
47846,82044743
47847,125823745
47848,44895620
47849,68781780
47850,132735473
47853,111905
47854,75574878
47855,2065605
47857,1330556
47858,82638180
47859,107127835
47860,1720766
47861,117499833
47862,106260101
47863,2226413
47865,352370
47866,46345111
47868,154749107
47869,281061
47871,214002
47872,452633449
47874,179380468
47876,1234307
47879,154809600
47880,61096
47881,1031886
47882,378638298
47884,3702797
47885,218811143
47901,1589843
47904,15070966
47905,312342901
47906,354480087
47907,736266
47909,300600270
47916,160082
47917,102337582
47918,379408002
47920,74912270
47921,106184075
47922,196363395
47923,237902200
47924,203478
47925,1338748
47926,96758241
47928,113394426
47929,109666558
47930,66442029
47932,284857214
47933,608371586
47940,105763840
47941,2050679
47942,145642642
47943,162531380
47944,481228803
47946,239551737
47948,143131262
47949,108785834
47950,97650640
47951,167244898
47952,299778045
47954,173934581
47955,64327148
47957,153587937
47958,1111690
47959,177704981
47960,314591645
47963,271637347
47964,386468
47965,1058891
47966,2830560
47967,80714229
47968,63227431
47969,473016
47970,152987692
47971,144063653
47974,107497797
47975,101048932
47977,216541473
47978,667527545
47980,143723015
47981,94199347
47982,360426
47983,1294949
47987,320165513
47989,110286739
47990,111530295
47991,77812187
47992,95072106
47993,368525814
47994,38011748
47995,213440106
47997,315328
48001,61246453
48002,96171509
48003,85685819
48005,94628307
48006,186010549
48009,13116223
48014,95303708
48015,4424023
48017,5683647
48021,13258521
48022,91573334
48023,44397769
48025,20835402
48026,10766494
48027,96963052
48028,87249785
48030,7297399
48032,97455721
48033,23230487
48034,11188519
48035,22873279
48036,22116162
48038,28435122
48039,64437936
48040,20453980
48041,103925296
48042,58967849
48043,10955824
48044,35162700
48045,61744518
48047,60116431
48048,49667892
48049,93487498
48050,48288455
48051,39151514
48054,109290428
48059,100479526
48060,62033226
48062,102488995
48063,95956970
48064,96289481
48065,97931287
48066,25590409
48067,11891664
48069,1396492
48070,3857027
48071,18374593
48072,6220197
48073,19104791
48074,96823140
48075,19155677
48076,18438102
48079,111691378
48080,13210903
48081,13638960
48082,10499981
48083,22379873
48084,16008059
48085,24516578
48088,11490620
48089,20628780
48091,20698268
48092,21307759
48093,14740762
48094,47760056
48095,44729776
48096,95037637
48097,198934852
48098,24355070
48101,18305112
48103,169762931
48104,20780840
48105,131289226
48108,44061668
48109,2529757
48111,180706571
48114,90018991
48116,103982193
48117,142944873
48118,238060932
48120,8402994
48122,7154158
48124,23049689
48125,10490224
48126,25626479
48127,19946803
48128,6257680
48130,163758113
48131,130806841
48133,85198237
48134,47571057
48135,15198077
48137,116220223
48138,27774649
48139,1784366
48140,69215250
48141,16196138
48143,19271
48144,19716292
48145,44207690
48146,15203981
48150,31449494
48152,31401842
48154,30092590
48157,2488137
48158,247133404
48159,79157659
48160,209472156
48161,120816902
48162,151930190
48164,76499958
48165,24702045
48166,72023434
48167,46578277
48168,53448214
48169,163054934
48170,88988424
48173,35830617
48174,107268878
48176,193608548
48177,1609885
48178,136055718
48179,64327650
48180,61212461
48182,103147512
48183,50308293
48184,18211764
48185,31536280
48186,21407102
48187,46845743
48188,46759198
48189,94708097
48190,914769
48191,42293903
48192,14098198
48193,18853336
48195,17684663
48197,111762303
48198,89237503
48201,5193540
48202,8616314
48203,20774699
48204,12980500
48205,16531627
48206,8095663
48207,16582896
48208,8190764
48209,17849060
48210,13057914
48211,10848548
48212,13880502
48213,16923386
48214,14579674
48215,10395926
48216,5747286
48217,6047382
48218,7160034
48219,21778781
48220,11479188
48221,14121779
48223,15679754
48224,14852847
48225,6854875
48226,3197600
48227,19504196
48228,22299441
48229,7308648
48230,11361913
48233,48551
48234,20288109
48235,16189821
48236,22821454
48237,13341572
48238,13974835
48239,25286747
48240,9695508
48242,18396188
48243,42722
48301,19645574
48302,31788766
48304,29521487
48306,59133536
48307,39883962
48309,40075095
48310,21978211
48312,29333185
48313,23910457
48314,20050574
48315,33488861
48316,29389334
48317,32690197
48320,3627807
48322,30619811
48323,26154277
48324,31479193
48326,46357702
48327,30612245
48328,30076364
48329,32062927
48331,24086372
48334,23313863
48335,19528667
48336,23545178
48340,19674044
48341,17176192
48342,14987212
48346,48775803
48348,88201017
48350,63943639
48353,36383743
48356,40334244
48357,31968447
48359,28664176
48360,32999018
48362,29610449
48363,53161964
48367,63253866
48370,31286179
48371,114813012
48374,23817759
48375,22304590
48377,27178640
48380,69919733
48381,53820963
48382,47511348
48383,41075346
48386,49574886
48390,34986089
48393,34917912
48397,462102
48401,85900618
48411,1776168
48412,132214588
48413,357890131
48414,86065880
48415,169580626
48416,292357528
48417,64237881
48418,102338576
48419,202902341
48420,167798960
48421,113320801
48422,249441574
48423,173545351
48426,101720812
48427,253926682
48428,91054682
48429,142227573
48430,230296720
48432,87257257
48433,145377792
48434,1414682
48435,65148159
48436,82772785
48437,1917323
48438,85395893
48439,138267139
48440,1852053
48441,293277631
48442,230732961
48444,210429697
48445,146355237
48446,325420971
48449,66406250
48450,63687917
48451,93731840
48453,277826765
48454,78101167
48455,174786544
48456,120273837
48457,115941029
48458,91248768
48460,88390285
48461,218274473
48462,126641911
48463,92122505
48464,49928143
48465,107727427
48466,95277824
48467,186281105
48468,188732773
48469,23401715
48470,103659805
48471,261365924
48472,197804738
48473,153068596
48475,278957923
48476,707622
48502,1035221
48503,21576802
48504,40214491
48505,33443480
48506,51184160
48507,54499772
48509,23065780
48519,20024381
48529,12825858
48532,39873541
48551,964147
48553,533497
48554,471419
48601,284168373
48602,21053500
48603,47977056
48604,67825330
48607,2448872
48609,124225974
48610,308123977
48611,99680569
48612,325029197
48613,158962156
48614,92428190
48615,149667524
48616,209679486
48617,361931323
48618,270885861
48619,206576266
48621,148066846
48622,249396256
48623,193191960
48624,897990319
48625,632137533
48626,166171244
48627,562697
48628,87672439
48629,215744058
48630,247248
48631,88927807
48632,340519494
48633,7437557
48634,126800142
48635,157105397
48636,227962271
48637,188672191
48638,17531986
48640,271151542
48642,297611848
48647,370824267
48649,67552914
48650,283103159
48651,181520100
48652,141661094
48653,701954851
48654,247731465
48655,249036856
48656,357108084
48657,173268165
48658,226563272
48659,207209703
48661,696388225
48662,120702410
48667,885517
48701,122636319
48703,124279517
48705,230217126
48706,192154766
48708,74351449
48710,1076945
48720,90948404
48721,76498851
48722,44830510
48723,343830020
48724,1167683
48725,106668884
48726,330625846
48727,63839379
48728,336085622
48729,114870956
48730,208351879
48731,126133218
48732,80258632
48733,129806305
48734,106315408
48735,97095556
48737,274321166
48738,35369303
48739,254513449
48740,202024960
48741,121118787
48742,195935547
48743,5374019
48744,171056217
48745,194110976
48746,212514160
48747,79745330
48748,123271828
48749,91204653
48750,278801253
48754,94761570
48755,151542404
48756,207214133
48757,142757709
48759,133181215
48760,72753945
48761,229295632
48762,116982203
48763,253351093
48765,145850993
48766,136251511
48767,219692763
48768,273372774
48770,175831839
48801,186639371
48806,168380074
48807,72423119
48808,70200040
48809,219756328
48811,163279296
48813,441126334
48815,71791374
48816,1196930
48817,154136172
48818,70227444
48819,115310719
48820,171554822
48821,55943349
48822,84543231
48823,58645370
48825,3283835
48827,291290583
48829,170218678
48831,189155818
48832,67567077
48834,122043651
48835,146100293
48836,241728265
48837,207799748
48838,249351555
48840,53425414
48841,62061213
48842,47211729
48843,240376630
48845,64205893
48846,282773435
48847,317941886
48848,183549040
48849,217440696
48850,212498294
48851,85128498
48852,1089127
48853,2467926
48854,289683374
48855,239567279
48856,71252646
48857,60917723
48858,450574934
48860,77013640
48861,60926624
48864,56305469
48865,59158619
48866,126659884
48867,362198556
48870,153209
48871,80386331
48872,150085666
48873,87235110
48874,1491556
48875,226903883
48876,36340615
48877,88326477
48878,83277952
48879,491741474
48880,195792904
48881,146093262
48883,307200008
48884,159995218
48885,44754244
48886,80155933
48888,233910065
48889,77315687
48890,81145099
48891,112051659
48892,140963461
48893,138700006
48894,74656355
48895,216244637
48896,705778
48897,84490650
48906,86947856
48910,40282153
48911,41819312
48912,12601359
48915,4850385
48917,64339657
48921,1019524
48933,2031499
49001,20138431
49002,52941375
49004,54969667
49006,16900915
49007,9383499
49008,17481502
49009,269460565
49010,428875288
49011,84358936
49012,83293592
49013,154748910
49014,199159067
49015,62583462
49017,148735597
49021,241652994
49022,185450522
49024,44896383
49026,78685775
49027,1136958
49028,311150606
49029,87645246
49030,124479360
49031,309001958
49032,96863189
49033,84598140
49034,98737849
49036,428067456
49037,65467993
49038,104050002
49040,110055234
49042,144691526
49043,88814703
49045,231374446
49046,223814047
49047,320053160
49048,101673455
49050,66349829
49051,76770723
49052,79923005
49053,66402520
49055,157851258
49056,151581787
49057,136044566
49058,391436250
49060,54724067
49061,100533529
49064,121540979
49065,118141083
49066,53074546
49067,221473405
49068,342338666
49070,69917930
49071,75468985
49072,149446860
49073,182850507
49074,183834
49075,138654
49076,145616905
49078,126140611
49079,220885252
49080,207776502
49082,227222402
49083,92668938
49084,48874
49085,67684725
49087,161540776
49088,85353562
49089,101666795
49090,210030910
49091,238764992
49092,146548100
49093,290577593
49094,151960619
49095,76102858
49096,173342930
49097,200439423
49098,87018754
49099,160053121
49101,56665084
49102,41747167
49103,120328541
49104,412375
49106,44884759
49107,173386809
49111,107359497
49112,117550960
49113,91946503
49115,6265187
49116,7950099
49117,54781973
49119,338943
49120,310542413
49125,38016501
49126,42759492
49127,47933647
49128,111868880
49129,14186470
49130,33127997
49201,408169141
49202,36218059
49203,70269479
49220,74032597
49221,308415114
49224,261723409
49227,66497532
49228,206490432
49229,142965978
49230,186759208
49232,164386388
49233,57994698
49234,60166212
49235,129944127
49236,97888202
49237,100545211
49238,73687355
49240,283431204
49241,89396285
49242,241486288
49245,252308373
49246,92091252
49247,225318880
49248,85157231
49249,86794909
49250,203765411
49251,151798456
49252,101612677
49253,70966089
49254,10034977
49255,104454186
49256,152662072
49259,74999185
49261,1521485
49262,59437601
49263,260619
49264,70100763
49265,83527067
49266,116053222
49267,104530890
49268,56193877
49269,156416487
49270,117131491
49271,143223836
49272,31496888
49274,156810479
49276,58579105
49277,93409627
49279,68234536
49282,9243472
49283,36082977
49284,139660971
49285,194620219
49286,155905963
49287,74362585
49288,97873940
49289,1861768
49301,150372819
49302,128626803
49303,39053926
49304,344312050
49305,122778665
49306,52594226
49307,360584349
49309,324488215
49310,231679250
49312,75964956
49315,138717096
49316,150207488
49318,46274762
49319,230638033
49320,927968
49321,68302955
49322,68490943
49323,127796121
49325,72761437
49326,66391388
49327,245148449
49328,148238852
49329,214299816
49330,115929124
49331,241510224
49332,126350018
49333,215984972
49335,2456218
49336,205431393
49337,312609302
49338,137013247
49339,79666032
49340,225988325
49341,224888944
49342,120734889
49343,143152773
49344,88993554
49345,139373724
49346,173798268
49347,50160849
49348,177119277
49349,510779280
49401,67811098
49402,321710095
49403,123028881
49404,162967443
49405,180059386
49406,5406226
49408,278351108
49410,116770277
49411,230212837
49412,287129254
49415,77001878
49417,141721895
49418,50593405
49419,188732149
49420,308339613
49421,351052894
49423,205254169
49424,166940154
49425,168249028
49426,162245756
49428,44614096
49431,320060684
49434,962672
49435,57223100
49436,99786581
49437,205895818
49440,2235485
49441,93589591
49442,119510805
49444,62969642
49445,185519103
49446,85297640
49448,87699605
49449,128435422
49450,77530064
49451,217984892
49452,120014515
49453,30738409
49454,190312382
49455,231141259
49456,86684897
49457,210390263
49458,18717951
49459,199903237
49460,159602410
49461,124867109
49464,195331455
49503,19087230
49504,29084432
49505,23630582
49506,20275561
49507,14290381
49508,31255624
49509,18811908
49512,59139671
49519,21220544
49525,63554226
49534,93422736
49544,54314187
49546,48390779
49548,27444748
49601,552732891
49611,4069598
49612,77850659
49613,68526256
49614,226903908
49615,207502068
49616,96572598
49617,134734680
49618,80471036
49619,165053235
49620,136186660
49621,171453259
49622,127709495
49623,148768092
49625,218287064
49626,4443082
49627,10404864
49628,6100391
49629,24087431
49630,135480457
49631,395803193
49632,220653535
49633,432796487
49634,387002
49635,164010857
49636,58929243
49637,73330288
49638,179954091
49639,157750514
49640,173158173
49642,47720869
49643,156911935
49644,302865051
49645,105202712
49646,589107253
49648,127026488
49649,270000483
49650,68910545
49651,594616057
49653,81790949
49654,97216582
49655,236906021
49656,328889422
49657,251257387
49659,431070443
49660,508935980
49663,442670284
49664,154825651
49665,409519488
49666,6579442
49667,209231396
49668,283445947
49670,175623178
49674,6010296
49675,44265634
49676,138960128
49677,344228493
49679,144960644
49680,135850503
49682,168002734
