ZipCode,Area
28396,129893745
28398,253399546
28399,247597553
28401,75494585
28403,37165011
28405,63635833
28409,76886170
28411,113336924
28412,69627109
28420,364489470
28421,144108638
28422,240907651
28423,207595815
28424,382281
28425,389267827
28428,19359272
28429,107303408
28430,105194776
28431,196108849
28432,91821603
28433,289550331
28434,211212082
28435,254071220
28436,97843487
28438,121642331
28439,62408541
28441,331592377
28442,145223325
28443,298997986
28444,238623711
28445,147694835
28447,300560470
28448,246572172
28449,21499174
28450,136835408
28451,368071101
28452,15082474
28453,215063295
28454,169487307
28455,197881093
28456,169759313
28457,339532989
28458,288054170
28460,111838481
28461,238969085
28462,248246145
28463,306572487
28464,59427267
28465,36228040
28466,492963084
28467,47957045
28468,50224448
28469,61005973
28470,127417950
28472,473702894
28478,314053100
28479,271876313
28480,9970509
28501,276887943
28504,322549911
28508,92067509
28510,87061015
28511,42739522
28512,47033994
28513,235130235
28515,159575947
28516,811126755
28518,247450213
28519,1997177
28520,188386048
28521,108884268
28523,145456191
28524,39042799
28525,115480058
28526,222018826
28527,144370400
28528,9826948
28529,139772431
28530,184592805
28531,9966639
28532,525389798
28533,1150938
28537,99691587
28538,75091470
28539,138882180
28540,268725436
28543,6643488
28544,29448470
28546,145381021
28547,95926218
28551,344197053
28552,92688595
28553,8356408
28554,722658
28555,398013418
28556,191629463
28557,60316407
28560,369487843
28562,410429628
28570,346308638
28571,194423092
28572,275286187
28573,195920663
28574,332202125
28575,13895383
28577,21182366
28578,166678065
28579,17942819
28580,295108301
28581,38847367
28582,48528394
28583,5214495
28584,178226471
28585,461680796
28586,342768437
28587,10799917
28589,30580695
28590,108132550
28594,53022528
28601,127653662
28602,181610013
28604,170383703
28605,75497297
28606,113361058
28607,257195627
28609,120480864
28610,105855161
28611,192703647
28612,218673495
28613,112423774
28615,173037603
28616,6993587
28617,90377591
28618,102463387
28619,3090899
28621,183027004
28622,80286175
28623,74504900
28624,161583584
28625,510243818
28626,84128189
28627,52091324
28628,1334438
28629,6178470
28630,160749440
28631,65192557
28634,164251719
28635,109115604
28636,154515574
28637,7441189
28638,52477955
28640,101883036
28642,95097040
28643,181200042
28644,177965193
28645,855110420
28646,56106919
28647,15651541
28649,90576355
28650,116090758
28651,227689796
28652,208819
28654,162788900
28655,830196976
28657,413957412
28658,192039474
28659,264204246
28660,83406890
28662,4630794
28663,45932528
28665,163579216
28666,1205998
28667,1855886
28668,34099032
28669,120162760
28670,96930672
28671,1920038
28672,5480637
28673,78021213
28675,302975055
28676,74405463
28677,220551793
28678,118219988
28679,67930054
28681,439926757
28682,16166204
28683,86712857
28684,137378786
28685,157913903
28689,116143735
28690,56228877
28692,99740030
28693,67313231
28694,172695157
28697,169099443
28698,64969374
28701,47497608
28702,56343326
28704,87212392
28705,327487416
28707,28531169
28708,126174017
28709,136705920
28711,260225776
28712,327186126
28713,365307660
28714,754666147
28715,202107524
28716,409709362
28717,133387574
28718,42981312
28719,350060860
28720,8215083
28721,285538784
28722,118121458
28723,295296402
28725,706580
28726,6196306
28729,11489351
28730,128468494
28731,70393944
28732,111005300
28733,22094979
28734,783613385
28735,9794309
28736,91523241
28739,175306063
28740,144341288
28741,226146078
28742,63879882
28743,321883504
28745,2216022
28746,124825150
28747,138569822
28748,219038138
28749,2677224
28751,115965926
28752,640221789
28753,686937721
28754,223736883
28756,234256848
28757,3155383
28759,60659107
28761,297342053
28762,258796134
28763,143861282
28766,15108018
28768,215360526
28771,725364612
28772,32643917
28773,144727410
28774,117828435
28775,25505398
28777,176634814
28778,89329995
28779,277918185
28781,208838181
28782,128800754
28783,169258108
28785,396813745
28786,193182372
28787,206045013
28789,147905498
28790,109175122
28791,42966357
28792,261275415
28801,13410111
28803,100209347
28804,70333055
28805,67280535
28806,99217173
28901,163755960
28902,58859770
28904,506567204
28905,116495521
28906,893612444
28909,25464510
29001,170617057
29003,367915639
29006,380854924
29009,281104982
29010,536282802
29014,426648792
29015,338262100
29016,224702822
29018,284864606
29020,603291610
29030,245355426
29031,318446101
29032,205377619
29033,24418189
29036,183136586
29037,178795827
29038,208708797
29039,67447107
29040,146319708
29042,171026587
29044,361735400
29045,183941469
29046,6481225
29047,181859141
29048,149783679
29051,110189298
29052,149321069
29053,212902944
29054,162366938
29055,96132391
29056,271107600
29058,371870860
29059,288891548
29061,234363490
29062,43060598
29063,109306900
29065,73205725
29067,506104600
29069,198562447
29070,450528490
29072,226290785
29073,209906878
29074,61835923
29075,111283551
29078,325372996
29079,552438
29080,343108679
29081,209233644
29082,105300802
29101,281781668
29102,656879912
29104,154808533
29105,76279063
29107,198302405
29108,544042924
29111,167549006
29112,301596915
29113,112121799
29114,96052023
29115,340142600
29117,230705
29118,202876160
29122,1231145
29123,179580170
29125,324915905
29126,206396411
29127,297072043
29128,282980322
29129,215862316
29130,409512754
29133,141492388
29135,502054089
29137,222014109
29138,578675859
29142,150736297
29145,115743264
29146,164945915
29147,485430
29148,458020328
29150,112496330
29152,12104464
29153,370606978
29154,208135904
29160,306788272
29161,349127688
29162,86975573
29163,78016350
29164,263708434
29166,85311835
29168,299477025
29169,31979653
29170,63285946
29172,66255116
29175,19439166
29178,380455056
29180,801454500
29201,31054580
29202,24408
29203,166667854
29204,16753673
29205,17024521
29206,24179231
29207,171392505
29208,171571
29209,136408343
29210,43232956
29212,82320037
29223,67641562
29225,41936
29229,53444984
29301,71470017
29302,130196805
29303,81063042
29306,49985625
29307,118133499
29316,56488233
29320,1406601
29321,101485382
29322,153052263
29323,185473935
29324,603632
29325,402110829
29329,623966
29330,94645672
29331,4614333
29332,131437910
29333,984872
29334,58974277
29335,232611325
29338,235165
29340,427372966
29341,245506238
29346,550320
29349,209419999
29351,12331782
29353,242277696
29355,177511657
29356,214179671
29360,376580297
29364,9174036
29365,49178486
29368,413636
29369,74860293
29370,124040588
29372,110976031
29373,1887924
29374,134712926
29375,368350
29376,97731686
29377,3454981
29378,225320
29379,663662172
29384,131690100
29385,50282842
29388,255264227
29401,8431842
29403,19310258
29404,13220372
29405,45673262
29406,38665842
29407,46405839
29409,166970
29410,29509647
29412,133481249
29414,94971023
29418,35907206
29420,29461915
29423,103115
29424,47840
29426,175590782
29429,341566254
29431,230404781
29432,303788348
29434,145906152
29435,178047624
29436,293649980
29437,241927030
29438,241118215
29439,9606934
29440,1486290111
29445,160832005
29446,500368222
29448,126290388
29449,233864886
29450,379415774
29451,42820787
29452,164737654
29453,362097693
29455,305905618
29456,47329034
29458,498767270
29461,450173902
29464,95530655
29466,86398877
29468,288389521
29469,109131963
29470,218912291
29471,108285715
29472,482946925
29474,291066092
29475,278119425
29477,287528903
29479,243843914
29481,231458276
29482,21470667
29483,350847308
29485,93731506
29487,131113892
29488,597455405
29492,154616485
29493,2194201
29501,140316299
29505,133967649
29506,331638415
29510,792315283
29511,159300617
29512,568693991
29516,244381377
29518,125964350
29519,11110155
29520,353590380
29525,129226234
29526,479536033
29527,409585280
29530,99187011
29532,270352363
29536,337444301
29540,289314984
29541,203580276
29543,47857188
29544,297598653
29545,93222884
29546,385664531
29547,103249518
29550,561540360
29554,586037775
29555,241923315
29556,451957942
29560,418781093
29563,98395180
29564,170292742
29565,321704270
29566,80185115
29567,55283534
29568,239176606
29569,452080051
29570,125043334
29571,501777079
29572,22125685
29574,260860857
29575,26402427
29576,101644605
29577,62250070
29579,114132855
29580,180574535
29581,421806631
29582,61093996
29583,277361847
29584,282828591
29585,132479400
29588,110316463
29590,257313867
29591,187672636
29592,109687194
29593,212209811
29594,5938085
29596,174621791
29601,11140772
29605,66703081
29607,75485017
29609,62849440
29611,61193973
29613,1870540
29614,497342
29615,50131676
29617,61046375
29620,653936269
29621,226763150
29624,72878483
29625,143469475
29626,159943715
29627,324400454
29628,150527080
29630,162992811
29631,24101042
29634,3705518
29635,181616693
29638,154238093
29639,44791071
29640,227294940
29642,129534550
29643,84499629
29644,213824520
29645,279091613
29646,294723135
29649,144601693
29650,46825597
29651,240620144
29653,183633755
29654,307126246
29655,415249953
29657,165529972
29658,65778834
29659,1837885
29661,179133694
29662,14823667
29664,249338097
29665,545114
29666,329046436
29667,1357539
29669,163973429
29670,143700682
29671,332782362
29672,136078331
29673,183084956
29676,224360180
29678,224225891
29680,81354756
29681,107758001
29682,81111341
29683,202830
29684,156867967
29685,240143663
29686,80293727
29687,124121486
29689,124021644
29690,278400532
29691,178520371
29692,126944646
29693,444573973
29696,63418816
29697,100774735
29702,259060997
29704,72026002
29706,709257575
29707,82492726
29708,52470026
29709,254086957
29710,305436332
29712,72378800
29714,87881337
29715,90028480
29717,100269148
29718,305129552
29720,745446494
29724,642770
29726,104718712
29727,127798256
29728,251934510
29729,174088002
29730,314270695
29732,142521445
29733,305919
29741,96577418
29742,211504686
29743,80957306
29745,361243878
29801,227800278
29803,494958829
29805,257760643
29809,16226385
29810,318974347
29812,733348206
29816,2603190
29817,280271458
29819,177032202
29821,173803340
29824,582759328
29826,8707280
29827,272242266
29828,1758309
29829,86247084
29831,303645008
29832,253809114
29834,5140675
29835,512719656
29836,444694789
29838,84786046
29840,95313357
29841,84403431
29842,102620269
29843,166054412
29844,24948379
29845,180023191
29847,238028425
29848,244974448
29849,95245032
29850,5626787
29851,55094159
29853,290132133
29856,150386776
29860,137468816
29899,977272
29902,77717608
29904,162113
29905,9246038
29906,147581621
29907,164079601
29909,213595036
29910,303511658
29911,195369037
29912,975647
29915,34146673
29916,189436891
29918,236586689
29920,373555667
29921,17328763
29922,350995803
29923,34612199
29924,138989090
29926,121758031
29927,529637132
29928,71250581
29929,196164059
29932,189336260
29934,180357875
29935,8457462
29936,628475305
29939,27934636
29940,176402896
29941,49913042
29943,121320835
29944,342906507
29945,595665442
30002,4427637
30004,150564863
30005,38593204
30008,24495316
30009,25070452
30011,69383296
30012,113572753
30013,74549275
30014,314386318
30016,240325619
30017,31515932
30019,120612233
30021,9200832
30022,66761495
30024,112035615
30025,177820172
30028,134580776
30030,16879009
30032,35384253
30033,24020067
30034,44509550
30035,22291855
30038,76251763
30039,66056378
30040,153638390
30041,175585571
30043,85257130
30044,63929635
30045,57175330
30046,40884543
30047,72708993
30052,228509596
30054,108998971
30055,135900819
30056,100033489
30058,81358887
30060,42675759
30062,67584615
30064,83011810
30066,71260783
30067,39053545
30068,38189041
30070,160149
30071,31065459
30072,572869
30075,79408585
30076,41519891
30078,44614365
30079,3328389
30080,35455732
30082,27374028
30083,45330855
30084,39808151
30087,62190622
30088,20301501
30092,28880637
30093,31398275
30094,106160171
30096,60341546
30097,59474953
30101,110330253
30102,87087566
30103,261968533
30104,100423576
30105,155703578
30106,32179767
30107,284389406
30108,228460948
30110,181084220
30113,269060418
30114,295487783
30115,159264808
30116,268335526
30117,286445880
30118,948833
30120,241298433
30121,152824162
30122,62667316
30124,158414632
30125,476188681
30126,54061641
30127,132523577
30132,286656702
30134,128894754
30135,218550327
30137,10280545
30139,185973975
30141,76803852
30143,361975747
30144,59008319
30145,207767108
30147,47444142
30148,27952572
30149,22671341
30152,55207716
30153,311189974
30157,221535154
30161,373714683
30164,57815
30165,440659670
30168,32680306
30170,118133855
30171,136811649
30173,87856709
30175,228552729
30176,217157142
30177,13082156
30178,140143441
30179,196042251
30180,196166752
30182,92432170
30183,160877332
30184,181938644
30185,165455410
30187,89177148
30188,115243063
30189,55940309
30204,326554920
30205,96221490
30206,145811220
30213,168264464
30214,139592474
30215,190221927
30216,78518814
30217,686805744
30218,176992931
30220,142434914
30222,376445848
30223,285529654
30224,173986485
30228,198279498
30230,344366993
30233,414085948
30234,30666251
30236,87620574
30238,44123604
30240,432737226
30241,292072927
30248,184422645
30250,695475
30251,89874875
30252,239484349
30253,126948106
30256,90050513
30257,116624515
30258,147102004
30259,90806490
30260,29502581
30263,522867349
30265,111959349
30268,172148193
30269,67377462
30273,17048900
30274,27503925
30275,277620
30276,257704454
30277,117157912
30281,184422052
30284,245033
30285,44793840
30286,509652113
30288,20356224
30289,559987
30290,47568165
30291,31950144
30292,152741098
30293,211280181
30294,84558234
30295,115220185
30296,27555213
30297,28577429
30303,2705518
30305,16740693
30306,11405429
30307,11842668
30308,4130055
30309,8947111
30310,22862583
30311,32287889
30312,8683550
30313,2880070
30314,12092212
30315,29346223
30316,32569449
30317,9197854
30318,53217192
30319,27150292
30322,1070187
30324,13743321
30326,1791714
30327,44241468
30328,34016111
30329,14146997
30331,97514524
30332,218051
30334,126610
30336,27556035
30337,31267994
30338,25652155
30339,22253601
30340,22087045
30341,26381442
30342,23342564
30344,31362927
30345,18648261
30346,2607497
30349,119674592
30350,34313563
30354,27900508
30360,15481282
30363,827337
30401,662659664
30410,174085402
30411,396393472
30412,3997548
30413,322050993
30415,421046354
30417,457375056
30420,100287635
30421,265273871
30423,2067418
30425,188347024
30426,312969443
30427,627789382
30428,392461029
30429,563524
30434,516507240
30436,745645315
30438,830674
30439,641851084
30441,478798791
30442,819511339
30445,212552348
30446,173080712
30448,7539309
30449,20003371
30450,131469248
30451,198236
30452,145283559
30453,326115920
30454,94294034
30455,115204458
30456,210378781
30457,465017445
30458,390763207
30460,47737
30461,428677199
30464,2172688
30467,1359402590
30470,76072244
30471,383900526
30473,223036652
30474,365665713
30475,241059
30477,184690497
30501,63506933
30504,55858744
30506,321888686
30507,184767417
30510,116427990
30511,77725834
30512,592791995
30513,391218994
30516,54590604
30517,73078334
30518,121591395
30519,89462951
30520,149072539
30521,247042345
30522,117590522
30523,453094974
30525,538296777
30527,66003757
30528,465040547
30529,134627092
30530,204626125
30531,100073332
30533,569819049
30534,604991274
30535,76422145
30536,399902173
30537,52505792
30538,66611191
30540,520160267
30541,182196720
30542,128998806
30543,98191791
30545,102831764
30546,363713008
30547,136557739
30548,101199401
30549,286173297
30552,146268880
30553,167037494
30554,191740560
30555,34302184
30557,150897521
30558,155207079
30559,128422981
30560,195506993
30562,7727146
30563,90866533
30564,81346377
30565,89212307
30566,25580711
30567,81714344
30568,75100059
30571,146505252
30572,276707780
30573,12652717
30575,29996575
30576,100453629
30577,428750174
30581,519668
30582,129800870
30601,61991107
30602,1879058
30605,96638492
30606,80030028
30607,93110566
30609,60531
30619,69920122
30620,63862283
30621,128088813
30622,107961059
30623,5609196
30624,112595458
30625,126118780
30627,325456734
30628,125955403
30629,196277268
30630,95052199
30631,503516847
30633,261040398
30634,125564742
30635,793735162
30641,89032579
30642,546528727
30643,354989714
30646,91620335
30648,219605756
30650,580448339
30655,225614358
30656,182806938
30660,260158152
30662,209656958
30663,145463240
30664,727033
30665,6308915
30666,96246984
30667,203022218
30668,435133121
30669,323155859
30673,685215824
30677,309104817
30678,188089347
30680,241664310
30683,102446304
30701,395545360
30705,622206994
30707,333943510
30708,37945750
30710,123250652
30711,180252943
30720,125909209
30721,322324370
30725,38707324
30726,340984
30728,450493814
30730,143479612
30731,224881529
30733,39977278
30734,198282707
30735,162851220
30736,333607136
30738,223073591
30739,65115377
30740,131921393
30741,64570043
30742,8675876
30746,43238702
30747,474615758
30750,34172682
30751,1471359
30752,202008347
30753,106109700
30755,92371539
30756,350204
30757,44486075
30802,382835014
30803,143380007
30805,91798948
30807,1603470
30808,167249246
30809,115861417
30810,213912826
30812,364696
30813,129026570
30814,132682711
30815,340010024
30816,340860160
30817,604714172
30818,86756890
30820,219668186
30821,269579852
30822,91257461
30823,188589297
30824,534544263
30828,355000707
30830,939525056
30833,176869688
30901,55671452
30903,439876
30904,28717409
30905,36330262
30906,222412019
30907,65306858
30909,67641456
30912,380017
31001,461094886
31002,303788268
31003,11977911
31005,50788655
31006,473112891
31007,162830364
31008,181649240
31009,186539270
31011,129557516
31012,142959621
31014,555428547
31015,584161881
31016,237828892
31017,244457597
31018,238925112
31019,142912980
31020,283355395
31021,627930499
31022,113013825
31023,745149872
31024,907995182
31025,164643176
31027,466708501
31028,9264221
31029,668165902
31030,454466351
31031,347804625
31032,394680751
31033,192564138
31035,135161257
31036,658742310
31037,154904466
31038,241020508
31039,7497362
31041,142721601
31042,251359673
31044,450305528
31045,9588975
31046,196006956
31047,189374003
31049,256144110
31050,56900197
31051,4900428
31052,184161709
31054,132339238
31055,352817903
31057,227483296
31058,258653956
31060,266631539
31061,636298635
31062,696373
31063,299179892
31064,663124233
31065,168652641
31066,176583660
31067,9001517
31068,237586522
31069,252205497
31070,133711503
31071,143632318
31072,197086871
31075,142615468
31076,315514320
31077,251320054
31078,274996019
31079,292324498
31081,91917955
31082,588486180
31083,5386147
31084,720270
31085,116150786
31087,1222616127
31088,81987656
31089,400183940
31090,380744500
31091,228312219
31092,490660070
31093,51431149
31094,281932449
31096,446344992
31097,139717591
31098,48175824
31201,28431251
31204,38355725
31206,72930454
31207,445440
31210,108036946
31211,127997723
31213,26043
31216,143979435
31217,258596924
31220,129799860
31301,30762950
31302,117621939
31303,214961059
31304,6873214
31305,119633605
31307,10279171
31308,225031379
31309,67556606
31312,415479586
31313,174283227
31314,24493499
31315,30953899
31316,755187251
31318,3518205
31320,337095184
31321,361040682
31322,75771114
31323,350296252
31324,369126043
31326,182378675
31327,133928973
31328,16314886
31329,274858552
31331,843350533
31401,13632862
31404,42116292
31405,80087527
31406,75279732
31407,75602622
31408,64319592
31409,17251377
31410,59541538
31411,64505366
31415,16320188
31419,176982809
31501,34397429
31503,871960517
31510,589333160
31512,211328261
31513,866015475
31516,426306966
31518,121149114
31519,353976710
31520,48067785
31522,186806161
31523,513214463
31524,4436364
31525,260756671
31527,83895380
31532,134251767
31533,176828671
31535,266195390
31537,760844331
31539,709431075
31542,266417153
31543,324765233
31544,267375032
31545,262267769
31546,447301242
31547,6652621
31548,151401885
31549,295717178
31550,134522880
31551,186376622
31552,224158111
31553,447812485
31554,544298866
31555,384824746
31556,1288684
31557,288509120
31558,264179564
31560,356973212
31561,22946592
31562,278526644
31563,290843672
31565,383976744
31566,165923176
31567,111079565
31568,342051404
31569,179958231
31601,409259655
31602,107155715
31605,139813609
31606,115249984
31620,330268069
31622,288499007
31623,2302039
31624,207486416
31625,157140356
31626,373594583
31627,2287726
31629,114533255
31630,236256829
31631,324237770
31632,294427348
31634,739911948
31635,314134730
31636,525985881
31637,208345771
31638,70921658
31639,577218959
31641,220334474
31642,481678490
31643,685666799
31645,131618624
31647,119128332
31648,11955938
31649,129083353
31650,266656148
31698,217408
31699,1394617
31701,74495019
31705,402371796
31707,49059625
31709,334073219
31711,154101770
31712,127979226
31714,492784185
31716,210184972
31719,245858044
31720,12372204
31721,561279704
31722,1977920
31730,655959118
31733,152221725
31735,67946405
31738,163617600
31743,146561312
31744,321529130
31747,2059074
31749,157047151
31750,741818596
31756,103412384
31757,224248751
31763,663618268
31764,206256913
31765,221681092
31768,400124183
31771,284470869
31772,166331848
31773,222532991
31774,444226079
31775,121210486
31778,277222968
31779,368533278
31780,260382092
31781,71062278
31783,261169730
31784,87950645
31787,230748827
31788,337830598
31789,166959886
31790,171547947
31791,493434904
31792,553563798
31793,268439754
31794,301253083
31795,129328140
31796,159415613
31798,205007673
31801,225118766
31803,735146022
31804,136985259
31805,184050895
31806,428315803
31807,30624832
31808,138718520
31810,32672373
31811,350096609
31812,219747430
31814,43083922
31815,648465430
31816,103751756
31820,104393523
31821,242673693
31822,298882801
31823,22253417
31824,292852953
31825,342548942
31826,135788138
31827,394465580
31829,30430565
31830,142023838
31831,173061029
31832,64349156
31833,258723223
31836,217537425
31901,12272049
31903,27088303
31904,82443233
31905,101067952
31906,17800467
31907,59784517
31909,47633087
32003,59199195
32008,363406509
32009,222848403
32011,449343397
32024,370783049
32025,254509002
32026,1684375
32033,201979391
32034,184635600
32038,277974310
32040,315303225
32043,560143028
32044,63733474
32046,502460288
32052,724957484
32053,320930265
32054,569884324
32055,488677620
32058,186888117
32059,308776306
32060,1031986393
32061,56947026
32062,159734110
32063,264758908
32064,19942992
32065,48312644
32066,724016782
32068,262592739
32071,275215730
32072,76744188
32073,50396483
32079,1358635
32080,65423755
32081,102268219
32082,123384046
32083,104402410
32084,134861009
32086,185712856
32087,351879320
32091,365333804
32092,338400144
32094,150764632
32095,135980317
32096,422832179
32097,370233823
32102,177427312
32110,694153200
32112,194734313
32113,215623020
32114,45984786
32117,31045889
32118,22717337
32119,23329199
32124,117713704
32127,55575715
32128,87323285
32129,19927852
32130,263942927
32131,112360978
32132,19991675
32133,914496
32134,691106024
32136,56002282
32137,167735770
32139,53132512
32140,74638566
32141,63055992
32145,240626632
32147,44347079
32148,230586136
32157,5206969
32159,94228636
32162,62158713
32164,86981891
32168,430756378
32169,73358028
32174,334097212
32176,23457342
32177,667131551
32179,216762917
32180,298288289
32181,70439446
32187,70187945
32189,71992277
32190,91894107
32193,21527216
32195,69450560
32202,7565121
32204,10928334
32205,24161803
32206,19819361
32207,41953838
32208,34923134
32209,24257241
32210,66414139
32211,23604577
32212,22453214
32216,33736028
32217,23403024
32218,260988987
32219,139594852
32220,160484172
32221,93529486
32222,30042856
32223,54458649
32224,57117785
32225,89585695
32226,288534612
32227,5614573
32228,335197
32233,34591057
32234,336747176
32244,62420928
32246,49747022
32250,28568966
32254,32166953
32256,166039397
32257,43559549
32258,49738506
32259,150675927
32266,7575223
32277,27784583
32301,26940666
32303,101856460
32304,40975760
32305,234844755
32308,38691130
32309,296065663
32310,285498449
32311,122423058
32312,315445457
32317,102095361
32320,152805669
32321,1069297559
32322,285768985
32323,20223272
32324,182568939
32327,647436886
32328,661196984
32330,8722779
32331,787322290
32332,12122624
32333,277396439
32334,431407140
32336,474730427
32340,617485623
32343,74567330
32344,1376003056
32346,142691941
32347,274588000
32348,868306027
32350,134739113
32351,562526094
32352,250976627
32355,9262705
32356,101177843
32358,413538154
32359,451264765
32361,5938263
32399,647912
32401,42637393
32403,192661921
32404,381872934
32405,60967667
32407,46384768
32408,67156522
32409,215136933
32410,61017162
32413,209829964
32420,140281186
32421,357642930
32423,172425458
32424,420523943
32425,711694352
32426,127239800
32427,128808027
32428,770845534
32430,215244783
32431,294217268
32432,334786
32433,697198682
32435,336671043
32437,96357017
32438,163716641
32439,278376656
32440,272940124
32442,259218938
32443,153147806
32444,36852298
32445,68593175
32446,427844977
32447,1005587
32448,488403327
32449,129561339
32455,622932369
32456,326917660
32459,181863546
32460,230313633
32461,1524426
32462,414626963
32463,217986
32464,454374227
32465,640716698
32466,302065014
32501,9951711
32502,6100860
32503,33443567
32504,27831480
32505,35929899
32506,106306841
32507,111538156
32508,23413220
32509,3309860
32511,629101
32514,51863890
32526,163416997
32530,127323
32531,569145506
32533,197542527
32534,25363381
32535,190921759
32536,122728017
32539,319540796
32541,46342857
32542,46586156
32544,25499579
32547,93590782
32548,57439178
32550,19152670
32561,100285243
32563,43821562
32564,238112464
32565,604521991
32566,111516427
32567,367338866
32568,406407102
32569,17538944
32570,833060242
32571,272189826
32577,174378965
32578,73201710
32579,17463054
32580,34401911
32583,402889619
32601,11778057
32603,3565794
32605,26040928
32606,44526393
32607,30848566
32608,107296475
32609,297219747
32612,2427701
32615,363056967
32616,1661310
32617,82826826
32618,241769706
32619,310175848
32621,195392425
32622,157951140
32625,315676215
32626,536524982
32628,269046192
32631,5259541
32639,148364112
32640,674949575
32641,157447635
32643,304905973
32648,189280877
32653,103266774
32656,161787828
32658,7857234
32664,3673091
32666,154985611
32667,287774136
32668,316196638
32669,279177248
32680,687962604
32681,953630
32683,21253391
32686,192225248
32692,14348936
32693,547742933
32694,72834956
32696,384660731
32697,1234774
32701,15876505
32702,161600179
32703,147517940
32707,27622959
32708,50725287
32709,309296147
32712,159505098
32713,61285992
32714,23287833
32720,172426132
32724,251412122
32725,83811022
32726,35976512
32730,3391298
32732,163083575
32735,13001778
32736,296620912
32738,75334339
32744,35794623
32746,61038047
32750,28119011
32751,21464654
32754,408795420
32757,111032738
32759,109911171
32763,43809803
32764,249897103
32765,111445266
32766,120686104
32767,176422965
32771,97690337
32773,91595482
32776,115622312
32778,108327745
32779,50780627
32780,198898077
32784,270609481
32789,24912778
32792,33595390
32796,48122426
32798,8471907
32801,6289051
32803,20401967
32804,22098143
32805,20200753
32806,19383393
32807,21530282
32808,32805595
32809,31804812
32810,25553430
32811,22388080
32812,26113785
32814,4508210
32817,31132536
32818,32015358
32819,59793372
32820,43205834
32821,30954331
32822,36185865
32824,80950114
32825,74886471
32826,25688723
32827,64703135
32828,55376844
32829,27141801
32830,54681373
32831,26076047
32832,162051133
32833,90588610
32835,28175498
32836,52204999
32837,58217905
32839,22398825
32901,38293048
32903,24418304
32904,50440050
32905,32335137
32907,46157276
32908,49951650
32909,113897009
32920,25139981
32922,19485048
32925,30680031
32926,146739841
32927,65150380
32931,52922467
32934,68829702
32935,45240903
32937,27037372
32940,365200592
32948,689128981
32949,49351385
32950,53364519
32951,76593210
32952,100945113
32953,122601172
32955,66677719
32958,84119080
32960,30791737
32962,38023294
32963,105678041
32966,781570218
32967,111738692
32968,68194672
32970,2801012
32976,73189505
33001,30469815
33004,16320729
33009,14705457
33010,11325913
33012,15818842
33013,9918036
33014,18683547
33015,16711085
33016,12954345
33018,57710596
33019,17134772
33020,15889030
33021,22825547
33023,25501624
33024,28515154
33025,28826926
33026,13046257
33027,36172645
33028,15365847
33029,51024812
33030,47737104
33031,55498381
33032,51003620
33033,44722962
33034,787309424
33035,54648730
33036,141347101
33037,313924640
33039,866053
33040,377036591
33042,298029726
33043,212345717
33050,123060966
33051,1681182
33054,23580801
33055,16374760
33056,16398706
33060,18217447
33062,15880479
33063,23650768
33064,27881308
33065,21842775
33066,8316845
33067,28261165
33068,15519658
33069,25040286
33070,46246967
33071,20124390
33073,22325294
33076,32581964
33101,17695
33109,2900899
33122,15587978
33125,10434804
33126,14663433
33127,8569208
33128,1078099
33129,7965230
33130,2925062
33131,3273063
33132,8429389
33133,14470166
33134,13524292
33135,5584972
33136,3777404
33137,13873989
33138,16695507
33139,15559575
33140,18705734
33141,19348606
33142,18560790
33143,21090212
33144,8140010
33145,6575725
33146,8363945
33147,19207993
33149,36495640
33150,9197158
33154,8543727
33155,20558585
33156,37514171
33157,39048487
33158,7907389
33160,19254086
33161,14308659
33162,13723723
33165,20384425
33166,28107492
33167,11239275
33168,9539691
33169,18536281
33170,34195668
33172,18663971
33173,13504930
33174,8327465
33175,20765466
33176,32711470
33177,33207629
33178,164816850
33179,14850435
33180,10236826
33181,12866880
33182,46023626
33183,15807143
33184,6724862
33185,12435174
33186,35074364
33187,102873384
33189,14943883
33190,4950460
33193,23875046
33194,236481682
33196,64282664
33301,6766833
33304,9207156
33305,6790600
33306,2218570
33308,14567858
33309,26891877
33311,27240655
33312,29971126
33313,16911323
33314,22625592
33315,13558147
33316,16799244
33317,25277146
33319,18306337
33321,22335154
33322,14792897
33323,17088108
33324,24204093
33325,24950301
33326,26346462
33327,30154762
33328,24555613
33330,26666774
33331,33251327
33332,79999323
33334,12478655
33351,15435511
33401,17600793
33403,9230735
33404,25637472
33405,12922143
33406,23309130
33407,28550496
33408,27838552
33409,16729810
33410,29942276
33411,111606595
33412,121234830
33413,19835286
33414,73408875
33415,19208607
33417,17659541
33418,121197918
33426,16032585
33428,23484669
33430,295276346
33431,25040199
33432,15010838
33433,24575092
33434,17713430
33435,20270759
33436,30577674
33437,28172123
33438,55443664
33440,1712984544
33441,13461386
33442,19881163
33444,13430239
33445,21116838
33446,55213985
33449,48217206
33455,145558955
33458,59083723
33460,14062716
33461,19210628
33462,29197617
33463,28015703
33467,47695359
33469,36625063
33470,203336551
33471,701454581
33472,33452006
33473,18286207
33476,68056592
33477,21624023
33478,141859795
33480,29936215
33483,14975263
33484,15938909
33486,14210481
33487,19116823
33493,161138408
33496,24490980
33498,18954230
33503,1675120
33510,20482071
33511,43407420
33513,238633517
33514,142813045
33521,5132736
33523,316230382
33525,309502346
33527,82034409
33534,39427486
33538,280584992
33540,90940689
33541,64076025
