"","population","latitude","longitude"
"28097","5369","35.2967149","-80.3930501"
"28098","3579","35.2710413","-81.0986234"
"28101","698","35.2579644","-81.0777221"
"28102","78","34.8184315","-79.9722653"
"28103","10311","34.9989252","-80.3513269"
"28104","28040","35.0608681","-80.6932921"
"28105","39586","35.115597","-80.7137076"
"28107","6422","35.25286","-80.5186801"
"28108","54","34.9347808","-80.6811826"
"28109","387","35.4969656","-80.2885297"
"28110","50365","35.065318","-80.5248663"
"28112","26311","34.8899247","-80.5495475"
"28114","7554","35.2304413","-81.7477022"
"28115","34339","35.5845799","-80.7788712"
"28117","35454","35.5656976","-80.8983325"
"28119","2801","34.8510779","-80.0169854"
"28120","19807","35.3286512","-81.026393"
"28124","6622","35.3996516","-80.4087922"
"28125","2525","35.6590253","-80.698613"
"28127","7594","35.468227","-80.1827189"
"28128","7476","35.210696","-80.154523"
"28129","5399","35.2316619","-80.3271617"
"28133","2878","34.8449256","-80.2656808"
"28134","9453","35.0854025","-80.8930953"
"28135","6123","35.0297599","-80.2172755"
"28137","3120","35.5631093","-80.2363908"
"28138","10495","35.5153813","-80.4387596"
"28139","20111","35.3483631","-81.9947373"
"28144","24734","35.7066848","-80.4647885"
"28146","27614","35.6192995","-80.3932977"
"28147","24697","35.6811173","-80.5629417"
"28150","28098","35.3427033","-81.5762477"
"28152","24735","35.2427201","-81.599412"
"28159","3108","35.6947524","-80.4318731"
"28160","3929","35.3610241","-81.9223215"
"28163","5233","35.2074945","-80.4285172"
"28164","14085","35.3894436","-81.0371355"
"28166","8619","35.682791","-80.8755315"
"28167","2362","35.5084034","-81.966885"
"28168","10230","35.5523598","-81.4250715"
"28169","173","35.3584703","-81.4293951"
"28170","12355","34.998731","-80.098787"
"28173","45097","34.9161547","-80.7314151"
"28174","8608","34.9690354","-80.4395803"
"28202","11195","35.2272706","-80.8441938"
"28203","11315","35.2081855","-80.8591068"
"28204","4796","35.2146195","-80.827014"
"28205","43931","35.2187914","-80.7896014"
"28206","11898","35.2561268","-80.8209986"
"28207","9280","35.1941483","-80.824585"
"28208","34167","35.2304299","-80.907493"
"28209","20317","35.1787136","-80.8539849"
"28210","42263","35.129916","-80.8562063"
"28211","28523","35.1663423","-80.7972848"
"28212","38457","35.1877026","-80.7445563"
"28213","37309","35.2860342","-80.7343545"
"28214","34721","35.2752524","-80.9681437"
"28215","53629","35.2449791","-80.693471"
"28216","47208","35.3114499","-80.8879808"
"28217","24204","35.1688958","-80.9082852"
"28226","37286","35.1026974","-80.8221293"
"28227","49635","35.1894038","-80.6454876"
"28244","0","35.2246045","-80.8430938"
"28262","37547","35.3220615","-80.7399806"
"28269","71048","35.3373126","-80.8034723"
"28270","31525","35.1120788","-80.7644146"
"28273","31478","35.1273647","-80.9468281"
"28277","59664","35.0528748","-80.8175517"
"28278","19283","35.1334035","-81.0093726"
"28280","10","35.2263318","-80.8430911"
"28282","0","35.2248153","-80.8452767"
"28301","17165","35.0747996","-78.8842572"
"28303","30909","35.0859566","-78.9595201"
"28304","37147","35.025528","-78.9896043"
"28305","6073","35.0526089","-78.9072444"
"28306","39683","34.9584949","-78.8968484"
"28307","17631","35.1385594","-78.9818866"
"28308","405","35.1715483","-79.0170822"
"28310","3459","35.1634711","-79.037914"
"28311","34567","35.1677823","-78.8877525"
"28312","18538","34.9477518","-78.7381328"
"28314","54520","35.0529139","-79.0298912"
"28315","11681","35.1168851","-79.4321573"
"28318","4627","35.0198727","-78.6135741"
"28320","9229","34.5581217","-78.7727155"
"28323","3182","35.3141616","-78.834901"
"28325","508","35.1539221","-78.1041384"
"28326","17646","35.2738265","-79.1593818"
"28327","15433","35.3545862","-79.4165052"
"28328","27042","35.0034983","-78.3379241"
"28330","346","34.9095965","-79.8219798"
"28332","482","34.6590394","-78.7378891"
"28333","11830","35.2843115","-78.0126553"
"28334","24908","35.2722079","-78.5681041"
"28337","10670","34.6570495","-78.5615701"
"28338","4607","35.1077071","-79.7596908"
"28339","6751","35.3105403","-78.7327468"
"28340","10765","34.4713541","-79.1344225"
"28341","4257","35.1201108","-78.1740521"
"28342","298","35.1911833","-78.6512623"
"28343","1685","34.7573616","-79.5648752"
"28344","3415","35.1605004","-78.624483"
"28345","12592","34.8735508","-79.6706367"
"28347","1983","35.0583234","-79.6006043"
"28348","33307","34.9152625","-78.9267477"
"28349","3724","34.9811582","-77.9270646"
"28350","305","35.2431589","-79.3140177"
"28351","4759","34.84827","-79.5638542"
"28352","25641","34.7673322","-79.4510757"
"28356","5018","35.2359156","-78.7910398"
"28357","3125","34.9018879","-79.0827662"
"28358","38738","34.6081061","-78.9344741"
"28360","14263","34.6703344","-79.0749381"
"28363","1202","34.9570941","-79.5460243"
"28364","14809","34.7071788","-79.3234572"
"28365","17144","35.172565","-78.0523571"
"28366","5061","35.2302677","-78.3619852"
"28367","87","35.1727014","-79.7251594"
"28369","2652","34.4233734","-79.0294163"
"28371","6519","34.903171","-78.9795697"
"28372","14783","34.6968729","-79.177622"
"28373","2150","35.0913231","-79.4884615"
"28374","15990","35.1974537","-79.4629593"
"28375","102","34.4757438","-79.038553"
"28376","37991","34.9924066","-79.2426421"
"28377","12666","34.8268789","-79.2132416"
"28379","26388","34.9302788","-79.7786327"
"28382","7056","34.9712834","-78.5178123"
"28383","8080","34.5769736","-79.2626955"
"28384","12097","34.7970902","-78.9609275"
"28385","3029","35.0488062","-78.4912688"
"28386","6319","34.8536194","-79.1296155"
"28387","13921","35.1794639","-79.3763267"
"28390","19942","35.2187352","-78.9581637"
"28391","5302","35.0216292","-78.698798"
"28392","1579","34.7349415","-78.8007029"
"28393","2005","34.9808763","-78.1896813"
"28394","5164","35.2189669","-79.2448479"
"28395","2375","35.1393669","-78.7406605"
"28396","2732","34.9272524","-79.4015881"
"28398","8112","34.995035","-78.0717121"
"28399","2140","34.7845233","-78.7090118"
"28401","22094","34.2719848","-77.9636284"
"28403","36063","34.2216838","-77.880633"
"28405","29152","34.2631818","-77.8663796"
"28409","31296","34.1548465","-77.8626764"
"28411","31962","34.3019443","-77.7927695"
"28412","35573","34.1437565","-77.9281523"
"28420","3886","34.0737064","-78.4811159"
"28421","1521","34.5058218","-78.1683747"
"28422","6641","34.0189535","-78.1739654"
"28423","2290","34.3139132","-78.3889001"
"28424","128","34.2902913","-78.6996893"
"28425","10906","34.5622068","-77.894389"
"28428","6033","34.0468406","-77.9096595"
"28429","8026","34.3412113","-77.9002163"
"28430","1900","34.2983892","-78.9373876"
"28431","7102","34.3142641","-78.8384197"
"28432","1968","34.1681184","-78.7586789"
"28433","5050","34.4885046","-78.6166728"
"28434","1329","34.468325","-78.4654847"
"28435","2490","34.4059098","-78.1091079"
"28436","2203","34.2751015","-78.2672154"
"28438","1845","34.4089738","-78.9183113"
"28439","1595","34.2868943","-79.0012249"
"28441","3198","34.8046129","-78.4318"
"28442","1647","34.2884471","-78.6005978"
"28443","17512","34.4450362","-77.6757117"
"28444","2085","34.698827","-78.3220202"
"28445","5676","34.4839684","-77.5563172"
"28447","1391","34.5990523","-78.2633486"
"28448","1243","34.4919951","-78.317144"
"28449","1692","33.9788113","-77.9337426"
"28450","2438","34.3246596","-78.5152989"
"28451","27112","34.2305174","-78.0897062"
"28452","694","33.9922839","-78.5465038"
"28453","3829","34.8864395","-78.0762563"
"28454","2545","34.6781262","-77.6508708"
"28455","2117","34.1115339","-78.6316334"
"28456","3658","34.37441","-78.2870942"
"28457","9905","34.449598","-77.8866376"
"28458","6444","34.814773","-78.0907822"
"28460","7652","34.5420555","-77.4184975"
"28461","16126","33.9672341","-78.0590907"
"28462","11680","34.0265714","-78.289593"
"28463","9799","34.1047653","-78.7823849"
"28464","2457","34.7766399","-78.0173196"
"28465","6531","33.9123174","-78.102548"
"28466","10103","34.741253","-77.8756513"
"28467","8703","33.9196439","-78.5937129"
"28468","4375","33.8996227","-78.5191366"
"28469","5839","33.926319","-78.4674037"
"28470","10644","33.9640957","-78.4034066"
"28472","19658","34.298566","-78.6899494"
"28478","4588","34.641461","-78.0408779"
"28479","4903","34.1006879","-78.0165108"
"28480","2473","34.2257338","-77.7973339"
"28501","20389","35.2429234","-77.5166595"
"28504","21642","35.2245633","-77.634868"
"28508","2737","35.0996682","-77.8247884"
"28510","1502","34.9876125","-76.8044609"
"28511","694","34.9011161","-76.3457626"
"28512","2896","34.7121514","-76.7934157"
"28513","10346","35.4415045","-77.3888533"
"28515","2915","35.1840679","-76.6993872"
"28516","11431","34.9033026","-76.5504799"
"28518","7909","34.8948228","-77.7474933"
"28519","404","35.1197255","-77.026974"
"28520","327","34.9919332","-76.3232968"
"28521","2287","34.8179021","-77.7366182"
"28523","2456","35.2109146","-77.2860142"
"28524","426","34.7909354","-76.4685623"
"28525","3132","35.1254963","-77.6913157"
"28526","2489","35.270197","-77.3565883"
"28527","1140","35.2594626","-77.0304438"
"28528","644","34.7320575","-76.5386617"
"28529","2193","35.0705267","-76.8547598"
"28530","7332","35.3747684","-77.4152974"
"28531","1207","34.6987394","-76.5584598"
"28532","23320","34.8953397","-76.8905708"
"28533","2952","34.9028691","-76.9014729"
"28537","137","35.2325159","-76.5271135"
"28538","2175","35.4166449","-77.5650767"
"28539","15469","34.6967768","-77.2132805"
"28540","49252","34.7545862","-77.5074272"
"28543","4699","34.7344891","-77.3767084"
"28544","5368","34.7180745","-77.3086836"
"28546","42696","34.798974","-77.3561693"
"28547","21884","34.6690245","-77.3669701"
"28551","14093","35.3213229","-77.7808558"
"28552","254","35.3009317","-76.5464761"
"28553","454","34.7296001","-76.5123757"
"28554","243","35.4784811","-77.5861223"
"28555","5175","34.8711873","-77.2249729"
"28556","963","35.1140025","-76.6255826"
"28557","14429","34.7389597","-76.7492317"
"28560","28921","35.1258493","-76.9771813"
"28562","36176","35.081631","-77.1268925"
"28570","21432","34.7815175","-76.857549"
"28571","2585","35.0684719","-76.691654"
"28572","6531","35.0278953","-77.7364173"
"28573","2176","34.9850696","-77.1488419"
"28574","15102","34.8789308","-77.5895879"
"28575","316","34.7079589","-76.8835678"
"28577","522","34.8648374","-76.3731881"
"28578","6363","35.196952","-77.8569721"
"28579","622","34.7590989","-76.5102942"
"28580","12657","35.453155","-77.6798029"
"28581","214","34.8443751","-76.4354626"
"28582","1588","34.7513993","-77.1543804"
"28583","281","35.1388196","-76.740716"
"28584","11396","34.7367665","-77.0776191"
"28585","3942","35.0769231","-77.4124055"
"28586","8218","35.3134568","-77.1674973"
"28587","369","35.1939479","-76.6616689"
"28589","180","34.8084414","-76.510879"
"28590","23407","35.5206825","-77.4166606"
"28594","3655","34.6899038","-76.9696881"
"28601","50026","35.7723925","-81.3266586"
"28602","28981","35.672123","-81.3876672"
"28604","6249","36.1776997","-81.8585891"
"28605","3412","36.1296322","-81.6949293"
"28606","2158","36.0534868","-81.3221743"
"28607","33059","36.2180211","-81.6523696"
"28609","5864","35.6716919","-81.0556041"
"28610","9913","35.7303237","-81.1353054"
"28611","885","36.0109549","-81.7352539"
"28612","12397","35.6503912","-81.5375605"
"28613","22759","35.7376873","-81.2076814"
"28615","1876","36.4629632","-81.6703602"
"28616","493","36.0230707","-81.9201908"
"28617","2261","36.4807024","-81.3619794"
"28618","2352","36.2081779","-81.516799"
"28619","1520","35.7586026","-81.6024944"
"28621","10472","36.2756505","-80.9146243"
"28622","2527","36.1926763","-81.9473326"
"28623","1653","36.5343279","-80.9714053"
"28624","1639","36.1277367","-81.4102058"
"28625","36189","35.868681","-80.8902845"
"28626","2714","36.2925471","-81.5177982"
"28627","1152","36.4587487","-81.0037631"
"28628","479","35.7263288","-81.7851068"
"28629","75","36.3460627","-81.3653274"
"28630","20041","35.8271693","-81.4216573"
"28631","637","36.5475939","-81.4102742"
"28634","5225","35.9728986","-80.7569597"
"28635","3901","36.3054634","-81.126045"
"28636","5522","35.9394262","-81.0634332"
"28637","1746","35.7180048","-81.4193612"
"28638","12302","35.8450928","-81.4779384"
"28640","4719","36.4030766","-81.4026623"
"28642","5745","36.2183985","-80.8203118"
"28643","3521","36.5236088","-81.5342364"
"28644","1494","36.4262247","-81.2779763"
"28645","47703","35.9792271","-81.5471824"
"28646","342","36.0733309","-81.8470925"
"28647","89","35.9380838","-81.9729931"
"28649","993","36.333842","-81.2094583"
"28650","11883","35.5718144","-81.1506136"
"28651","7132","36.3062145","-81.3087831"
"28652","46","36.1000316","-81.9871702"
"28654","3495","36.0581642","-81.1592839"
"28655","54996","35.7579314","-81.7413561"
"28657","9488","36.0264713","-81.9433521"
"28658","27022","35.6376189","-81.2358434"
"28659","21134","36.214847","-81.1447824"
"28660","2249","35.9686146","-80.856248"
"28662","140","36.0215162","-81.8991213"
"28663","614","36.5320301","-81.3094085"
"28665","2571","36.2098344","-81.3754737"
"28666","368","35.7252641","-81.4706554"
"28667","559","35.7714527","-81.4261542"
"28668","300","36.4070545","-80.9904852"
"28669","3146","36.2235245","-80.9930903"
"28670","2719","36.1940173","-80.9147661"
"28671","597","35.7526697","-81.5278976"
"28672","35","36.4835655","-81.3313425"
"28673","5919","35.6192852","-80.9948897"
"28675","6621","36.5027095","-81.1372223"
"28676","3483","36.3318944","-80.8549102"
"28677","32940","35.7367324","-80.9229893"
"28678","5226","35.8228825","-81.0595958"
"28679","2064","36.2612775","-81.8283103"
"28681","25910","35.9223496","-81.2241123"
"28682","1129","35.5882545","-80.9651531"
"28683","1697","36.3904892","-80.9110854"
"28684","2141","36.3361226","-81.6085219"
"28685","2076","36.3607918","-81.0598319"
"28689","1712","36.0365554","-80.9408956"
"28690","9295","35.7327371","-81.5742294"
"28692","4067","36.267524","-81.8084947"
"28693","1700","36.473863","-81.5646607"
"28694","7744","36.3674558","-81.4558768"
"28697","12930","36.134008","-81.1657208"
"28698","2256","36.340894","-81.7362449"
"28701","3635","35.7052543","-82.6400988"
"28702","366","35.4063905","-83.6053647"
"28704","18821","35.4571515","-82.5795418"
"28705","6715","36.0335436","-82.1567276"
"28707","94","35.3973296","-83.0658716"
"28708","754","35.2713157","-82.8626203"
"28709","2225","35.7717142","-82.3814159"
"28711","13209","35.6042021","-82.2936737"
"28712","19347","35.1727135","-82.771532"
"28713","8686","35.369463","-83.4998535"
"28714","16753","35.8895036","-82.3039804"
"28715","24582","35.5119658","-82.7117015"
"28716","17477","35.4393189","-82.8479595"
"28717","1729","35.049341","-83.0933982"
"28718","553","35.1611425","-82.6335466"
"28719","8048","35.5178837","-83.3341582"
"28720","114","35.4507539","-82.2536542"
"28721","10063","35.6626775","-82.9584914"
"28722","6371","35.2084616","-82.0610118"
"28723","11329","35.3142071","-83.0261283"
"28725","43","35.366645","-83.2550816"
"28726","3203","35.2811575","-82.4174763"
"28729","2894","35.3205031","-82.600376"
"28730","9133","35.5174136","-82.3780299"
"28731","7778","35.2880357","-82.3946694"
"28732","16491","35.4525647","-82.4457841"
"28733","21","35.4291023","-83.815701"
"28734","27040","35.1892014","-83.4120486"
"28735","256","35.4759003","-82.3504774"
"28736","787","35.1756314","-83.0865196"
"28739","19786","35.2604676","-82.5530677"
"28740","1364","36.0912661","-82.2729213"
"28741","3197","35.0598688","-83.2141618"
"28742","2710","35.3826902","-82.6510277"
"28743","2125","35.8003589","-82.8811436"
"28745","551","35.5252818","-82.9720465"
"28746","2388","35.4613644","-82.1680774"
"28747","2198","35.1551829","-82.922658"
"28748","11334","35.6495637","-82.7577165"
"28749","50","35.8407225","-82.0985585"
"28751","2916","35.5050213","-83.120685"
"28752","30600","35.7105647","-82.0358925"
"28753","11670","35.8640801","-82.7127309"
"28754","7679","35.875581","-82.5156807"
"28756","4504","35.3519237","-82.1862679"
"28757","280","35.6497463","-82.308567"
"28759","6922","35.3814618","-82.5885619"
"28761","7816","35.6853297","-81.9105403"
"28762","6857","35.6267904","-82.231583"
"28763","2725","35.0285506","-83.4667631"
"28766","1262","35.2510405","-82.619825"
"28768","6813","35.325842","-82.7077208"
"28771","8558","35.3470204","-83.8428143"
"28772","1239","35.1169659","-82.8272169"
"28773","3378","35.2654287","-82.3097084"
"28774","1013","35.0935306","-82.9950609"
"28775","296","35.0214142","-83.3228699"
"28777","10638","35.9044379","-82.0685233"
"28778","10381","35.6291212","-82.4051959"
"28779","16111","35.3551784","-83.2114525"
"28781","939","35.2248178","-83.6356072"
"28782","6584","35.2339601","-82.147409"
"28783","1593","35.2621447","-83.0104121"
"28785","7338","35.6533075","-83.1397695"
"28786","20714","35.462062","-82.989025"
"28787","19718","35.7412878","-82.5154903"
"28789","5097","35.4070569","-83.3167767"
"28790","3205","35.2146318","-82.5143294"
"28791","14171","35.3561094","-82.5081996"
"28792","32689","35.3833216","-82.3692015"
"28801","15019","35.5943484","-82.5579169"
"28803","28693","35.5317071","-82.5230174"
"28804","20507","35.6478386","-82.5643708"
"28805","17620","35.6251608","-82.484588"
"28806","38550","35.5719711","-82.6147292"
"28901","5354","35.1980791","-83.8103486"
"28902","1373","35.022285","-83.9591712"
"28904","8533","35.0683965","-83.7334644"
"28905","3129","35.1639462","-83.9400874"
"28906","18475","35.1001365","-84.1385939"
"28909","1030","35.001661","-83.9047729"
"29001","2148","33.786644","-80.1740651"
"29003","6989","33.241221","-81.0238151"
"29006","9565","33.8691012","-81.5510777"
"29009","2440","34.4553003","-80.3761539"
"29010","13491","34.223328","-80.2727215"
"29014","1891","34.5233815","-81.1145128"
"29015","1738","34.4374422","-81.3301255"
"29016","16393","34.2025125","-80.9969994"
"29018","3749","33.348797","-80.639176"
"29020","22463","34.3166488","-80.5815897"
"29030","1967","33.576312","-80.6475725"
"29031","1349","34.5480962","-81.4926087"
"29032","4424","34.345114","-80.4450248"
"29033","11603","33.953426","-81.057439"
"29036","19140","34.1340036","-81.3399136"
"29037","824","34.1899372","-81.8676933"
"29038","2445","33.3726433","-80.9815061"
"29039","4215","33.4224204","-80.9150213"
"29040","8767","34.0687946","-80.4404783"
"29042","5868","33.2976714","-81.1586981"
"29044","5652","33.9365264","-80.69235"
"29045","21871","34.185012","-80.8063145"
"29046","237","34.102331","-80.1536333"
"29047","3683","33.5327155","-80.585847"
"29048","4864","33.390561","-80.2952844"
"29051","951","33.8616258","-80.1278284"
"29052","2021","33.7983974","-80.7411257"
"29053","18830","33.8274972","-81.0909832"
"29054","9612","33.9419531","-81.3830815"
"29055","4337","34.5742442","-80.914866"
"29056","2448","33.6086707","-80.005756"
"29058","4746","34.5550445","-80.7424365"
"29059","6068","33.33003","-80.4185079"
"29061","13717","33.8974933","-80.8506042"
"29062","176","34.0042858","-80.6055213"
"29063","32717","34.1421312","-81.2061836"
"29065","677","34.2851395","-81.2965827"
"29067","10949","34.5441658","-80.5370944"
"29069","5020","34.1798483","-80.0947289"
"29070","15330","33.9161163","-81.4530571"
"29072","49566","34.0017785","-81.2724095"
"29073","40775","33.8921842","-81.2357742"
"29074","241","34.4416445","-80.8181502"
"29075","2963","34.2181342","-81.2990712"
"29078","15293","34.1851496","-80.7063361"
"29079","151","34.2865169","-80.1137171"
"29080","3240","34.012164","-80.0855766"
"29081","1352","33.0890799","-81.0473735"
"29082","572","33.0382148","-80.9391413"
"29101","3023","34.4602455","-80.2478582"
"29102","18248","33.641983","-80.1884809"
"29104","1531","34.0010257","-80.213437"
"29105","1514","33.8073969","-81.5936399"
"29107","3166","33.529824","-81.1243307"
"29108","20469","34.3055238","-81.6273418"
"29111","1632","33.7890385","-80.0063686"
"29112","4712","33.6264351","-81.0799544"
"29113","1618","33.4324231","-81.1353338"
"29114","2190","33.9560365","-79.9326704"
"29115","31128","33.4773545","-80.8490996"
"29117","1160","33.4982597","-80.8488264"
"29118","15861","33.56755","-80.8856835"
"29122","54","34.2387597","-81.3282352"
"29123","7617","33.7646517","-81.2714508"
"29125","3072","33.7006123","-80.4625644"
"29126","2267","34.3289331","-81.4194816"
"29127","8333","34.1532516","-81.5124627"
"29128","5866","34.0957481","-80.5263055"
"29129","3164","33.7818763","-81.6768124"
"29130","6655","34.3316076","-80.8804123"
"29133","1044","33.3589111","-80.8031266"
"29135","8919","33.6921807","-80.7871313"
"29137","2539","33.5956317","-81.3213823"
"29138","10883","34.0423919","-81.7761515"
"29142","4890","33.4634775","-80.5245226"
"29145","837","34.2287194","-81.7662014"
"29146","1767","33.5082492","-81.2954117"
"29147","0","34.0917739","-80.9664832"
"29148","6230","33.5341983","-80.337458"
"29150","40031","33.8742919","-80.3539883"
"29152","2393","33.9722989","-80.4658058"
"29153","15633","33.9592493","-80.3083785"
"29154","28135","33.8792605","-80.4404176"
"29160","8255","33.7468885","-81.0355159"
"29161","11383","34.1047034","-79.943496"
"29162","4122","33.8858888","-80.0140194"
"29163","1975","33.429587","-80.439904"
"29164","4690","33.6621679","-81.4164712"
"29166","904","33.9018041","-81.7057397"
"29168","3582","33.8493185","-80.5522971"
"29169","22845","33.9975265","-81.0974055"
"29170","19988","33.937674","-81.1472028"
"29172","9293","33.912417","-81.0769783"
"29175","378","34.4438489","-80.5983559"
"29178","3377","34.492522","-81.6049744"
"29180","14267","34.3664652","-81.0936844"
"29201","20594","33.9824842","-81.0280982"
"29202","135","33.9935546","-81.0310095"
"29203","39843","34.1017225","-81.042085"
"29204","19952","34.029148","-81.0025264"
"29205","24822","33.9900572","-80.9972506"
"29206","17788","34.026415","-80.9589945"
"29207","11592","34.0424469","-80.8459861"
"29208","695","33.998133","-81.0281523"
"29209","33324","33.9267508","-80.9503637"
"29210","40356","34.0461616","-81.1065797"
"29212","28798","34.0762317","-81.1987518"
"29223","50141","34.0926336","-80.919271"
"29225","1228","33.9961773","-81.025028"
"29229","44229","34.1395258","-80.8882088"
"29301","31051","34.9340282","-82.0106966"
"29302","16571","34.8844462","-81.8436031"
"29303","25058","34.9957817","-81.9610564"
"29306","15861","34.8926617","-81.9215758"
"29307","18751","34.982716","-81.8315546"
"29316","22281","35.0430448","-81.9751069"
"29320","530","34.9584005","-81.993676"
"29321","2596","34.7146624","-81.7410649"
"29322","8781","35.1210412","-82.132234"
"29323","14446","35.1263413","-81.907463"
"29324","167","34.9836864","-81.8266347"
"29325","15222","34.4720204","-81.8417507"
"29329","278","34.9940563","-81.8358839"
"29330","8401","35.0526129","-81.8041415"
"29331","142","34.6518357","-81.8440849"
"29332","2435","34.2787597","-81.9703674"
"29333","374","34.9712047","-81.9102083"
"29334","11331","34.9055515","-82.1244143"
"29335","5654","34.64669","-81.9044554"
"29338","85","35.1355133","-82.0015977"
"29340","20763","34.9720327","-81.5857213"
"29341","19330","35.1136756","-81.7145222"
"29346","307","34.9450779","-81.8363731"
"29349","30129","35.0693203","-82.0710052"
"29351","1563","34.421034","-81.8080447"
"29353","4174","34.8307427","-81.6486054"
"29355","810","34.2895705","-81.8264182"
"29356","8074","35.1420737","-82.2808308"
"29360","20977","34.4986344","-82.0506265"
"29364","592","34.7624796","-81.4706691"
"29365","10146","34.9809879","-82.1718514"
"29368","68","35.0815788","-81.8634114"
"29369","13044","34.8656198","-82.0194635"
"29370","1045","34.3738053","-81.9633615"
"29372","4507","34.9017467","-81.7112727"
"29373","297","34.924954","-81.746754"
"29374","3534","34.7845494","-81.8534723"
"29375","95","34.8613018","-82.1138038"
"29376","6909","34.8113817","-81.9442191"
"29377","761","34.9306337","-82.0950609"
"29378","207","34.9669069","-81.9685391"
"29379","19186","34.6824379","-81.6087052"
"29384","3945","34.3433678","-82.0900617"
"29385","7221","34.9729626","-82.1014165"
"29388","14470","34.7643147","-82.0446329"
"29401","10895","32.77718","-79.9320004"
"29403","20818","32.8058998","-79.9431804"
"29404","1348","32.8989988","-80.0497394"
"29405","26328","32.8562518","-79.9819942"
"29406","29314","32.9377401","-80.0354027"
"29407","34827","32.7989296","-79.9978035"
"29409","2100","32.7960876","-79.9604929"
"29410","17816","32.9326576","-80.0027505"
"29412","35850","32.7126465","-79.9478814"
"29414","31883","32.8399636","-80.0891795"
"29418","23540","32.9096479","-80.0947646"
"29420","21834","32.9317625","-80.1007216"
"29423","956","32.9787596","-80.0712051"
"29424","389","32.7836367","-79.9373654"
"29426","1741","32.7971924","-80.3706381"
"29429","2737","32.9706678","-79.6582004"
"29431","6071","33.2732231","-79.881631"
"29432","2853","33.2314498","-80.8088331"
"29434","537","33.1408882","-79.8437254"
"29435","4122","32.9729724","-80.4664449"
"29436","4471","33.315358","-80.1872502"
"29437","2380","33.1399944","-80.4317565"
"29438","2408","32.5647082","-80.3223904"
"29439","2399","32.6547866","-79.9518568"
"29440","28469","33.3811102","-79.3297599"
"29445","53588","32.9992947","-79.9672976"
"29446","1138","32.6306675","-80.5515098"
"29448","2356","33.2580642","-80.4526954"
"29449","7749","32.7003689","-80.2870565"
"29450","3105","33.0659355","-79.7841974"
"29451","4205","32.8226108","-79.7545813"
"29452","394","32.6779515","-80.4614682"
"29453","1252","33.225592","-79.6427815"
"29455","20478","32.6247184","-80.040587"
"29456","27864","32.9858773","-80.1154398"
"29458","2713","33.0931412","-79.4614877"
"29461","30141","33.1598341","-80.0064612"
"29464","43649","32.8166993","-79.8582223"
"29466","28725","32.8777584","-79.7920128"
"29468","2107","33.4218152","-80.0581675"
"29469","855","33.2578632","-80.0563702"
"29470","4232","32.8269485","-80.2536756"
"29471","1537","33.1926747","-80.6704168"
"29472","9416","33.0443113","-80.3268227"
"29474","2176","32.8842584","-80.5238376"
"29475","2874","32.9572638","-80.8064802"
"29477","6789","33.1631353","-80.5649337"
"29479","7337","33.3790018","-79.8883169"
"29481","1841","33.1085293","-80.800481"
"29482","1791","32.7645018","-79.8549873"
"29483","66731","33.0513841","-80.1885397"
"29485","45057","32.9485187","-80.1905854"
"29487","2725","32.6576817","-80.1839478"
"29488","22220","32.9067633","-80.6728361"
"29492","10262","32.9038016","-79.9111628"
"29493","117","33.0341432","-80.8428438"
"29501","43220","34.2059327","-79.8262599"
"29505","24279","34.1300663","-79.6888932"
"29506","20960","34.213891","-79.6461919"
"29510","11060","33.4543125","-79.6131213"
"29511","5146","33.9757318","-79.1227159"
"29512","19514","34.6188732","-79.7182173"
"29516","829","34.4374539","-79.6346402"
"29518","1232","33.7886078","-79.8479752"
"29519","285","34.0186639","-79.3598096"
"29520","14617","34.6794863","-79.9272923"
"29525","2029","34.5525812","-79.5406873"
"29526","39033","33.8539031","-78.9644756"
"29527","22027","33.7851952","-79.145938"
"29530","2915","33.9960545","-79.7400748"
"29532","20871","34.2803309","-79.8693362"
"29536","17722","34.4195023","-79.3730478"
"29540","5599","34.3774188","-79.846171"
"29541","9465","34.064949","-79.7407503"
"29543","606","34.2876044","-79.2659295"
"29544","4909","33.9260984","-79.2555827"
"29545","1657","34.16366","-78.9664772"
"29546","2834","33.8823565","-79.3518205"
"29547","2917","34.4962873","-79.3348288"
"29550","32284","34.399975","-80.0828058"
"29554","9332","33.70405","-79.3815978"
"29555","6440","33.8416271","-79.4663967"
"29556","12870","33.6680972","-79.7627065"
"29560","13664","33.8304033","-79.7445804"
"29563","2676","34.3533659","-79.2086734"
"29564","985","33.4493855","-79.8484084"
"29565","7127","34.3580523","-79.4992889"
"29566","15179","33.8734017","-78.6669574"
"29567","564","34.5589248","-79.4296075"
"29568","12224","33.9135604","-78.7502838"
"29569","15951","34.0368395","-78.9169715"
"29570","3913","34.6673757","-79.5643216"
"29571","15622","34.135045","-79.4250361"
"29572","7893","33.77156","-78.7847445"
"29574","11909","34.165504","-79.2606809"
"29575","15512","33.6292254","-78.9703386"
"29576","24446","33.56247","-79.0563292"
"29577","26996","33.6987844","-78.9028685"
"29579","32180","33.7532147","-78.9168988"
"29580","1450","33.6531008","-79.5519747"
"29581","4650","34.1992754","-79.1130152"
"29582","14622","33.8385294","-78.6605513"
"29583","5438","33.9778511","-79.5710767"
"29584","2563","34.5833129","-80.0657678"
"29585","13606","33.5200969","-79.1358034"
"29588","36499","33.6711366","-79.0242698"
"29590","3677","33.56892","-79.8486962"
