"","population","latitude","longitude"
"60459","28929","41.7444313","-87.7685773"
"60460","1522","40.9984785","-88.5367136"
"60461","4836","41.5221155","-87.700733"
"60462","38723","41.6253067","-87.8329301"
"60463","14671","41.6624464","-87.7899693"
"60464","9620","41.6628404","-87.8607559"
"60465","17495","41.698023","-87.8291432"
"60466","22115","41.4778163","-87.6831878"
"60467","26046","41.6016208","-87.8890958"
"60468","6116","41.335283","-87.8102906"
"60469","5930","41.6283587","-87.6870366"
"60470","616","41.1689699","-88.6410258"
"60471","14101","41.4789709","-87.7340591"
"60472","5390","41.6430745","-87.7080819"
"60473","22439","41.5973794","-87.5991498"
"60474","760","41.1800254","-88.2663684"
"60475","9870","41.4725398","-87.6275078"
"60476","2391","41.5694817","-87.6017066"
"60477","38161","41.5721428","-87.7892498"
"60478","16833","41.5634529","-87.7254095"
"60479","760","41.2323836","-88.5263962"
"60480","5246","41.7292442","-87.8813098"
"60481","11851","41.2852274","-88.1142985"
"60482","11063","41.6878431","-87.7899455"
"60484","6829","41.4436154","-87.7083544"
"60487","26928","41.5627296","-87.8344163"
"60490","20463","41.6693203","-88.145399"
"60491","22743","41.6025487","-87.9628865"
"60501","11626","41.7802041","-87.8234625"
"60502","21873","41.7906513","-88.2597375"
"60503","16717","41.7121266","-88.2551801"
"60504","37919","41.747452","-88.2386218"
"60505","76573","41.7645269","-88.2946577"
"60506","53013","41.7653852","-88.3622272"
"60510","28897","41.8411409","-88.3066021"
"60511","1793","41.7589926","-88.5519928"
"60512","1111","41.7015782","-88.4398048"
"60513","19047","41.8250594","-87.8475457"
"60514","9708","41.795689","-87.9621554"
"60515","27503","41.8105542","-88.0227959"
"60516","29084","41.7613023","-88.0133945"
"60517","32038","41.7403285","-88.0421488"
"60518","3580","41.5988642","-88.9197063"
"60519","88","41.7778209","-88.24261"
"60520","2886","41.7872669","-88.6675478"
"60521","17597","41.8006826","-87.9281725"
"60523","9890","41.8366099","-87.9534717"
"60525","31168","41.7844299","-87.8689525"
"60526","13576","41.8317936","-87.8739949"
"60527","27486","41.7426235","-87.9323598"
"60530","649","41.7969091","-88.95298"
"60531","1902","41.6173224","-88.7796404"
"60532","27066","41.7894426","-88.0839844"
"60534","10649","41.8132413","-87.8218895"
"60536","126","41.5975423","-88.5499568"
"60537","665","41.5605161","-88.6042243"
"60538","26619","41.726871","-88.3381953"
"60539","341","41.8272403","-88.3362089"
"60540","42910","41.7646702","-88.1454278"
"60541","3148","41.5133569","-88.5324177"
"60542","17099","41.8096087","-88.352556"
"60543","36156","41.6641359","-88.3178179"
"60544","25959","41.6136367","-88.2187186"
"60545","12940","41.6797607","-88.5329946"
"60546","15668","41.8379227","-87.8218595"
"60548","12218","41.6491486","-88.6381313"
"60549","643","41.5025373","-88.7396346"
"60550","1440","41.7813861","-88.863296"
"60551","5062","41.5248256","-88.6876884"
"60552","4448","41.6668884","-88.7065072"
"60553","782","41.8270599","-89.0337281"
"60554","11796","41.7766836","-88.4570615"
"60555","13538","41.8221671","-88.1807734"
"60556","2007","41.7629182","-88.7711421"
"60557","155","41.4481016","-88.7600782"
"60558","12960","41.8056034","-87.9010393"
"60559","24852","41.7943709","-87.9728597"
"60560","22415","41.6082201","-88.4293462"
"60561","23115","41.7456625","-87.981494"
"60563","35922","41.7899958","-88.2044045"
"60564","41312","41.7074304","-88.1948199"
"60565","40524","41.7307292","-88.1243363"
"60585","22311","41.6570579","-88.2252426"
"60586","46251","41.5714051","-88.2377555"
"60601","11110","41.8853104","-87.6221295"
"60602","1204","41.8830726","-87.6291494"
"60603","493","41.8801879","-87.6255095"
"60604","570","41.8780953","-87.6284611"
"60605","24668","41.8675665","-87.6172276"
"60606","2308","41.8820664","-87.6373488"
"60607","23897","41.8749318","-87.6515958"
"60608","82739","41.8462226","-87.6723881"
"60609","64906","41.8126802","-87.6569347"
"60610","37726","41.9068436","-87.6319395"
"60611","28718","41.8956999","-87.6137752"
"60612","33472","41.8803197","-87.687749"
"60613","48281","41.9569485","-87.6542721"
"60614","66617","41.9227137","-87.6495775"
"60615","40603","41.8016473","-87.5962879"
"60616","48433","41.8448829","-87.6240323"
"60617","84155","41.7181971","-87.5527389"
"60618","92084","41.9469615","-87.7025478"
"60619","63825","41.74369","-87.6055258"
"60620","72216","41.7404975","-87.6525582"
"60621","35912","41.7763822","-87.6395709"
"60622","52548","41.902172","-87.6833374"
"60623","92108","41.8488968","-87.7176611"
"60624","38105","41.8805038","-87.7244439"
"60625","78651","41.9732923","-87.7003511"
"60626","50139","42.0100191","-87.6670946"
"60628","72202","41.6908749","-87.615773"
"60629","113916","41.7758678","-87.7114956"
"60630","54093","41.9720714","-87.7565695"
"60631","28641","41.9948546","-87.8130034"
"60632","91326","41.8101664","-87.7132518"
"60633","12927","41.6638088","-87.5614698"
"60634","74298","41.9461885","-87.8061174"
"60636","40916","41.7757392","-87.669064"
"60637","49503","41.7816213","-87.5998763"
"60638","55026","41.7814424","-87.7705341"
"60639","90407","41.9205531","-87.7560557"
"60640","65790","41.9728721","-87.6626039"
"60641","71663","41.9466055","-87.7467867"
"60642","18480","41.9020418","-87.6585438"
"60643","49952","41.7002727","-87.6632674"
"60644","48648","41.8800843","-87.7563733"
"60645","45274","42.0085584","-87.6947354"
"60646","27177","41.9930192","-87.7596273"
"60647","87291","41.921215","-87.7010284"
"60649","46650","41.7634204","-87.5658787"
"60651","64267","41.9020954","-87.7408505"
"60652","40959","41.7479398","-87.7148066"
"60653","29908","41.8199617","-87.6059842"
"60654","14875","41.8922891","-87.6372711"
"60655","28550","41.6947815","-87.7037791"
"60656","27613","41.9742801","-87.8271313"
"60657","65996","41.9402931","-87.6468569"
"60659","38104","41.9914885","-87.7039859"
"60660","42752","41.9911098","-87.6630763"
"60661","7792","41.8830256","-87.6440977"
"60706","23134","41.9642573","-87.8162416"
"60707","42920","41.9218538","-87.8072816"
"60712","12590","42.0054319","-87.7332386"
"60714","29931","42.0280552","-87.81096"
"60803","22285","41.673552","-87.7359583"
"60804","84573","41.8380357","-87.7598698"
"60805","19852","41.7220053","-87.7024421"
"60827","27946","41.649434","-87.6335719"
"60901","37157","41.1095052","-87.8979165"
"60910","538","41.0805457","-87.80953"
"60911","1372","40.8802426","-87.9765839"
"60912","599","40.9736195","-87.6034756"
"60913","1617","41.1469849","-88.0617785"
"60914","29107","41.1873677","-87.8618019"
"60915","10774","41.1463035","-87.8610459"
"60917","574","41.0474932","-88.186315"
"60918","898","40.5949705","-88.0256704"
"60919","558","40.9878754","-88.2375183"
"60920","178","41.0292573","-88.3049699"
"60921","1519","40.7314556","-88.2970176"
"60922","2459","41.0032264","-87.9171875"
"60924","1635","40.5510091","-87.8865237"
"60926","67","40.5663505","-87.8236568"
"60927","2404","40.9384894","-87.9727764"
"60928","709","40.7416605","-87.8490111"
"60929","730","40.8749741","-88.2891633"
"60930","918","40.829913","-88.0025736"
"60931","615","40.8893274","-87.5881413"
"60932","78","40.463312","-87.8055606"
"60933","302","40.4647284","-88.2719116"
"60934","273","40.9580609","-88.3530469"
"60935","1064","41.1704472","-88.1758607"
"60936","4321","40.4678493","-88.3519975"
"60938","2131","40.7730281","-87.9882605"
"60940","3369","41.2497766","-87.6428578"
"60941","2039","41.0419877","-88.0820839"
"60942","6181","40.4653802","-87.6613769"
"60945","153","40.8281888","-87.5842131"
"60946","426","40.9165055","-88.2028973"
"60948","1533","40.5250386","-88.0810612"
"60949","636","40.3783375","-88.1051513"
"60950","12168","41.2527841","-87.8845925"
"60951","961","40.9146022","-87.7551273"
"60952","684","40.5627947","-88.2503657"
"60953","2469","40.6295765","-87.6886406"
"60954","6104","41.1477084","-87.6225161"
"60955","1901","40.699506","-87.9692611"
"60957","5615","40.4431827","-88.1358904"
"60958","2135","41.0648327","-87.5913592"
"60959","1082","40.789695","-88.1819964"
"60960","1064","40.4389575","-87.8907232"
"60961","700","41.1095667","-88.2215039"
"60962","524","40.6261212","-88.1871364"
"60963","1807","40.3666786","-87.6484214"
"60964","4968","41.0388159","-87.7442032"
"60966","1526","40.7515033","-87.5832234"
"60968","433","40.6723523","-88.1195379"
"60969","65","41.1109752","-88.1497367"
"60970","7190","40.7949422","-87.7347264"
"60973","385","40.5416848","-87.6631462"
"60974","283","40.7190128","-87.7338471"
"61001","1179","42.4658156","-90.1102318"
"61006","1759","41.8617434","-89.2021034"
"61007","534","42.1977551","-89.5895048"
"61008","34311","42.2459193","-88.8411298"
"61010","8032","42.1349912","-89.2663538"
"61011","2945","42.3925257","-88.8979038"
"61012","2175","42.401445","-88.7645578"
"61013","528","42.3721233","-89.639278"
"61014","1173","41.9746872","-89.8844467"
"61015","946","41.996752","-89.1970767"
"61016","4837","42.1972974","-88.9477234"
"61018","1080","42.415263","-89.5552218"
"61019","3550","42.4395122","-89.4100466"
"61020","3108","42.110183","-89.0982067"
"61021","23745","41.8273921","-89.479188"
"61024","2620","42.4364152","-89.2971136"
"61025","4867","42.4709017","-90.5562602"
"61027","52","42.3309088","-89.7572785"
"61028","1989","42.2984652","-90.1758811"
"61030","2205","42.119648","-89.5916239"
"61031","1656","41.8320706","-89.3115876"
"61032","31651","42.3180035","-89.636784"
"61036","6821","42.4136142","-90.3770974"
"61037","140","41.7893309","-89.7602935"
"61038","1354","42.2658177","-88.7379642"
"61039","802","42.2088678","-89.467558"
"61041","1327","42.2731564","-90.3112448"
"61042","527","41.6876256","-89.562791"
"61043","131","42.0564382","-89.1052411"
"61044","232","42.318779","-89.9150923"
"61046","2831","42.1043945","-89.8117393"
"61047","1711","42.1531523","-89.3959156"
"61048","4360","42.3826372","-89.8412309"
"61049","585","42.0496259","-89.0089136"
"61050","376","42.4402882","-89.7341426"
"61051","1574","41.9827807","-89.754875"
"61052","1148","42.1113719","-88.9995555"
"61053","2852","42.1207609","-89.983427"
"61054","3973","42.0549739","-89.4494487"
"61057","168","41.8291999","-89.3820464"
"61059","141","42.4531486","-89.9402004"
"61060","1432","42.4781611","-89.6219089"
"61061","7009","41.9979174","-89.3416563"
"61062","1983","42.2506347","-89.8357495"
"61063","4132","42.3194931","-89.3406583"
"61064","3868","41.9878518","-89.5823376"
"61065","11156","42.400588","-88.8369517"
"61067","811","42.3050462","-89.4789276"
"61068","14858","41.9458167","-89.0600126"
"61070","1130","42.4168175","-89.4730739"
"61071","14381","41.7246734","-89.6988673"
"61072","11797","42.4423525","-89.1384897"
"61073","20052","42.4237165","-88.9938485"
"61074","4431","42.1258184","-90.1203207"
"61075","958","42.4644495","-90.2589412"
"61077","73","42.2381375","-89.357813"
"61078","1374","42.1659214","-89.7290055"
"61079","188","42.4372448","-89.2162083"
"61080","10599","42.4820643","-88.9880252"
"61081","21934","41.8438472","-89.7352945"
"61084","3175","42.1240218","-89.1856521"
"61085","3443","42.3418096","-90.0321872"
"61087","1670","42.4802166","-89.9926309"
"61088","6020","42.2681168","-89.2626917"
"61089","867","42.4734241","-89.8193251"
"61091","63","41.9068779","-89.52769"
"61101","21593","42.3460792","-89.1460866"
"61102","20538","42.228769","-89.1625237"
"61103","24578","42.3402612","-89.0864924"
"61104","19269","42.2517203","-89.0799449"
"61107","30439","42.2852897","-89.0016921"
"61108","28550","42.257371","-89.0021288"
"61109","28333","42.1913044","-89.0557558"
"61111","23492","42.3355027","-89.0027446"
"61112","86","42.2419809","-88.9751841"
"61114","15776","42.3066053","-88.990894"
"61115","23180","42.364306","-89.0274667"
"61201","39116","41.477559","-90.5756277"
"61230","1232","41.7340871","-90.2131316"
"61231","5627","41.211487","-90.7182192"
"61232","1284","41.430737","-90.7324377"
"61234","1258","41.4179631","-89.9143394"
"61235","1391","41.4012938","-90.023559"
"61236","193","41.5159555","-90.367807"
"61238","3247","41.2824832","-90.172661"
"61239","1219","41.4805724","-90.3832459"
"61240","5870","41.4211577","-90.4286075"
"61241","7124","41.4885879","-90.3211579"
"61242","1145","41.7080087","-90.2851476"
"61243","264","41.6187711","-89.6829438"
"61244","24053","41.5225594","-90.3908224"
"61250","2737","41.655926","-90.1124194"
"61251","347","41.7305949","-90.075699"
"61252","5436","41.8369098","-90.1253727"
"61254","11414","41.4671958","-90.1498096"
"61256","1822","41.5478326","-90.4074926"
"61257","1210","41.5933579","-90.2218452"
"61258","204","41.5215636","-89.91401"
"61259","1276","41.392567","-90.954365"
"61260","856","41.2459736","-90.8805214"
"61261","975","41.7262853","-89.9154601"
"61262","1188","41.2760686","-90.348286"
"61263","530","41.2588468","-90.6047297"
"61264","10548","41.40222","-90.5948586"
"61265","45099","41.4823868","-90.493492"
"61270","7306","41.8265977","-89.9634508"
"61272","1504","41.2536079","-91.004598"
"61273","3316","41.3629011","-90.3988807"
"61274","351","41.3685728","-90.2769737"
"61275","4347","41.6055747","-90.3070477"
"61276","138","41.3040771","-90.5899156"
"61277","3355","41.6135825","-89.9305782"
"61278","412","41.582025","-90.3367319"
"61279","1061","41.3205283","-90.7267956"
"61281","2597","41.2997804","-90.5201442"
"61282","7809","41.4955538","-90.4129889"
"61283","1640","41.5918586","-89.7865632"
"61284","2292","41.3942122","-90.7517969"
"61285","1631","41.9857757","-90.0583204"
"61301","10588","41.4010955","-89.082214"
"61310","3970","41.7013661","-89.3568226"
"61311","232","41.0376921","-88.8600158"
"61312","474","41.4363546","-89.2349047"
"61313","282","41.0736943","-88.6686711"
"61314","807","41.2964809","-89.6784951"
"61315","322","41.2878039","-89.3645174"
"61316","282","41.259082","-89.1249874"
"61317","513","41.4314537","-89.2089159"
"61318","700","41.7112849","-89.0782707"
"61319","1293","41.0184159","-88.7423176"
"61320","710","41.3546798","-89.1704561"
"61321","282","40.9692763","-88.9731473"
"61322","1647","41.3141315","-89.3175903"
"61323","111","41.4330589","-89.3967891"
"61324","109","41.7699139","-89.4138916"
"61325","1073","41.2349534","-88.8096334"
"61326","2452","41.2459178","-89.2310344"
"61327","1235","41.2267105","-89.3114668"
"61328","42","41.4995439","-89.459257"
"61329","1303","41.375034","-89.1807388"
"61330","1483","41.5360682","-89.2670119"
"61331","55","41.7477029","-89.2775418"
"61332","134","41.1887689","-88.9887782"
"61333","381","40.9892447","-88.8881537"
"61334","741","41.1451134","-89.0984509"
"61335","532","41.1657483","-89.2183536"
"61336","628","41.1126059","-89.2319158"
"61337","478","41.4364125","-89.3284299"
"61338","284","41.4587371","-89.6761073"
"61340","292","41.2612496","-89.2501571"
"61341","8234","41.3520416","-88.6932814"
"61342","9216","41.5433426","-89.0842699"
"61344","374","41.4111539","-89.8396939"
"61345","846","41.2802455","-89.7943947"
"61346","75","41.5111904","-89.7184016"
"61348","4696","41.2857228","-89.0351973"
"61349","977","41.5448225","-89.4422993"
"61350","24246","41.3720477","-88.8651337"
"61353","1333","41.7043158","-88.9910526"
"61354","10870","41.3279278","-89.143248"
"61356","11281","41.3947899","-89.4338676"
"61358","478","40.9787242","-89.0440232"
"61359","312","41.3624523","-89.271459"
"61360","3393","41.3282181","-88.6005718"
"61361","1409","41.4130639","-89.756154"
"61362","5911","41.3587076","-89.2332202"
"61363","220","41.2541848","-89.1823392"
"61364","20133","41.1280777","-88.8415652"
"61367","864","41.6214123","-89.2594881"
"61368","1489","41.2646416","-89.5212963"
"61369","1711","40.9840457","-89.1550611"
"61370","1460","41.1997778","-89.0384775"
"61372","145","41.4648995","-89.0780182"
"61373","2031","41.4072275","-88.9959355"
"61374","119","41.5477122","-89.3587252"
"61375","1156","41.0338888","-89.2444539"
"61376","2280","41.5453468","-89.613262"
"61377","1457","41.0613815","-89.0340384"
"61378","512","41.7226712","-89.1554022"
"61379","1359","41.3907946","-89.6069804"
"61401","34788","40.9445592","-90.3852818"
"61410","3912","40.796475","-90.3960074"
"61411","378","40.4009816","-90.5021284"
"61412","1321","41.0783981","-90.5797146"
"61413","1075","41.1905971","-90.3689048"
"61414","854","41.1246798","-90.1557395"
"61415","1747","40.6563103","-90.4312704"
"61416","235","40.4993972","-90.562897"
"61417","259","40.7741736","-90.5383204"
"61418","673","40.8501737","-90.8625863"
"61419","128","41.1994607","-90.1174603"
"61420","1067","40.5477217","-90.8666397"
"61421","1392","41.1875389","-89.6479347"
"61422","3416","40.5513622","-90.5327611"
"61423","682","40.8862822","-90.5012042"
"61424","100","41.0767665","-89.6349938"
"61425","483","40.7592417","-91.04015"
"61426","107","41.1199967","-89.70698"
"61427","2329","40.5085208","-90.1838776"
"61428","986","40.9438287","-90.1071348"
"61430","828","40.9392306","-90.3112091"
"61431","371","40.6080094","-90.2764967"
"61432","676","40.6483854","-90.1531666"
"61433","74","40.5543746","-90.168989"
"61434","3312","41.1839812","-90.0385159"
"61435","116","40.9751478","-90.5449458"
"61436","951","40.8601493","-90.2231742"
"61437","818","40.8487907","-90.9877591"
"61438","760","40.582743","-90.6516538"
"61439","269","41.0284191","-90.3570588"
"61440","766","40.3055817","-90.5986263"
"61441","897","40.3385641","-90.2771871"
"61442","762","41.1088646","-90.9216839"
"61443","14214","41.2636709","-89.9448972"
"61447","924","40.8673122","-90.7533421"
"61448","3823","40.9336198","-90.2468133"
"61449","512","41.0915036","-89.9794631"
"61450","1742","40.5786367","-90.9791045"
"61451","393","40.938697","-89.939478"
"61452","293","40.2361905","-90.6606275"
"61453","781","41.0122025","-90.7641345"
"61454","725","40.6819296","-91.0398909"
"61455","22086","40.4398727","-90.6465049"
"61458","822","40.7822522","-90.1831389"
"61459","433","40.5102446","-90.4195645"
"61460","291","40.7166612","-90.829174"
"61462","11643","40.9232492","-90.644346"
"61465","1213","41.2106732","-90.4796673"
"61466","342","41.1100129","-90.479663"
"61467","1048","41.0763667","-90.240813"
"61468","104","41.2577452","-90.3877797"
"61469","2184","40.9559878","-90.9082355"
"61470","547","40.603863","-90.5048403"
"61471","140","40.6974802","-90.8348372"
"61472","648","41.102149","-90.3828666"
"61473","1667","40.7076874","-90.6404282"
"61474","292","40.7364556","-90.3804016"
"61475","205","40.5979239","-90.7534511"
"61476","407","41.0991457","-90.8339401"
"61477","631","40.495994","-90.3105521"
"61478","290","40.7578554","-90.7606452"
"61479","165","41.0047902","-89.6447678"
"61480","1324","40.7274211","-90.9133558"
"61482","650","40.3842385","-90.408345"
"61483","1961","41.0848299","-89.8813718"
"61484","825","40.2958159","-90.43579"
"61485","560","41.0212821","-90.1029122"
"61486","1552","41.1950164","-90.5778698"
"61488","1120","41.032239","-90.3183204"
"61489","900","40.9308575","-90.033162"
"61490","1091","41.185531","-90.2587119"
"61491","2197","41.0544643","-89.7307335"
"61501","1921","40.2283665","-90.3119148"
"61516","720","40.858083","-89.135201"
"61517","3259","40.8283664","-89.8448681"
"61519","233","40.4600699","-90.0889558"
"61520","17839","40.5390259","-90.0232208"
"61523","11204","40.9119295","-89.5377697"
"61524","262","40.4913213","-90.0347349"
"61525","9021","40.8484802","-89.6690775"
"61526","1088","40.9229008","-89.6199569"
"61528","2668","40.7789555","-89.7229609"
"61529","2880","40.7820179","-89.9376082"
"61530","6713","40.7143703","-89.260105"
"61531","3379","40.6825045","-90.0367942"
"61532","534","40.3394872","-89.8187894"
"61533","2427","40.5863741","-89.8424993"
"61534","1737","40.4144406","-89.666079"
"61535","1629","40.5787091","-89.5161023"
"61536","2919","40.6894254","-89.7937818"
"61537","2974","41.1192","-89.471462"
"61539","205","40.556403","-89.7620732"
"61540","2916","41.0145998","-89.3665971"
"61541","136","40.9803784","-89.2349523"
"61542","3794","40.3897288","-90.1302359"
"61543","151","40.4125122","-89.9745522"
"61544","713","40.6936477","-90.2357925"
"61545","646","40.8707099","-89.3534935"
"61546","4276","40.4483377","-89.8095888"
"61547","3779","40.5808322","-89.7209177"
"61548","12085","40.8083631","-89.4126991"
"61550","17721","40.6102494","-89.4418542"
"61552","239","40.8176318","-89.5656553"
"61553","213","40.6259315","-90.032265"
"61554","43810","40.5393432","-89.6183205"
"61559","3332","40.9190178","-89.7792028"
"61560","754","41.187262","-89.4197898"
"61561","2788","40.8030355","-89.2008949"
"61562","46","40.8803952","-89.5015424"
"61563","526","40.4920235","-90.0542158"
"61564","1077","40.493466","-89.6534941"
"61565","1504","41.0387144","-89.5050358"
"61567","624","40.3581388","-89.8965663"
"61568","4459","40.5116274","-89.4822202"
"61569","1220","40.6832318","-89.9006189"
"61570","1879","40.9210721","-89.3257327"
"61571","23744","40.7041458","-89.4178889"
"61572","1068","40.8031698","-90.0444715"
"61602","1055","40.6745682","-89.6085871"
"61603","17600","40.7128819","-89.5767216"
"61604","31647","40.705729","-89.6536239"
"61605","16303","40.6765407","-89.6333458"
"61606","8051","40.6998067","-89.6115143"
"61607","10941","40.6271347","-89.6851322"
"61610","5476","40.6421159","-89.5995603"
"61611","25268","40.7132361","-89.5358155"
"61614","27628","40.7591363","-89.6041228"
"61615","22432","40.7378927","-89.6867809"
"61616","6116","40.7467263","-89.5716412"
"61625","385","40.6976177","-89.6126987"
"61701","36105","40.4767706","-88.9929947"
"61704","35981","40.4711274","-88.9445383"
"61705","12263","40.4135751","-88.8970981"
"61720","236","40.5546702","-88.5144678"
"61721","613","40.3507573","-89.3234831"
"61722","549","40.418661","-88.6323703"
"61723","2321","40.2646636","-89.2765419"
"61724","536","40.3295081","-88.530877"
"61725","1547","40.6104461","-89.1227174"
"61726","2544","40.7383946","-88.6923152"
"61727","10015","40.1424191","-88.9611601"
"61728","1410","40.571735","-88.6273357"
"61729","1073","40.6286473","-89.2212894"
"61730","379","40.5324863","-88.7294126"
"61731","280","40.6139474","-88.4855246"
"61732","2096","40.5295272","-89.2085905"
"61733","1124","40.618858","-89.3368985"
"61734","2867","40.3759948","-89.5126079"
"61735","420","40.2006385","-88.8147983"
"61736","1808","40.4023095","-88.8405614"
"61737","516","40.4645157","-88.7452954"
"61738","4212","40.7449836","-89.0299862"
"61739","4897","40.7329419","-88.5207245"
"61740","1634","40.8842632","-88.8616342"
"61741","1746","40.7594347","-88.4042699"
"61742","1144","40.6355568","-89.2700486"
"61743","212","40.8756635","-88.7816787"
"61744","2031","40.7399706","-88.8871117"
"61745","4408","40.3261353","-88.9703538"
"61747","1560","40.4162194","-89.4354799"
"61748","2782","40.6194857","-88.9911551"
"61749","556","40.0928486","-89.1162216"
"61750","133","40.1235453","-88.8596499"
"61751","124","40.214556","-89.2992519"
"61752","4339","40.3396822","-88.7543015"
"61753","3012","40.6297245","-88.7880013"
"61754","1261","40.3337285","-89.1818302"
"61755","4669","40.5280216","-89.337173"
"61756","2337","40.0312423","-88.9734472"
"61759","1534","40.4373331","-89.3348953"
"61760","2544","40.8792426","-89.0217951"
"61761","52879","40.5290828","-88.9589368"
"61764","14460","40.8824424","-88.6281364"
"61769","619","40.882009","-88.3993639"
"61770","1108","40.4429664","-88.5252674"
"61771","860","40.7020159","-89.131374"
"61772","351","40.381256","-89.0659687"
"61773","477","40.5716199","-88.3834393"
"61774","962","40.4306775","-89.2039448"
"61775","307","40.6536964","-88.3759616"
"61776","1409","40.5665157","-88.8744903"
"61777","952","40.2440629","-88.9456629"
"61778","683","40.2328813","-89.0911707"
"61801","30937","40.1089659","-88.2110239"
"61802","19052","40.1314982","-88.1567696"
"61810","361","39.9161219","-87.9147906"
"61811","703","40.2927418","-87.6228479"
"61812","375","40.2266848","-87.9112175"
"61813","1971","39.9107496","-88.5657012"
"61814","1157","40.2306069","-87.5724711"
"61815","228","40.1107524","-88.3765472"
"61816","509","39.9228092","-88.0012163"
"61817","2583","40.0352751","-87.7162835"
"61818","1665","39.8867075","-88.7165048"
"61820","36964","40.1078904","-88.2442663"
"61821","30174","40.1096457","-88.2749032"
"61822","21608","40.136481","-88.305307"
"61830","478","40.0330783","-88.7165082"
"61831","157","40.2250902","-87.7920697"
"61832","37290","40.1362337","-87.6364661"
"61833","2124","40.0997467","-87.6442201"
"61834","8454","40.1525459","-87.6732983"
"61839","586","40.1377167","-88.6291664"
"61840","709","40.2988731","-88.3002628"
"61841","1386","40.0205942","-87.8168712"
"61842","2984","40.238677","-88.6653946"
"61843","2363","40.3141616","-88.3751627"
"61844","970","40.14108","-87.8687986"
"61845","364","40.3736206","-88.3968137"
"61846","5101","39.9772517","-87.6075376"
"61847","1256","40.3193066","-88.0112347"
"61848","227","40.3080604","-87.7027714"
"61849","1842","40.0142263","-87.9673702"
"61850","671","39.9317336","-87.7397975"
"61851","436","39.9608195","-88.4347235"
"61852","261","39.9031522","-88.0757987"
"61853","13206","40.2149558","-88.421171"
"61854","1438","40.1998724","-88.5293281"
"61855","96","39.9221387","-88.660929"
"61856","7433","40.0266955","-88.5801028"
"61857","153","40.1165537","-87.8422799"
"61858","3124","40.1342579","-87.7618765"
"61859","1297","40.1504277","-87.9629048"
"61862","510","40.3060274","-87.9586058"
"61863","814","39.9052548","-88.2784716"
"61864","1715","39.9750645","-88.152723"
"61865","1391","40.3049246","-87.8024644"
"61866","14048","40.3125868","-88.1545487"
"61870","1327","39.8975493","-87.6183889"
"61871","284","40.1902223","-87.9680423"
"61872","760","39.9453764","-88.3781095"
"61873","6250","40.1338964","-88.0391224"
"61874","7114","40.045756","-88.2594435"
"61875","761","40.1034847","-88.4164201"
"61876","800","39.9027666","-87.8395288"
"61877","1627","39.9891919","-88.0816006"
"61878","1433","40.2426506","-88.1454535"
"61880","4183","39.9737953","-88.2489059"
"61882","713","40.1062297","-88.7547293"
"61883","4438","40.0373926","-87.6415232"
"61884","1244","40.0891598","-88.4778139"
"61910","4463","39.6755091","-88.2999119"
"61911","4860","39.7009376","-88.4693222"
"61912","1344","39.5219514","-88.03971"
"61913","1684","39.8275551","-88.4660898"
"61914","1920","39.6303426","-88.7624485"
"61917","591","39.7141997","-87.8977247"
"61919","813","39.7844391","-88.1377704"
"61920","25594","39.5120405","-88.1541928"
"61924","2449","39.7861987","-87.6632162"
"61925","912","39.7191053","-88.8405281"
"61928","757","39.4512157","-88.5012626"
"61929","769","39.824789","-88.6257974"
"61930","515","39.680887","-88.1304783"
"61931","1255","39.5863394","-88.3497751"
"61932","456","39.8035947","-87.8790475"
"61933","1141","39.5466954","-87.926758"
"61936","243","39.8013506","-88.7302593"
"61937","2022","39.7413551","-88.6548208"
"61938","22409","39.4841407","-88.374771"
"61940","258","39.8077015","-87.818525"
"61941","57","39.8040673","-88.07294"
"61942","1202","39.8144123","-88.0032054"
"61943","1637","39.6731032","-88.0308504"
"61944","12908","39.6008449","-87.7006432"
"61949","179","39.6336423","-87.8736484"
"61951","8017","39.5957537","-88.5902797"
"61953","6216","39.8034094","-88.2913386"
"61955","157","39.5821716","-87.5916647"
"61956","2909","39.8581901","-88.1350086"
"61957","1869","39.4405612","-88.615209"
"62001","1752","38.8814032","-89.7450008"
"62002","32704","38.9395318","-90.1245035"
"62006","648","39.0530539","-90.6697152"
"62009","1810","39.0915487","-89.7981177"
"62010","11186","38.9211166","-90.045305"
"62011","284","39.1265105","-89.2160007"
"62012","6654","39.0447487","-90.1481999"
"62013","552","38.9564125","-90.5736456"
"62014","4122","39.0433763","-89.951132"
"62015","487","39.2214509","-89.544038"
"62016","3816","39.2950248","-90.4317675"
"62017","1185","39.0650987","-89.3686191"
"62018","3604","38.9077793","-90.0813197"
"62019","490","39.0172632","-89.4424021"
"62021","936","38.9848668","-89.9717275"
"62022","1138","39.0031621","-90.3261846"
"62023","91","39.1122933","-89.7870593"
"62024","9775","38.8756591","-90.0733628"
"62025","33748","38.8313907","-89.9323255"
"62027","536","39.2496015","-90.5627345"
"62028","1276","38.9582298","-90.3549561"
"62030","114","39.1546209","-90.1642385"
"62031","970","39.1114957","-90.5369297"
"62032","749","39.1156386","-89.288514"
"62033","4894","39.1365669","-89.8398845"
"62034","13819","38.7548708","-89.9722842"
"62035","16494","38.9649059","-90.2400629"
"62036","704","38.9183111","-90.5897352"
"62037","1993","39.0104037","-90.465642"
"62040","43735","38.7258383","-90.111791"
"62044","2009","39.363052","-90.2215498"
