Zip Code,Inspection Date,Score
78745,2/19/2016,98
78751,2/19/2016,90
78751,2/19/2016,85
78741,2/19/2016,93
78723,2/19/2016,100
78756,2/19/2016,76
78749,2/19/2016,92
78751,2/19/2016,82
78748,2/19/2016,96
78758,2/19/2016,97
78756,2/19/2016,95
78741,2/19/2016,80
78620,2/19/2016,100
78617,2/19/2016,86
78728,2/19/2016,87
78751,2/19/2016,100
78660,2/19/2016,100
78735,2/19/2016,100
78758,2/19/2016,100
78757,2/19/2016,81
78726,2/19/2016,96
78749,2/19/2016,72
78660,2/19/2016,95
78749,2/19/2016,96
78702,2/19/2016,89
78727,2/19/2016,97
78726,2/19/2016,96
78704,2/22/2016,84
78722,2/22/2016,97
78726,2/22/2016,100
78746,2/22/2016,100
78746,2/22/2016,99
78753,2/22/2016,82
78701,2/22/2016,97
78701,2/22/2016,86
78753,2/22/2016,81
78701,2/22/2016,93
78723,2/22/2016,97
78705,2/22/2016,89
78617,2/22/2016,76
78620,2/22/2016,100
78745,2/22/2016,96
78701,2/22/2016,96
78753,2/22/2016,94
78749,2/22/2016,89
78704,2/22/2016,92
78620,2/22/2016,90
78735,2/22/2016,97
78701,2/22/2016,83
78753,2/22/2016,97
78722,2/22/2016,85
78758,2/22/2016,100
78754,2/22/2016,87
78741,2/22/2016,79
78723,2/22/2016,99
78756,2/22/2016,93
78727,2/22/2016,86
78751,2/22/2016,92
78753,2/22/2016,100
78704,2/22/2016,96
78749,2/22/2016,91
78617,2/22/2016,84
78660,2/22/2016,100
78745,2/22/2016,75
78750,2/23/2016,90
78731,2/23/2016,100
78751,2/23/2016,100
78735,2/23/2016,97
78758,2/23/2016,99
78723,2/23/2016,100
78758,2/23/2016,88
78756,2/23/2016,90
78753,2/23/2016,92
78620,2/23/2016,100
78759,2/23/2016,84
78723,2/23/2016,96
78745,2/23/2016,96
78701,2/23/2016,93
78701,2/23/2016,86
78752,2/23/2016,94
78727,2/23/2016,86
78702,2/23/2016,80
78759,2/23/2016,86
78758,2/23/2016,97
78727,2/23/2016,91
78756,2/23/2016,100
78752,2/23/2016,87
78701,2/23/2016,94
78731,2/23/2016,94
78741,2/23/2016,93
78757,2/23/2016,78
78744,2/23/2016,100
78758,2/23/2016,97
78704,2/23/2016,75
78702,2/23/2016,97
78702,2/23/2016,89
78719,2/23/2016,84
78744,2/23/2016,87
78744,2/23/2016,95
78704,2/23/2016,80
78701,2/23/2016,89
78702,2/23/2016,93
78745,2/23/2016,88
78704,2/24/2016,100
78660,2/24/2016,100
78620,2/24/2016,100
78703,2/24/2016,89
78759,2/24/2016,83
78723,2/24/2016,93
78702,2/24/2016,93
78753,2/24/2016,93
78759,2/24/2016,96
78727,2/24/2016,90
78723,2/24/2016,85
78660,2/24/2016,93
78745,2/24/2016,90
78757,2/24/2016,97
78732,2/24/2016,94
78727,2/24/2016,96
78702,2/24/2016,97
78756,2/24/2016,88
78617,2/24/2016,95
78701,2/24/2016,94
78745,2/24/2016,98
78734,2/24/2016,92
78748,2/24/2016,100
78751,2/24/2016,95
78702,2/24/2016,91
78748,2/24/2016,97
78756,2/24/2016,93
78752,2/24/2016,71
78727,2/24/2016,94
78702,2/24/2016,95
78727,2/24/2016,96
78660,2/24/2016,93
78757,2/24/2016,94
78748,2/24/2016,100
78753,2/24/2016,81
78758,2/24/2016,100
78758,2/24/2016,100
78701,2/24/2016,86
78748,2/24/2016,93
78735,2/25/2016,96
78723,2/25/2016,93
78759,2/25/2016,100
78751,2/25/2016,92
78704,2/25/2016,93
78758,2/25/2016,100
78759,2/25/2016,89
78752,2/25/2016,88
78756,2/25/2016,100
78745,2/25/2016,70
78751,2/25/2016,79
78731,2/25/2016,91
78753,2/25/2016,79
78751,2/25/2016,84
78759,2/25/2016,89
78704,2/25/2016,84
78756,2/25/2016,100
78744,2/25/2016,96
78722,2/25/2016,97
78735,2/25/2016,96
78753,2/25/2016,97
78701,2/25/2016,86
78704,2/25/2016,91
78702,2/25/2016,93
78759,2/25/2016,93
78722,2/25/2016,75
78745,2/25/2016,100
78744,2/25/2016,97
78701,2/25/2016,90
78701,2/25/2016,100
78704,2/25/2016,92
78751,2/25/2016,97
78731,2/25/2016,100
78726,2/25/2016,100
78758,2/25/2016,100
78727,2/25/2016,90
78756,2/25/2016,92
78741,2/25/2016,89
78744,2/25/2016,97
78702,2/25/2016,90
78617,2/25/2016,76
78748,2/26/2016,95
78722,2/26/2016,96
78744,2/26/2016,97
78731,2/26/2016,93
78758,2/26/2016,100
78745,2/26/2016,93
78704,2/26/2016,97
78757,2/26/2016,93
78749,2/26/2016,97
78723,2/26/2016,92
78753,2/26/2016,100
78745,2/26/2016,97
78758,2/26/2016,97
78759,2/26/2016,100
78701,2/26/2016,100
78759,2/26/2016,100
78744,2/26/2016,90
78749,2/26/2016,94
78753,2/26/2016,77
78744,2/26/2016,97
78751,2/26/2016,77
78735,2/26/2016,100
78701,2/26/2016,90
78757,2/26/2016,87
78703,2/29/2016,89
78745,2/29/2016,96
78758,2/29/2016,93
78701,2/29/2016,89
78753,2/29/2016,82
78757,2/29/2016,83
78723,2/29/2016,97
78704,2/29/2016,85
78744,2/29/2016,97
78701,2/29/2016,88
78701,2/29/2016,94
78702,2/29/2016,73
78753,2/29/2016,96
78752,2/29/2016,100
78731,2/29/2016,100
78704,2/29/2016,81
78727,2/29/2016,92
78751,2/29/2016,96
78741,2/29/2016,93
78726,2/29/2016,100
78756,2/29/2016,100
78723,2/29/2016,91
78756,2/29/2016,100
78745,2/29/2016,93
78758,2/29/2016,85
78702,3/1/2016,95
78701,3/1/2016,100
78620,3/1/2016,88
78704,3/1/2016,100
78759,3/1/2016,92
78730,3/1/2016,92
78752,3/1/2016,90
78732,3/1/2016,75
78702,3/1/2016,85
78727,3/1/2016,91
78750,3/1/2016,93
78726,3/1/2016,100
78701,3/1/2016,96
78660,3/1/2016,92
78753,3/1/2016,96
78701,3/1/2016,86
78704,3/1/2016,95
78744,3/1/2016,90
78701,3/1/2016,97
78759,3/1/2016,93
78750,3/1/2016,100
78703,3/1/2016,94
78748,3/1/2016,93
78701,3/1/2016,87
78723,3/1/2016,82
78723,3/1/2016,100
78620,3/1/2016,100
78722,3/1/2016,96
78751,3/1/2016,94
78727,3/1/2016,93
78751,3/1/2016,79
78749,3/1/2016,71
78728,3/1/2016,97
78749,3/1/2016,93
78701,3/1/2016,83
78744,3/1/2016,92
78704,3/2/2016,87
78727,3/2/2016,85
78620,3/2/2016,84
78701,3/2/2016,91
78705,3/2/2016,95
78701,3/2/2016,94
78759,3/2/2016,100
78726,3/2/2016,100
78751,3/2/2016,96
78759,3/2/2016,91
78759,3/2/2016,97
78758,3/2/2016,100
78753,3/2/2016,97
78759,3/2/2016,90
78744,3/2/2016,86
78744,3/2/2016,90
78620,3/2/2016,99
78704,3/2/2016,85
78751,3/2/2016,96
78702,3/2/2016,97
78745,3/2/2016,82
78701,3/2/2016,94
78660,3/2/2016,97
78751,3/2/2016,87
78756,3/3/2016,98
78748,3/3/2016,90
78756,3/3/2016,97
78751,3/3/2016,88
78701,3/3/2016,91
78728,3/3/2016,76
78741,3/3/2016,91
78704,3/3/2016,81
78731,3/3/2016,100
78759,3/3/2016,91
78704,3/3/2016,79
78722,3/3/2016,95
78744,3/3/2016,96
78704,3/3/2016,92
78704,3/3/2016,78
78748,3/3/2016,82
78756,3/3/2016,93
78749,3/3/2016,100
78759,3/3/2016,90
78741,3/3/2016,91
78701,3/3/2016,91
78758,3/3/2016,93
78701,3/3/2016,73
78705,3/3/2016,76
78752,3/3/2016,93
78759,3/3/2016,90
78758,3/3/2016,97
78744,3/3/2016,97
78701,3/3/2016,94
78722,3/3/2016,94
78759,3/3/2016,100
78748,3/4/2016,97
78701,3/4/2016,91
78759,3/4/2016,100
78751,3/4/2016,96
78753,3/4/2016,91
78756,3/4/2016,85
78751,3/4/2016,98
78701,3/4/2016,91
78701,3/4/2016,75
78723,3/4/2016,99
78753,3/4/2016,95
78722,3/4/2016,95
78758,3/4/2016,95
78660,3/7/2016,95
78757,3/7/2016,76
78749,3/7/2016,97
78756,3/7/2016,79
78727,3/7/2016,97
78704,3/7/2016,100
78701,3/7/2016,89
78752,3/7/2016,90
78705,3/7/2016,85
78704,3/7/2016,89
78746,3/7/2016,97
78728,3/7/2016,93
78727,3/7/2016,93
78759,3/7/2016,83
78758,3/7/2016,91
78759,3/7/2016,93
78758,3/7/2016,100
78753,3/7/2016,100
78751,3/7/2016,93
78702,3/7/2016,92
78741,3/7/2016,81
78731,3/7/2016,100
78701,3/7/2016,96
78731,3/7/2016,100
78727,3/7/2016,97
78723,3/7/2016,100
78704,3/7/2016,89
78722,3/7/2016,81
78753,3/8/2016,97
78723,3/8/2016,93
78752,3/8/2016,91
78751,3/8/2016,92
78701,3/8/2016,95
78757,3/8/2016,87
78756,3/8/2016,100
78701,3/8/2016,86
78701,3/8/2016,98
78723,3/8/2016,100
78701,3/8/2016,94
78751,3/8/2016,97
78753,3/8/2016,89
78759,3/8/2016,90
78752,3/8/2016,100
78701,3/8/2016,93
78745,3/8/2016,96
78620,3/8/2016,97
78701,3/8/2016,85
78701,3/8/2016,82
78705,3/8/2016,86
78744,3/8/2016,97
78752,3/8/2016,89
78758,3/8/2016,100
78750,3/8/2016,94
78701,3/8/2016,91
78753,3/8/2016,90
78749,3/8/2016,91
78745,3/8/2016,88
78719,3/8/2016,81
78741,3/8/2016,63
78745,3/8/2016,96
78757,3/8/2016,80
78758,3/8/2016,92
78744,3/8/2016,91
78758,3/8/2016,75
78727,3/8/2016,97
78749,3/8/2016,83
78744,3/8/2016,94
78753,3/8/2016,96
78702,3/8/2016,73
78749,3/9/2016,97
78753,3/9/2016,100
78702,3/9/2016,87
78751,3/9/2016,91
78734,3/9/2016,96
78701,3/9/2016,89
78741,3/9/2016,96
78732,3/9/2016,94
78741,3/9/2016,91
78751,3/9/2016,100
78758,3/9/2016,97
78704,3/9/2016,78
78705,3/9/2016,91
78617,3/9/2016,84
78727,3/9/2016,86
78759,3/9/2016,90
78702,3/9/2016,73
78751,3/9/2016,100
78727,3/9/2016,88
78704,3/9/2016,78
78745,3/9/2016,78
78741,3/9/2016,87
78744,3/9/2016,93
78704,3/9/2016,81
78703,3/9/2016,100
78723,3/9/2016,94
78744,3/9/2016,88
78759,3/9/2016,100
78701,3/9/2016,94
78701,3/9/2016,93
78750,3/9/2016,90
78759,3/9/2016,97
78746,3/9/2016,97
78741,3/9/2016,92
78754,3/9/2016,93
78701,3/9/2016,89
78727,3/9/2016,86
78723,3/9/2016,89
78704,3/9/2016,71
78701,3/9/2016,93
78705,3/9/2016,84
78735,3/9/2016,59
78752,3/9/2016,100
78759,3/10/2016,99
78620,3/10/2016,95
78758,3/10/2016,94
78756,3/10/2016,96
78745,3/10/2016,97
78660,3/10/2016,100
78759,3/10/2016,93
78731,3/10/2016,91
78723,3/10/2016,88
78759,3/10/2016,97
78702,3/10/2016,94
78735,3/10/2016,96
78757,3/10/2016,76
78727,3/10/2016,85
78731,3/10/2016,96
78759,3/10/2016,84
78749,3/10/2016,98
78745,3/10/2016,100
78750,3/10/2016,93
78727,3/10/2016,95
78751,3/10/2016,97
78745,3/10/2016,94
78750,3/10/2016,89
78722,3/10/2016,98
78753,3/10/2016,97
78758,3/10/2016,92
78617,3/10/2016,85
78617,3/10/2016,90
78758,3/10/2016,100
78727,3/10/2016,90
78753,3/10/2016,96
78701,3/10/2016,92
78759,3/10/2016,89
78744,3/10/2016,89
78704,3/10/2016,97
78701,3/10/2016,87
78744,3/10/2016,91
78705,3/10/2016,97
78705,3/11/2016,70
78701,3/11/2016,94
78759,3/11/2016,86
78748,3/11/2016,97
78745,3/11/2016,100
78746,3/11/2016,100
78731,3/11/2016,100
78701,3/11/2016,89
78727,3/11/2016,86
78749,3/11/2016,81
78704,3/11/2016,75
78759,3/11/2016,92
78702,3/11/2016,86
78759,3/11/2016,72
78745,3/11/2016,97
78756,3/11/2016,100
78719,3/11/2016,92
78756,3/12/2016,97
78759,3/14/2016,92
78660,3/14/2016,100
78701,3/14/2016,87
78753,3/14/2016,97
78723,3/14/2016,95
78752,3/14/2016,75
78701,3/14/2016,88
78757,3/14/2016,91
78748,3/14/2016,100
78701,3/14/2016,77
78752,3/14/2016,90
78702,3/14/2016,92
78701,3/14/2016,73
78756,3/14/2016,85
78753,3/14/2016,100
78702,3/14/2016,96
78751,3/14/2016,92
78704,3/14/2016,90
78745,3/14/2016,97
78727,3/14/2016,85
78617,3/14/2016,93
78741,3/14/2016,95
78704,3/14/2016,96
78723,3/14/2016,83
78726,3/14/2016,91
78722,3/14/2016,100
78732,3/14/2016,79
78704,3/14/2016,82
78735,3/14/2016,100
78723,3/14/2016,97
78745,3/14/2016,97
78704,3/14/2016,87
78704,3/14/2016,81
78759,3/14/2016,97
78749,3/14/2016,93
78750,3/14/2016,93
78745,3/14/2016,100
78620,3/15/2016,99
78759,3/15/2016,99
78758,3/15/2016,98
78702,3/15/2016,97
78744,3/15/2016,100
78744,3/15/2016,96
78754,3/15/2016,92
78759,3/15/2016,92
78741,3/15/2016,78
78759,3/15/2016,100
78702,3/15/2016,100
78759,3/15/2016,97
78723,3/15/2016,100
78759,3/15/2016,90
78759,3/15/2016,97
78731,3/15/2016,97
78727,3/15/2016,92
78701,3/15/2016,89
78704,3/15/2016,96
78704,3/15/2016,89
78735,3/15/2016,76
78757,3/15/2016,94
78751,3/15/2016,92
78744,3/15/2016,96
78756,3/15/2016,100
78751,3/15/2016,94
78728,3/15/2016,93
78744,3/15/2016,97
78757,3/15/2016,85
78660,3/15/2016,91
78753,3/15/2016,89
78701,3/15/2016,90
78753,3/15/2016,92
78731,3/15/2016,100
78731,3/15/2016,91
78745,3/15/2016,100
78746,3/15/2016,93
78759,3/15/2016,73
78704,3/15/2016,85
78723,3/15/2016,99
78726,3/15/2016,97
78748,3/15/2016,93
78750,3/15/2016,100
78751,3/15/2016,100
78752,3/16/2016,83
78702,3/16/2016,93
78746,3/16/2016,99
78704,3/16/2016,94
78731,3/16/2016,98
78758,3/16/2016,83
78758,3/16/2016,97
78752,3/16/2016,100
78751,3/16/2016,97
78753,3/16/2016,100
78756,3/16/2016,100
78701,3/16/2016,83
78745,3/16/2016,100
78701,3/16/2016,70
78753,3/16/2016,96
78701,3/16/2016,74
78727,3/16/2016,82
78722,3/16/2016,74
78702,3/16/2016,96
78660,3/16/2016,95
78704,3/16/2016,86
78744,3/16/2016,91
78749,3/16/2016,97
78759,3/16/2016,95
78727,3/16/2016,71
78723,3/16/2016,90
78748,3/16/2016,89
78705,3/16/2016,97
78703,3/16/2016,94
78735,3/16/2016,100
78732,3/16/2016,96
78704,3/16/2016,88
78745,3/16/2016,73
78751,3/16/2016,92
78751,3/16/2016,59
78701,3/16/2016,86
78741,3/16/2016,77
78660,3/16/2016,100
78753,3/16/2016,91
78745,3/16/2016,78
78759,3/16/2016,95
78759,3/16/2016,85
78613,3/16/2016,100
78705,3/16/2016,85
78744,3/16/2016,90
78757,3/16/2016,78
78704,3/16/2016,98
78756,3/16/2016,100
78731,3/17/2016,89
78704,3/17/2016,100
78758,3/17/2016,97
78759,3/17/2016,96
78727,3/17/2016,86
78701,3/17/2016,98
78756,3/17/2016,97
78722,3/17/2016,100
78705,3/17/2016,76
78750,3/17/2016,90
78748,3/17/2016,86
78731,3/17/2016,92
78727,3/17/2016,91
78701,3/17/2016,76
78756,3/17/2016,100
78744,3/17/2016,95
78751,3/17/2016,90
78744,3/17/2016,97
78701,3/17/2016,78
78705,3/17/2016,88
78704,3/17/2016,89
78702,3/17/2016,100
78701,3/17/2016,84
78726,3/17/2016,100
78744,3/17/2016,100
78735,3/17/2016,97
78702,3/17/2016,93
78728,3/17/2016,91
78753,3/17/2016,77
78754,3/17/2016,84
78702,3/17/2016,92
78723,3/17/2016,95
78741,3/17/2016,85
78723,3/17/2016,100
78704,3/17/2016,94
78660,3/17/2016,94
78744,3/17/2016,97
78704,3/17/2016,87
78749,3/17/2016,100
78759,3/17/2016,87
78731,3/17/2016,97
78749,3/17/2016,100
78617,3/17/2016,80
78731,3/17/2016,96
78701,3/17/2016,87
78744,3/17/2016,91
78705,3/17/2016,92
78704,3/17/2016,77
78749,3/18/2016,100
78701,3/18/2016,79
78704,3/18/2016,80
78719,3/18/2016,88
78750,3/18/2016,97
78613,3/18/2016,93
78758,3/18/2016,100
78751,3/18/2016,92
78705,3/18/2016,88
78749,3/18/2016,100
78727,3/18/2016,76
78735,3/18/2016,100
78758,3/18/2016,97
78756,3/18/2016,100
78731,3/18/2016,100
78731,3/18/2016,92
78744,3/18/2016,100
78702,3/18/2016,91
78758,3/18/2016,97
78745,3/18/2016,97
78723,3/18/2016,97
78735,3/18/2016,100
78751,3/18/2016,90
78756,3/18/2016,96
78701,3/18/2016,100
78701,3/18/2016,86
78745,3/18/2016,91
78702,3/18/2016,78
78756,3/18/2016,92
78704,3/18/2016,80
78617,3/18/2016,66
78748,3/18/2016,92
78744,3/19/2016,85
78757,3/21/2016,83
78723,3/21/2016,91
78758,3/21/2016,100
78723,3/21/2016,100
78704,3/21/2016,90
78757,3/21/2016,89
78738,3/21/2016,100
78702,3/21/2016,90
78702,3/21/2016,78
78717,3/21/2016,98
78704,3/21/2016,93
78745,3/21/2016,76
78729,3/21/2016,100
78704,3/21/2016,86
78751,3/21/2016,75
78705,3/21/2016,95
78745,3/21/2016,100
78723,3/21/2016,97
78741,3/21/2016,81
78741,3/21/2016,79
78701,3/21/2016,79
78701,3/21/2016,94
78748,3/21/2016,100
78741,3/21/2016,91
78719,3/21/2016,73
78745,3/21/2016,94
78759,3/21/2016,89
78758,3/21/2016,96
78751,3/21/2016,82
78744,3/21/2016,93
78757,3/21/2016,36
78757,3/21/2016,98
78702,3/21/2016,87
78701,3/21/2016,87
78701,3/21/2016,78
78758,3/21/2016,95
78734,3/21/2016,100
78759,3/21/2016,100
78722,3/22/2016,97
78702,3/22/2016,87
78744,3/22/2016,94
78741,3/22/2016,70
78751,3/22/2016,94
78721,3/22/2016,100
78758,3/22/2016,93
78703,3/22/2016,96
78758,3/22/2016,90
78719,3/22/2016,74
78744,3/22/2016,97
78704,3/22/2016,81
78702,3/22/2016,89
78724,3/22/2016,97
78749,3/22/2016,95
78703,3/22/2016,93
78704,3/22/2016,85
78746,3/22/2016,97
78757,3/22/2016,100
78758,3/22/2016,95
78704,3/22/2016,94
78758,3/22/2016,90
78702,3/22/2016,89
78759,3/22/2016,93
78701,3/22/2016,72
78758,3/22/2016,94
78723,3/22/2016,91
78704,3/22/2016,100
78758,3/22/2016,98
78703,3/22/2016,80
78744,3/22/2016,84
78758,3/22/2016,84
78741,3/22/2016,91
78729,3/22/2016,90
78754,3/22/2016,100
78753,3/22/2016,94
78758,3/22/2016,76
78729,3/22/2016,92
78754,3/22/2016,97
78758,3/22/2016,85
78744,3/22/2016,91
78759,3/22/2016,83
78748,3/22/2016,90
78749,3/22/2016,89
78701,3/22/2016,85
78754,3/22/2016,97
78748,3/22/2016,86
78759,3/22/2016,97
78701,3/22/2016,86
78746,3/22/2016,90
78744,3/22/2016,96
78701,3/22/2016,97
78753,3/22/2016,96
78753,3/22/2016,78
78745,3/23/2016,74
78741,3/23/2016,86
78759,3/23/2016,94
78757,3/23/2016,87
78758,3/23/2016,82
78724,3/23/2016,96
78751,3/23/2016,85
78753,3/23/2016,96
78701,3/23/2016,85
78752,3/23/2016,100
78758,3/23/2016,97
78753,3/23/2016,100
78753,3/23/2016,94
78745,3/23/2016,77
78731,3/23/2016,97
78751,3/23/2016,96
78704,3/23/2016,97
78704,3/23/2016,98
78741,3/23/2016,86
78748,3/23/2016,94
78746,3/23/2016,95
78702,3/23/2016,88
78751,3/23/2016,94
78745,3/23/2016,86
78748,3/23/2016,97
78701,3/23/2016,94
78613,3/23/2016,85
78724,3/23/2016,97
78759,3/23/2016,86
78701,3/23/2016,77
78703,3/23/2016,98
78745,3/23/2016,72
78757,3/23/2016,75
78704,3/24/2016,88
78701,3/24/2016,84
78734,3/24/2016,93
78705,3/24/2016,94
78724,3/24/2016,93
78701,3/24/2016,97
78703,3/24/2016,78
78745,3/24/2016,94
78719,3/24/2016,88
78741,3/24/2016,84
78753,3/24/2016,98
78757,3/24/2016,100
78753,3/24/2016,90
78745,3/24/2016,94
78701,3/24/2016,88
78722,3/24/2016,100
78701,3/24/2016,95
78759,3/24/2016,91
78705,3/24/2016,100
78717,3/24/2016,77
78701,3/24/2016,80
78741,3/24/2016,80
78741,3/24/2016,85
78701,3/24/2016,88
78758,3/24/2016,94
78613,3/24/2016,97
78701,3/24/2016,92
78702,3/24/2016,87
78702,3/24/2016,66
78758,3/24/2016,94
78701,3/24/2016,73
78741,3/24/2016,96
78729,3/24/2016,83
78704,3/24/2016,89
78701,3/24/2016,88
78728,3/24/2016,93
78729,3/24/2016,100
78613,3/24/2016,97
78759,3/24/2016,91
78745,3/24/2016,85
78726,3/24/2016,93
78737,3/24/2016,95
78731,3/24/2016,98
78757,3/24/2016,100
78748,3/25/2016,82
78751,3/25/2016,92
78748,3/25/2016,93
78758,3/25/2016,80
78704,3/25/2016,97
78746,3/25/2016,95
78704,3/25/2016,93
78703,3/25/2016,89
78701,3/25/2016,93
78724,3/25/2016,96
78759,3/25/2016,89
78613,3/25/2016,100
78737,3/25/2016,85
78749,3/25/2016,96
78746,3/25/2016,93
78752,3/25/2016,85
78753,3/25/2016,97
78759,3/25/2016,97
78759,3/25/2016,100
78704,3/25/2016,95
78702,3/28/2016,87
78704,3/28/2016,99
78701,3/28/2016,93
78723,3/28/2016,90
78758,3/28/2016,94
78704,3/28/2016,97
78734,3/28/2016,100
78752,3/28/2016,99
78759,3/28/2016,77
78758,3/28/2016,100
78759,3/28/2016,95
78751,3/28/2016,81
78758,3/28/2016,90
78758,3/28/2016,97
78749,3/28/2016,93
78701,3/28/2016,94
78758,3/28/2016,87
78702,3/28/2016,97
78734,3/28/2016,91
78702,3/28/2016,93
78719,3/28/2016,64
78723,3/28/2016,88
78759,3/28/2016,81
78757,3/28/2016,79
78752,3/28/2016,80
78752,3/28/2016,95
78758,3/28/2016,74
78759,3/28/2016,90
78723,3/28/2016,100
78754,3/28/2016,94
78752,3/28/2016,81
78704,3/28/2016,91
78759,3/28/2016,88
78702,3/28/2016,97
78729,3/28/2016,85
78701,3/28/2016,82
78613,3/28/2016,100
78702,3/28/2016,100
78758,3/28/2016,92
78749,3/28/2016,92
78758,3/28/2016,93
78613,3/29/2016,91
78701,3/29/2016,77
78752,3/29/2016,90
78745,3/29/2016,70
78701,3/29/2016,87
78749,3/29/2016,94
78748,3/29/2016,100
78741,3/29/2016,88
78750,3/29/2016,93
78660,3/29/2016,90
78745,3/29/2016,80
78704,3/29/2016,75
78759,3/29/2016,93
78753,3/29/2016,97
78701,3/29/2016,88
78745,3/29/2016,85
78751,3/29/2016,86
78701,3/29/2016,84
78759,3/29/2016,100
78737,3/29/2016,89
78759,3/29/2016,90
78745,3/29/2016,78
78704,3/29/2016,97
78727,3/29/2016,91
78745,3/29/2016,71
78757,3/29/2016,95
78751,3/29/2016,86
78727,3/29/2016,100
78758,3/29/2016,88
78751,3/29/2016,100
78748,3/29/2016,97
78758,3/29/2016,95
78748,3/29/2016,99
78722,3/29/2016,100
78758,3/29/2016,96
78717,3/29/2016,87
78757,3/29/2016,83
78704,3/29/2016,70
78734,3/29/2016,87
78752,3/29/2016,93
78702,3/29/2016,88
78702,3/29/2016,89
78734,3/29/2016,100
78701,3/29/2016,97
78701,3/29/2016,92
78758,3/29/2016,97
78704,3/29/2016,98
78748,3/29/2016,89
78751,3/29/2016,75
78722,3/29/2016,100
78703,3/30/2016,97
78758,3/30/2016,85
78758,3/30/2016,85
78759,3/30/2016,97
78726,3/30/2016,87
78753,3/30/2016,97
78751,3/30/2016,88
78751,3/30/2016,88
78751,3/30/2016,85
78758,3/30/2016,85
78759,3/30/2016,100
78737,3/30/2016,84
78753,3/30/2016,97
78754,3/30/2016,100
78704,3/30/2016,89
78702,3/30/2016,96
78703,3/30/2016,95
78734,3/30/2016,88
78731,3/30/2016,100
78705,3/30/2016,97
78660,3/30/2016,89
78701,3/30/2016,93
78744,3/30/2016,86
78745,3/30/2016,96
78753,3/30/2016,97
78753,3/30/2016,97
78751,3/30/2016,96
78751,3/30/2016,91
78748,3/30/2016,90
78702,3/30/2016,100
78751,3/30/2016,97
78758,3/30/2016,87
78722,3/30/2016,100
78759,3/30/2016,85
78753,3/30/2016,96
78701,3/30/2016,88
78703,3/30/2016,87
78741,3/30/2016,88
78734,3/30/2016,92
78744,3/30/2016,74
78723,3/30/2016,99
78704,3/31/2016,98
78748,3/31/2016,90
78729,3/31/2016,98
78701,3/31/2016,91
78753,3/31/2016,100
78751,3/31/2016,97
78701,3/31/2016,91
78721,3/31/2016,94
78704,3/31/2016,91
78758,3/31/2016,93
78724,3/31/2016,71
78723,3/31/2016,100
78701,3/31/2016,97
78757,3/31/2016,95
78751,3/31/2016,95
78751,3/31/2016,95
78758,3/31/2016,86
78704,3/31/2016,60
78703,3/31/2016,84
78660,3/31/2016,84
78704,3/31/2016,93
78753,3/31/2016,86
78734,3/31/2016,95
78704,3/31/2016,100
78726,3/31/2016,88
78759,3/31/2016,97
78752,3/31/2016,89
78759,3/31/2016,88
78729,3/31/2016,97
78702,3/31/2016,78
78758,3/31/2016,96
78758,3/31/2016,74
78729,3/31/2016,97
78702,3/31/2016,91
78750,3/31/2016,93
78728,3/31/2016,89
78704,3/31/2016,99
78705,3/31/2016,93
78758,3/31/2016,93
78748,4/1/2016,95
78660,4/1/2016,100
78703,4/1/2016,89
78660,4/1/2016,97
78704,4/1/2016,77
78703,4/1/2016,81
78753,4/1/2016,92
78757,4/1/2016,100
78702,4/1/2016,90
78741,4/1/2016,83
78724,4/1/2016,83
78613,4/1/2016,74
78741,4/1/2016,92
78759,4/1/2016,97
78704,4/1/2016,84
78759,4/1/2016,97
78701,4/1/2016,91
78660,4/1/2016,76
78751,4/1/2016,83
78702,4/1/2016,90
78744,4/1/2016,92
78734,4/1/2016,100
78753,4/1/2016,92
78745,4/1/2016,73
78758,4/1/2016,93
78746,4/1/2016,94
78729,4/1/2016,86
78746,4/1/2016,97
78701,4/4/2016,81
78749,4/4/2016,99
78758,4/4/2016,94
78753,4/4/2016,90
78744,4/4/2016,95
78752,4/4/2016,81
78752,4/4/2016,97
78704,4/4/2016,100
78741,4/4/2016,95
78724,4/4/2016,81
78734,4/4/2016,96
78723,4/4/2016,94
78757,4/4/2016,82
78724,4/4/2016,80
78745,4/4/2016,98
78660,4/4/2016,79
78703,4/4/2016,96
78701,4/5/2016,92
78723,4/5/2016,90
78748,4/5/2016,85
78752,4/5/2016,100
78758,4/5/2016,78
78741,4/5/2016,73
78741,4/5/2016,98
78734,4/5/2016,93
78753,4/5/2016,97
78734,4/5/2016,93
78758,4/5/2016,92
78703,4/5/2016,86
78758,4/5/2016,96
78734,4/5/2016,100
78704,4/5/2016,92
78757,4/5/2016,79
78704,4/5/2016,96
78751,4/5/2016,100
78701,4/5/2016,87
78749,4/5/2016,86
78722,4/5/2016,96
78757,4/5/2016,100
78753,4/5/2016,86
78722,4/5/2016,97
78748,4/5/2016,98
78704,4/5/2016,89
78745,4/5/2016,100
78704,4/5/2016,76
78759,4/5/2016,98
78702,4/5/2016,86
78752,4/5/2016,76
78753,4/6/2016,93
78717,4/6/2016,80
78751,4/6/2016,91
78722,4/6/2016,100
78745,4/6/2016,100
78751,4/6/2016,88
78741,4/6/2016,85
78701,4/6/2016,87
78701,4/6/2016,93
78729,4/6/2016,79
78701,4/6/2016,90
78702,4/6/2016,88
78729,4/6/2016,84
78758,4/6/2016,86
78702,4/6/2016,71
