"","NAICS","ZIP"
"776",722110,90291
"777",722110,90020
"778",722110,90291
"779",722110,90045
"780",722110,90017
"781",722110,91402
"782",722110,91324
"783",722110,91335
"784",722110,90048
"785",722110,91335
"786",722110,91324
"787",722110,91331
"788",722110,90020
"789",722110,90065
"790",722110,91324
"791",722110,91367
"792",722110,90067
"793",722110,90744
"794",722110,91352
"795",722110,91605
"796",722110,90007
"797",722110,90016
"798",722110,90019
"799",722110,90028
"800",722110,90018
"801",722110,90024
"802",722110,91303
"803",722110,91324
"804",722110,91604
"805",722110,90710
"806",722110,91331
"807",722110,90048
"808",722110,91423
"809",722110,90028
"810",722110,91042
"811",722110,91345
"812",722110,90061
"813",722110,90020
"814",722110,90019
"815",722110,91405
"816",722110,90019
"817",722110,90014
"818",722110,90026
"819",722110,90017
"820",722110,90016
"821",722110,90048
"822",722110,91364
"823",722110,91342
"824",722110,90035
"825",722110,91311
"826",722110,90038
"827",722110,90041
"828",722110,90291
"829",722110,90027
"830",722110,90272
"831",722110,91423
"832",722110,90048
"833",722110,90038
"834",722110,91405
"835",722110,90004
"836",722110,90007
"837",722110,90047
"838",722110,90048
"839",722110,91605
"840",722110,90020
"841",722110,91604
"842",722110,90012
"843",722110,90095
"844",722110,90043
"845",722110,90012
"846",722110,91402
"847",722110,90062
"848",722110,90012
"849",722110,90057
"850",722110,90036
"851",722110,90015
"852",722110,90033
"853",722110,90033
"854",722110,90034
"855",722110,90033
"856",722110,91356
"857",722110,90046
"858",722110,91304
"859",722110,90034
"860",722110,90044
"861",722110,90744
"862",722110,90016
"863",722110,91403
"864",722110,90035
"865",722110,90029
"866",722110,90012
"867",722110,91604
"868",722110,90015
"869",722110,90036
"870",722110,90020
"871",722110,90004
"872",722110,91306
"873",722110,91423
"874",722110,90023
"875",722110,90026
"876",722110,91406
"877",722110,90036
"878",722110,90045
"879",722110,90012
"880",722110,90025
"881",722110,91402
"882",722110,90001
"883",722110,90017
"884",722110,91356
"885",722110,91403
"886",722110,90028
"887",722110,90044
"888",722110,90046
"889",722110,90045
"890",722110,90028
"891",722110,91335
"892",722110,90033
"893",722110,90028
"894",722110,91607
"895",722110,91401
"896",722110,90049
"897",722110,90026
"898",722110,91423
"899",722110,91402
"900",722110,90036
"901",722110,90048
"902",722110,91356
"903",722110,90031
"904",722110,91406
"905",722110,91335
"906",722110,91604
"907",722110,90043
"908",722110,90010
"909",722110,90015
"910",722110,91606
"911",722110,90010
"912",722110,90031
"913",722110,90014
"914",722110,90006
"915",722110,91343
"916",722110,91325
"917",722110,91436
"918",722110,91604
"919",722110,91364
"920",722110,90071
"921",722110,90006
"922",722110,90064
"923",722110,90065
"924",722110,90013
"925",722110,90036
"926",722110,91307
"927",722110,90028
"928",722110,90015
"929",722110,90043
"930",722110,91402
"931",722110,90744
"932",722110,90064
"933",722110,90012
"934",722110,90032
"935",722110,90028
"936",722110,90048
"937",722110,91423
"938",722110,90036
"939",722110,90731
"940",722110,90291
"941",722110,91342
"942",722110,90017
"943",722110,91607
"944",722110,90010
"945",722110,90013
"946",722110,91364
"947",722110,90035
"948",722110,91403
"949",722110,90046
"950",722110,90036
"951",722110,90015
"952",722110,90007
"953",722110,90018
"954",722110,91606
"955",722110,90001
"956",722110,90036
"957",722110,90710
"958",722110,90019
"959",722110,90023
"960",722110,90024
"961",722110,90008
"962",722110,90067
"963",722110,91405
"964",722110,90027
"965",722110,90247
"966",722110,90035
"967",722110,91356
"968",722110,91436
"969",722110,91356
"970",722110,91367
"971",722110,90029
"972",722110,91403
"973",722110,90041
"974",722110,90064
"975",722110,91331
"976",722110,90017
"977",722110,91344
"978",722110,91303
"979",722110,90065
"980",722110,90041
"981",722110,90036
"982",722110,90020
"983",722110,90025
"984",722110,90025
"985",722110,90045
"986",722110,91405
"987",722110,91604
"988",722110,90005
"989",722110,90068
"990",722110,90015
"991",722110,90049
"992",722110,90025
"993",722110,90047
"994",722110,90029
"995",722110,90029
"996",722110,90007
"997",722110,90066
"998",722110,90028
"999",722110,91403
"1000",722110,90006
"1001",722110,90035
"1002",722110,90025
"1003",722110,90042
"1004",722110,91335
"1005",722110,91324
"1006",722110,90049
"1007",722110,91601
"1008",722110,91423
"1009",722110,90046
"1010",722110,90042
"1011",722110,90048
"1012",722110,90292
"1013",722110,90029
"1014",722110,90017
"1015",722110,90025
"1016",722110,90033
"1017",722110,90039
"1018",722110,90071
"1019",722110,90402
"1020",722110,90045
"1021",722110,91302
"1022",722110,90501
"1023",722110,90020
"1024",722110,90003
"1025",722110,90005
"1026",722110,90292
"1027",722110,90045
"1028",722110,91324
"1029",722110,90064
"1030",722110,91335
"1031",722110,90025
"1032",722110,91345
"1033",722110,90045
"1034",722110,90032
"1035",722110,91304
"1036",722110,91325
"1037",722110,90010
"1038",722110,90014
"1039",722110,90019
"1040",722110,90017
"1041",722110,90710
"1042",722110,91342
"1043",722110,90031
"1044",722110,90015
"1045",722110,90077
"1046",722110,91316
"1047",722110,91401
"1048",722110,91401
"1049",722110,90016
"1050",722110,91344
"1051",722110,91607
"1052",722110,90042
"1053",722110,90006
"1054",722110,90029
"1055",722110,90012
"1056",722110,91604
"1057",722110,91311
"1058",722110,91345
"1059",722110,90013
"1060",722110,90036
"1061",722110,90028
"1062",722110,90021
"1063",722110,90023
"1064",722110,90023
"1065",722110,90005
"1066",722110,91604
"1067",722110,91326
"1068",722110,91364
"1069",722110,91605
"1070",722110,90048
"1071",722110,90028
"1072",722110,90071
"1073",722110,90025
"1074",722110,90012
"1075",722110,90292
"1076",722110,90035
"1077",722110,91324
"1078",722110,90071
"1079",722110,91406
"1080",722110,91364
"1081",722110,90028
"1082",722110,91601
"1083",722110,90008
"1084",722110,91324
"1085",722110,91423
"1086",722110,90028
"1087",722110,91304
"1088",722110,93543
"1089",722110,90012
"1090",722110,90046
"1091",722110,90012
"1092",722110,90025
"1093",722110,91401
"1094",722110,90036
"1095",722110,90292
"1096",722110,90032
"1097",722110,91311
"1098",722110,90043
"1099",722110,91706
"1100",722110,90071
"1101",722110,90017
"1102",722110,91326
"1103",722110,91352
"1104",722110,90036
"1105",722110,90032
"1106",722110,90732
"1107",722110,90025
"1108",722110,90057
"1109",722110,90057
"1110",722110,90004
"1111",722110,91304
"1112",722110,90013
"1113",722110,90033
"1114",722110,90017
"1115",722110,90006
"1116",722110,90006
"1117",722110,90020
"1118",722110,90015
"1119",722110,90291
"1120",722110,90057
"1121",722110,90013
"1122",722110,90732
"1123",722110,91306
"1124",722110,90501
"1125",722110,90005
"1126",722110,90731
"1127",722110,91304
"1128",722110,90033
"1129",722110,91352
"1130",722110,90038
"1131",722110,90292
"1132",722110,90057
"1133",722110,90038
"1134",722110,90004
"1135",722110,90010
"1136",722110,90731
"1137",722110,90048
"1138",722110,90003
"1139",722110,90744
"1140",722110,90039
"1141",722110,90023
"1142",722110,90011
"1143",722110,90731
"1144",722110,90067
"1145",722110,90026
"1146",722110,90059
"1147",722110,91405
"1148",722110,90026
"1149",722110,90012
"1150",722110,90025
"1151",722110,90044
"1152",722110,90744
"1153",722110,90005
"1154",722110,91604
"1155",722110,91402
"1156",722110,90012
"1157",722110,90020
"1158",722110,91403
"1159",722110,90066
"1160",722110,90039
"1161",722110,90011
"1162",722110,90291
"1163",722110,90025
"1164",722110,90004
"1165",722110,91402
"1166",722110,90036
"1167",722110,91405
"1168",722110,91401
"1169",722110,91316
"1170",722110,90036
"1171",722110,90006
"1172",722110,90039
"1173",722110,90014
"1174",722110,91343
"1175",722110,90048
"1176",722110,90012
"1177",722110,90006
"1178",722110,90291
"1179",722110,90068
"1180",722110,90029
"1181",722110,91403
"1182",722110,90744
"1183",722110,91403
"1184",722110,91311
"1185",722110,91304
"1186",722110,91356
"1187",722110,90026
"1188",722110,90020
"1189",722110,91405
"1190",722110,90023
"1191",722110,91601
"1192",722110,90071
"1193",722110,91342
"1194",722110,90006
"1195",722110,90028
"1196",722110,91352
"1197",722110,91331
"1198",722110,91406
"1199",722110,90005
"1200",722110,91335
"1201",722110,91601
"1202",722110,90064
"1203",722110,91342
"1204",722110,90003
"1205",722110,91602
"1206",722110,90015
"1207",722110,91331
"1208",722110,90026
"1209",722110,91423
"1210",722110,90066
"1211",722110,91311
"1212",722110,90071
"1213",722110,90008
"1214",722110,90035
"1215",722110,90045
"1216",722110,90731
"1217",722110,90013
"1218",722110,90004
"1219",722110,90046
"1220",722110,91436
"1221",722110,90038
"1222",722110,90016
"1223",722110,91423
"1224",722110,91402
"1225",722110,91343
"1226",722110,90036
"1227",722110,91604
"1228",722110,90012
"1229",722110,91352
"1230",722110,90011
"1231",722110,91311
"1232",722110,90014
"1233",722110,90020
"1234",722110,90028
"1235",722110,90025
"1236",722110,91604
"1237",722110,91405
"1238",722110,91403
"1239",722110,91304
"1240",722110,90028
"1241",722110,91367
"1242",722110,90065
"1243",722110,91401
"1244",722110,90026
"1245",722110,90042
"1246",722110,90731
"1247",722110,90011
"1248",722110,91604
"1249",722110,91605
"1250",722110,91605
"1251",722110,90064
"1252",722110,90291
"1253",722110,90048
"1254",722110,90028
"1255",722110,90006
"1256",722110,90031
"1257",722110,90024
"1258",722110,90042
"1259",722110,90027
"1260",722110,91316
"1261",722110,90020
"1262",722110,90046
"1263",722110,90004
"1264",722110,91605
"1265",722110,90027
"1266",722110,90021
"1267",722110,90029
"1268",722110,91324
"1269",722110,91331
"1270",722110,90057
"1271",722110,90016
"1272",722110,91367
"1273",722110,90731
"1274",722110,90034
"1275",722110,90042
"1276",722110,90710
"1277",722110,90025
"1278",722110,91324
"1279",722110,90012
"1280",722110,90028
"1281",722110,90027
"1282",722110,90028
"1283",722110,91406
"1284",722110,91602
"1285",722110,91340
"1286",722110,90027
"1287",722110,91605
"1288",722110,91436
"1289",722110,91324
"1290",722110,91324
"1291",722110,91344
"1292",722110,90037
"1293",722110,90038
"1294",722110,91316
"1295",722110,90731
"1296",722110,90057
"1297",722110,91364
"1298",722110,90067
"1299",722110,90002
"1300",722110,90019
"1301",722110,91324
"1302",722110,90020
"1303",722110,90029
"1304",722110,91303
"1305",722110,90036
"1306",722110,90063
"1307",722110,90004
"1308",722110,90021
"1309",722110,90048
"1310",722110,91405
"1311",722110,90001
"1312",722110,90034
"1313",722110,91403
"1314",722110,90012
"1315",722110,90013
"1316",722110,91604
"1317",722110,91405
"1318",722110,90017
"1319",722110,90013
"1320",722110,90057
"1321",722110,91306
"1322",722110,90010
"1323",722110,90025
"1324",722110,90024
"1325",722110,90015
"1326",722110,91436
"1327",722110,90048
"1328",722110,90068
"1329",722110,91356
"1330",722110,90017
"1331",722110,90024
"1332",722110,90003
"1333",722110,90005
"1334",722110,90019
"1335",722110,90058
"1336",722110,90023
"1337",722110,90039
"1338",722110,91607
"1339",722110,90028
"1340",722110,90045
"1341",722110,90067
"1342",722110,91324
"1343",722110,90731
"1344",722110,90004
"1345",722110,90731
"1346",722110,91402
"1347",722110,90012
"1348",722110,90020
"1349",722110,90293
"1350",722110,90021
"1351",722110,90017
"1352",722110,91356
"1353",722110,90028
"1354",722110,91406
"1355",722110,90061
"1356",722110,90039
"1357",722110,90005
"1358",722110,90071
"1359",722110,91324
"1360",722110,91602
"1361",722110,90031
"1362",722110,90023
"1363",722110,90063
"1364",722110,90039
"1365",722110,91306
"1366",722110,90041
"1367",722110,90025
"1368",722110,91342
"1369",722110,91324
"1370",722110,91335
"1371",722110,90029
"1372",722110,90028
"1373",722110,90005
"1374",722110,90033
"1375",722110,91344
"1376",722110,90010
"1377",722110,91324
"1378",722110,91604
"1379",722110,91331
"1380",722110,90048
"1381",722110,91344
"1382",722110,90045
"1383",722110,90293
"1384",722110,90501
"1385",722110,90291
"1386",722110,90011
"1387",722110,91423
"1388",722110,90044
"1389",722110,90039
"1390",722110,90005
"1391",722110,90008
"1392",722110,90013
"1393",722110,90042
"1394",722110,91605
"1395",722110,91303
"1396",722110,91344
"1397",722110,90013
"1398",722110,91604
"1399",722110,90006
"1400",722110,91423
"1401",722110,90066
"1402",722110,90045
"1403",722110,90026
"1404",722110,90064
"1405",722110,91601
"1406",722110,90029
"1407",722110,90011
"1408",722110,91304
"1409",722110,90034
"1410",722110,90043
"1411",722110,91403
"1412",722110,90049
"1413",722110,90027
"1414",722110,90028
"1415",722110,91324
"1416",722110,90024
"1417",722110,91344
"1418",722110,91325
"1419",722110,90036
"1420",722110,90036
"1421",722110,90039
"1422",722110,90247
"1423",722110,90038
"1424",722110,90027
"1425",722110,90034
"1426",722110,90026
"1427",722110,91342
"1428",722110,90037
"1429",722110,90045
"1430",722110,91316
"1431",722110,90004
"1432",722110,90042
"1433",722110,91406
"1434",722110,90008
"1435",722110,90034
"1436",722110,90057
"1437",722110,90057
"1438",722110,91331
"1439",722110,90037
"1440",722110,90005
"1441",722110,90044
"1442",722110,90028
"1443",722110,90033
"1444",722110,91311
"1445",722110,91605
"1446",722110,90027
"1447",722110,90012
"1448",722110,90021
"1449",722110,90046
"1450",722110,90014
"1451",722110,90731
"1452",722110,91311
"1453",722110,91303
"1454",722110,90014
"1455",722110,90004
"1456",722110,90731
"1457",722110,90031
"1458",722110,91306
"1459",722110,91303
"1460",722110,91311
"1461",722110,90015
"1462",722110,91364
"1463",722110,90021
"1464",722110,91604
"1465",722110,90047
"1466",722110,91605
"1467",722110,91352
"1468",722110,90003
"1469",722110,90046
"1470",722110,90032
"1471",722110,91344
"1472",722110,90046
"1473",722110,91335
"1474",722110,91607
"1475",722110,91344
"1476",722110,90029
"1477",722110,90023
"1478",722110,90028
"1479",722110,90044
"1480",722110,91402
"1481",722110,90291
"1482",722110,90018
"1483",722110,91303
"1484",722110,91601
"1485",722110,91602
"1486",722110,90012
"1487",722110,91401
"1488",722110,91605
"1489",722110,91331
"1490",722110,90037
"1491",722110,90034
"1492",722110,90066
"1493",722110,90033
"1494",722110,90016
