Score,ZIP
94,78653
97,78653
100,78653
100,78653
97,78653
94,78653
100,78653
92,78653
91,78653
97,78653
97,78653
96,78653
100,78653
93,78653
86,78653
100,78653
97,78653
84,78653
76,78653
83,78653
82,78653
73,78653
78,78653
85,78653
97,78653
100,78653
98,78653
100,78653
100,78653
97,78653
90,78653
98,78653
100,78653
90,78653
96,78653
100,78653
100,78653
100,78653
93,78653
99,78653
100,78653
100,78653
98,78653
97,78653
94,78653
97,78653
89,78653
97,78653
97,78653
88,78653
100,78653
80,78653
90,78653
90,78653
97,78653
100,78653
88,78653
79,78653
83,78653
78,78653
94,78653
68,78653
89,78653
85,78653
93,78653
100,78653
100,78653
100,78653
97,78653
100,78653
94,78653
97,78653
94,78653
89,78653
94,78653
97,78653
100,78653
100,78653
98,78653
96,78653
100,78653
90,78653
95,78653
91,78653
88,78653
89,78653
95,78653
92,78653
95,78653
93,78653
94,78653
83,78653
96,78653
90,78653
84,78653
100,78653
100,78653
96,78653
100,78653
100,78653
100,78653
92,78653
94,78653
90,78653
97,78653
97,78653
97,78653
96,78653
100,78653
84,78653
98,78653
100,78653
100,78653
94,78653
95,78653
100,78653
88,78653
88,78653
100,78653
87,78653
96,78653
100,78653
79,78653
89,78653
100,78653
100,78653
92,78653
96,78653
90,78653
100,78653
93,78653
97,78653
91,78653
97,78653
87,78653
93,78653
100,78653
93,78653
90,78653
100,78653
88,78653
100,78653
96,78653
97,78653
100,78653
88,78653
75,78653
100,78653
87,78653
93,78653
91,78653
97,78653
91,78653
100,78653
100,78653
94,78653
95,78653
94,78653
100,78653
100,78653
100,78653
89,78653
96,78653
94,78653
97,78653
81,78653
97,78653
90,78653
100,78653
100,78653
100,78653
100,78653
97,78653
93,78653
88,78653
94,78653
88,78653
93,78653
97,78653
91,78653
89,78653
97,78653
97,78653
79,78653
94,78653
96,78653
89,78653
95,78653
85,78653
87,78653
92,78653
100,78653
100,78653
78,78653
91,78653
90,78653
94,78653
100,78653
95,78653
91,78653
86,78653
94,78653
100,78653
97,78653
97,78653
89,78653
82,78653
94,78653
97,78653
97,78653
100,78653
100,78653
97,78653
95,78653
89,78654
100,78654
