Score,ZIP
95,78705
93,78705
92,78705
96,78705
100,78705
97,78705
90,78705
100,78705
93,78705
94,78705
84,78705
96,78705
98,78705
90,78705
100,78705
92,78705
100,78705
100,78705
97,78705
97,78705
97,78705
100,78705
97,78705
94,78705
95,78705
97,78705
100,78705
70,78705
96,78705
100,78705
72,78705
94,78705
80,78705
89,78705
86,78705
89,78705
90,78705
96,78705
97,78705
91,78705
93,78705
98,78705
97,78705
92,78705
82,78705
93,78705
95,78705
94,78705
93,78705
76,78705
93,78705
85,78705
100,78705
97,78705
91,78705
100,78705
74,78705
100,78705
100,78705
97,78705
98,78705
92,78705
96,78705
100,78705
94,78705
96,78705
100,78705
97,78705
97,78705
87,78705
97,78705
93,78705
97,78705
92,78705
91,78705
79,78705
97,78705
100,78705
90,78705
92,78705
97,78705
94,78705
97,78705
100,78705
94,78705
96,78705
94,78705
93,78705
93,78705
100,78705
81,78705
98,78705
82,78705
97,78705
100,78705
78,78705
67,78705
89,78705
94,78705
94,78705
94,78705
91,78705
100,78705
92,78705
92,78705
100,78705
100,78705
98,78705
93,78705
89,78705
97,78705
89,78705
95,78705
88,78705
100,78705
97,78705
100,78705
88,78705
96,78705
94,78705
85,78705
89,78705
97,78705
79,78705
83,78705
100,78705
100,78705
82,78705
90,78705
83,78705
100,78705
97,78705
94,78705
99,78705
74,78705
100,78705
91,78705
96,78705
99,78705
100,78705
85,78705
79,78705
100,78705
97,78705
93,78705
90,78705
97,78705
91,78705
95,78705
95,78705
94,78705
80,78705
100,78705
100,78705
100,78705
91,78705
96,78705
100,78705
100,78705
98,78705
92,78705
100,78705
100,78705
95,78705
97,78705
100,78705
88,78705
100,78705
89,78705
99,78705
95,78705
100,78705
100,78705
97,78705
74,78705
82,78705
97,78705
93,78705
83,78705
93,78705
97,78705
97,78705
93,78705
94,78705
92,78705
97,78705
95,78705
93,78705
94,78705
93,78705
94,78705
86,78705
94,78705
97,78705
100,78705
100,78705
68,78705
91,78705
97,78705
92,78705
91,78705
92,78705
97,78705
92,78705
88,78705
95,78705
96,78705
100,78705
84,78705
91,78705
99,78705
100,78705
96,78705
100,78705
92,78705
95,78705
100,78705
96,78705
97,78705
100,78705
91,78705
97,78705
93,78705
100,78705
85,78705
95,78705
99,78705
95,78705
94,78705
97,78705
90,78705
96,78705
94,78705
97,78705
78,78705
95,78705
96,78705
98,78705
97,78705
96,78705
93,78705
99,78705
91,78705
96,78705
93,78705
97,78705
86,78705
100,78705
95,78705
91,78705
100,78705
87,78705
91,78705
85,78705
93,78705
92,78705
97,78705
100,78705
88,78705
95,78705
95,78705
94,78705
90,78705
91,78705
97,78705
90,78705
96,78705
92,78705
88,78705
82,78705
97,78705
86,78705
90,78705
86,78705
100,78705
91,78705
88,78705
83,78705
98,78705
92,78705
91,78705
97,78705
96,78705
91,78705
89,78705
93,78705
75,78705
93,78705
100,78705
97,78705
95,78705
97,78705
94,78705
97,78705
95,78705
91,78705
90,78705
94,78705
81,78705
100,78705
97,78705
96,78705
95,78705
89,78705
92,78705
94,78705
97,78705
89,78705
97,78705
97,78705
97,78705
96,78705
90,78705
97,78705
91,78705
95,78705
78,78705
93,78705
90,78705
91,78705
100,78705
85,78705
100,78705
97,78705
98,78705
96,78705
100,78705
97,78705
100,78705
91,78705
82,78705
100,78705
97,78705
79,78705
93,78705
98,78705
97,78705
97,78705
97,78705
91,78705
97,78705
82,78705
94,78705
88,78705
100,78705
84,78705
100,78705
100,78705
100,78705
82,78705
94,78705
91,78705
100,78705
88,78705
87,78705
100,78705
100,78705
96,78705
74,78705
95,78705
77,78705
94,78705
94,78705
100,78705
75,78705
83,78705
98,78705
93,78705
76,78705
73,78705
88,78705
94,78705
85,78705
100,78705
86,78705
79,78705
88,78705
95,78705
94,78705
92,78705
100,78705
90,78705
93,78705
100,78705
100,78705
84,78705
100,78705
87,78705
85,78705
97,78705
98,78705
83,78705
91,78705
100,78705
92,78705
97,78705
83,78705
75,78705
93,78705
89,78705
85,78705
88,78705
96,78705
94,78705
93,78705
90,78705
87,78705
100,78705
89,78705
95,78705
76,78705
85,78705
86,78705
91,78705
84,78705
97,78705
70,78705
97,78705
85,78705
76,78705
88,78705
92,78705
88,78705
95,78705
94,78705
100,78705
97,78705
93,78705
97,78705
93,78705
97,78705
100,78705
85,78705
96,78705
94,78705
96,78705
89,78705
93,78705
97,78705
92,78705
88,78705
100,78705
86,78705
100,78705
94,78705
59,78705
84,78705
74,78705
100,78705
75,78705
97,78705
100,78705
90,78705
86,78705
96,78705
54,78705
100,78705
70,78705
79,78705
86,78705
88,78705
54,78705
86,78705
86,78705
86,78705
93,78705
100,78705
99,78705
88,78705
100,78705
93,78705
100,78705
96,78705
97,78705
83,78705
85,78705
90,78705
100,78705
100,78705
94,78705
94,78705
100,78705
90,78705
92,78705
100,78705
84,78705
100,78705
100,78705
96,78705
97,78705
93,78705
100,78705
87,78705
89,78705
97,78705
100,78705
97,78705
94,78705
93,78705
89,78705
97,78705
85,78705
76,78705
100,78705
97,78705
85,78705
86,78705
80,78705
93,78705
97,78705
86,78705
100,78705
100,78705
100,78705
94,78705
98,78705
100,78705
69,78705
94,78705
100,78705
80,78705
90,78705
78,78705
78,78705
87,78705
100,78705
98,78705
96,78705
91,78705
86,78705
100,78705
92,78705
95,78705
100,78705
97,78705
95,78705
92,78705
75,78705
92,78705
84,78705
91,78705
96,78705
100,78705
90,78705
97,78705
93,78705
96,78705
91,78705
82,78705
89,78705
100,78705
97,78705
97,78705
97,78705
94,78705
94,78705
88,78705
96,78705
87,78705
97,78705
85,78705
98,78705
94,78705
96,78705
94,78705
100,78705
94,78705
97,78705
93,78705
84,78705
93,78705
88,78705
85,78705
97,78705
91,78705
94,78705
100,78705
86,78705
93,78705
100,78705
94,78705
100,78705
90,78705
94,78705
100,78705
72,78705
85,78705
94,78705
82,78705
86,78705
84,78705
96,78705
93,78705
85,78705
93,78705
94,78705
95,78705
79,78705
94,78705
96,78705
88,78705
78,78705
95,78705
78,78705
89,78705
96,78705
94,78705
97,78705
97,78705
93,78705
93,78705
95,78705
89,78705
100,78705
89,78705
94,78705
83,78705
89,78705
93,78705
94,78705
97,78705
85,78705
87,78705
97,78705
88,78705
87,78705
80,78705
97,78705
97,78705
93,78705
93,78705
95,78705
89,78705
87,78705
88,78705
92,78705
96,78705
86,78705
94,78705
89,78705
92,78705
97,78705
88,78705
100,78705
91,78705
63,78705
84,78705
86,78705
90,78705
97,78705
88,78705
94,78705
100,78705
67,78705
65,78705
96,78705
100,78705
81,78705
97,78705
92,78705
93,78705
92,78705
95,78705
83,78705
90,78705
86,78705
92,78705
95,78705
97,78705
98,78705
94,78705
94,78705
82,78705
72,78705
100,78705
100,78717
95,78717
86,78717
80,78717
92,78717
88,78717
95,78717
93,78717
97,78717
90,78717
96,78717
84,78717
100,78717
95,78717
95,78717
94,78717
90,78717
100,78717
100,78717
97,78717
92,78717
97,78717
97,78717
97,78717
93,78717
95,78717
89,78717
90,78717
96,78717
84,78717
94,78717
100,78717
92,78717
95,78717
93,78717
97,78717
93,78717
90,78717
99,78717
100,78717
100,78717
94,78717
96,78717
100,78717
100,78717
96,78717
100,78717
100,78717
96,78717
100,78717
70,78717
97,78717
100,78717
100,78717
97,78717
100,78717
100,78717
98,78717
100,78717
100,78717
100,78717
100,78717
100,78717
100,78717
79,78717
100,78717
71,78717
100,78717
100,78717
94,78717
95,78717
89,78717
93,78717
99,78717
99,78717
95,78717
100,78717
100,78717
96,78717
100,78717
100,78717
73,78717
97,78717
100,78717
100,78717
94,78717
91,78717
80,78717
90,78717
97,78717
100,78717
96,78717
100,78717
85,78717
91,78717
90,78717
86,78717
100,78717
90,78717
92,78717
82,78717
96,78717
100,78717
98,78717
100,78717
93,78717
98,78717
96,78717
88,78717
75,78717
82,78717
74,78717
85,78717
97,78717
75,78717
97,78717
90,78717
85,78717
97,78717
76,78717
85,78717
77,78717
70,78717
84,78717
80,78717
80,78717
90,78717
85,78717
88,78717
94,78717
98,78717
97,78717
95,78717
100,78717
97,78717
96,78717
99,78717
93,78717
91,78717
90,78717
84,78717
96,78717
92,78717
95,78717
100,78717
93,78717
94,78717
86,78717
72,78717
92,78717
80,78717
84,78717
100,78717
100,78717
98,78717
100,78717
96,78717
91,78717
96,78717
99,78717
96,78717
100,78717
100,78717
96,78717
97,78717
91,78717
87,78717
87,78717
92,78717
86,78717
94,78717
96,78717
92,78717
90,78717
90,78717
92,78717
94,78717
93,78717
100,78717
96,78717
91,78717
94,78717
96,78717
93,78717
90,78717
98,78717
77,78717
87,78717
80,78717
73,78717
73,78717
97,78717
95,78717
96,78717
96,78717
97,78717
87,78717
90,78717
100,78717
100,78717
99,78717
100,78717
94,78717
97,78717
84,78717
86,78717
80,78717
100,78717
81,78717
100,78717
94,78717
92,78717
91,78717
92,78717
91,78717
92,78717
93,78717
90,78717
79,78717
93,78717
89,78717
88,78717
92,78717
89,78717
82,78717
84,78717
97,78717
90,78717
95,78717
77,78717
91,78717
97,78717
87,78717
82,78717
97,78717
75,78717
72,78717
82,78717
84,78717
79,78717
100,78717
95,78717
100,78717
100,78717
96,78717
94,78717
100,78717
87,78717
92,78717
93,78717
90,78717
94,78717
82,78717
88,78717
83,78717
91,78717
94,78717
97,78717
91,78717
93,78717
84,78717
97,78717
92,78717
93,78717
96,78717
90,78717
86,78717
94,78717
90,78717
79,78717
93,78717
87,78717
97,78717
82,78717
97,78717
100,78717
84,78717
100,78717
100,78717
90,78717
100,78717
100,78717
97,78717
96,78717
98,78717
100,78717
100,78717
96,78717
98,78717
94,78717
80,78717
96,78717
100,78717
100,78717
97,78717
100,78717
100,78717
100,78717
100,78717
100,78717
100,78717
98,78717
98,78717
82,78717
93,78717
96,78717
74,78719
90,78719
89,78719
93,78719
97,78719
72,78719
79,78719
94,78719
96,78719
89,78719
95,78719
100,78719
90,78719
92,78719
97,78719
93,78719
95,78719
91,78719
88,78719
92,78719
100,78719
100,78719
94,78719
97,78719
97,78719
100,78719
100,78719
94,78719
93,78719
100,78719
100,78719
92,78719
97,78719
91,78719
99,78719
93,78719
97,78719
93,78719
95,78719
98,78719
96,78719
100,78719
99,78719
100,78719
100,78719
100,78719
100,78719
89,78719
87,78719
97,78719
99,78719
91,78719
100,78719
95,78719
82,78719
95,78719
97,78719
97,78719
96,78719
95,78719
91,78719
100,78719
95,78719
93,78719
93,78719
100,78719
94,78719
100,78719
90,78719
100,78719
95,78719
100,78719
98,78719
88,78719
93,78719
97,78719
91,78719
99,78719
93,78719
86,78719
82,78719
92,78719
97,78719
93,78719
85,78719
97,78719
85,78719
94,78719
94,78719
100,78719
88,78719
95,78719
98,78719
90,78719
100,78719
100,78719
90,78719
100,78719
94,78719
97,78719
100,78719
87,78719
100,78719
100,78719
91,78719
95,78719
100,78719
93,78719
83,78719
93,78719
80,78719
97,78719
97,78719
97,78719
100,78719
91,78719
86,78719
96,78719
94,78719
99,78719
97,78719
100,78719
65,78719
87,78719
100,78719
95,78719
79,78719
78,78719
100,78719
86,78719
93,78719
90,78719
94,78719
97,78719
96,78719
90,78719
84,78719
81,78719
92,78719
88,78719
73,78719
74,78719
88,78719
64,78719
80,78719
88,78719
89,78719
93,78719
87,78719
73,78719
66,78719
81,78719
91,78719
84,78719
100,78719
97,78719
86,78719
80,78719
87,78719
95,78719
92,78719
81,78719
89,78719
83,78721
92,78721
100,78721
98,78721
89,78721
84,78721
97,78721
95,78721
100,78721
98,78721
94,78721
95,78721
96,78721
95,78721
100,78721
93,78721
82,78721
92,78721
97,78721
80,78721
86,78721
90,78721
89,78721
91,78721
88,78721
94,78721
96,78721
82,78721
97,78721
96,78721
97,78721
100,78721
96,78721
100,78721
100,78721
87,78721
100,78721
100,78721
84,78721
94,78721
100,78721
95,78721
89,78721
100,78721
98,78721
81,78721
93,78721
89,78721
95,78721
95,78721
93,78721
97,78721
86,78721
94,78721
69,78721
100,78721
100,78721
85,78721
88,78721
85,78721
82,78721
86,78721
97,78721
88,78721
94,78721
98,78721
95,78721
93,78721
97,78721
96,78721
98,78721
91,78721
94,78721
100,78721
100,78721
100,78721
90,78721
100,78721
98,78721
100,78721
99,78721
100,78721
94,78721
96,78721
84,78721
83,78721
83,78721
93,78721
91,78721
100,78721
93,78721
100,78721
90,78721
89,78721
83,78721
93,78721
92,78721
89,78721
83,78721
100,78721
97,78721
97,78721
97,78721
73,78721
65,78721
94,78721
97,78721
100,78721
96,78721
93,78721
89,78721
100,78721
81,78721
87,78721
100,78721
83,78721
99,78721
100,78721
97,78721
89,78721
100,78721
80,78721
96,78721
97,78721
83,78721
100,78721
94,78721
84,78721
84,78721
89,78721
92,78721
88,78721
90,78721
78,78721
93,78721
89,78721
82,78721
87,78721
94,78721
90,78721
97,78721
82,78721
89,78721
89,78721
95,78721
88,78721
91,78721
96,78721
83,78721
97,78721
93,78721
87,78721
94,78721
97,78721
100,78721
97,78721
85,78721
100,78721
97,78721
93,78721
100,78721
98,78721
100,78721
99,78721
87,78721
93,78721
90,78721
97,78721
89,78721
93,78721
63,78721
97,78721
97,78721
90,78721
73,78721
68,78721
77,78721
92,78721
94,78721
90,78722
97,78722
90,78722
82,78722
89,78722
92,78722
85,78722
97,78722
83,78722
91,78722
96,78722
96,78722
100,78722
85,78722
85,78722
78,78722
87,78722
86,78722
89,78722
97,78722
80,78722
82,78722
78,78722
87,78722
97,78722
97,78722
92,78722
77,78722
91,78722
96,78722
84,78722
81,78722
87,78722
79,78722
94,78722
85,78722
89,78722
91,78722
97,78722
100,78722
96,78722
100,78722
94,78722
94,78722
94,78722
90,78722
97,78722
100,78722
100,78722
100,78722
100,78722
100,78722
99,78722
88,78722
100,78722
97,78722
86,78722
86,78722
72,78722
89,78722
100,78722
95,78722
100,78722
96,78722
97,78722
100,78722
97,78722
98,78722
92,78722
88,78722
64,78722
91,78722
83,78722
82,78722
100,78722
100,78722
94,78722
88,78722
100,78722
86,78722
87,78722
97,78722
100,78722
93,78722
83,78722
95,78722
79,78722
90,78722
75,78722
91,78722
97,78722
86,78722
84,78722
90,78722
85,78722
87,78722
93,78722
100,78722
96,78722
95,78722
92,78722
88,78722
98,78722
88,78722
91,78722
90,78722
94,78722
97,78722
82,78722
100,78722
98,78722
93,78722
94,78722
83,78722
96,78722
95,78722
91,78722
78,78722
86,78722
87,78722
91,78722
100,78722
92,78722
100,78722
94,78722
70,78722
93,78722
80,78722
96,78722
77,78722
81,78722
88,78722
92,78722
88,78722
82,78722
97,78722
62,78722
78,78722
91,78722
94,78722
78,78722
94,78722
92,78722
97,78722
76,78722
80,78722
91,78722
97,78722
84,78722
97,78722
85,78722
97,78722
75,78722
96,78722
96,78722
95,78722
94,78722
95,78722
81,78722
98,78722
100,78722
74,78722
100,78722
97,78722
100,78722
100,78722
100,78722
100,78722
96,78722
97,78722
100,78722
100,78722
92,78722
98,78722
100,78722
97,78722
96,78722
100,78722
100,78722
100,78722
95,78722
97,78722
100,78722
98,78722
100,78722
98,78722
100,78722
100,78722
93,78722
97,78722
97,78722
97,78722
100,78722
74,78722
68,78722
76,78722
77,78722
88,78722
92,78722
90,78722
97,78722
100,78722
98,78722
94,78722
86,78722
94,78722
96,78722
100,78722
97,78722
100,78722
93,78722
90,78722
100,78722
97,78722
90,78722
95,78722
94,78722
92,78722
90,78722
93,78722
97,78722
90,78722
77,78722
84,78722
87,78722
97,78722
90,78722
90,78722
76,78722
81,78722
93,78722
93,78722
91,78722
81,78722
78,78722
90,78722
94,78722
81,78723
95,78723
90,78723
85,78723
93,78723
100,78723
78,78723
87,78723
97,78723
98,78723
82,78723
94,78723
94,78723
89,78723
88,78723
90,78723
92,78723
92,78723
94,78723
87,78723
77,78723
86,78723
97,78723
88,78723
92,78723
84,78723
79,78723
97,78723
98,78723
95,78723
94,78723
97,78723
84,78723
91,78723
97,78723
98,78723
70,78723
94,78723
93,78723
100,78723
94,78723
93,78723
100,78723
96,78723
92,78723
100,78723
100,78723
98,78723
100,78723
93,78723
87,78723
97,78723
100,78723
80,78723
83,78723
97,78723
91,78723
78,78723
97,78723
91,78723
78,78723
80,78723
94,78723
92,78723
93,78723
79,78723
97,78723
100,78723
93,78723
95,78723
100,78723
96,78723
96,78723
94,78723
100,78723
94,78723
96,78723
98,78723
73,78723
99,78723
96,78723
97,78723
94,78723
72,78723
100,78723
71,78723
100,78723
72,78723
96,78723
100,78723
96,78723
66,78723
100,78723
96,78723
100,78723
93,78723
80,78723
100,78723
100,78723
88,78723
88,78723
87,78723
99,78723
92,78723
93,78723
96,78723
95,78723
85,78723
94,78723
78,78723
96,78723
88,78723
100,78723
89,78723
97,78723
77,78723
85,78723
96,78723
99,78723
92,78723
100,78723
94,78723
83,78723
100,78723
93,78723
98,78723
100,78723
97,78723
88,78723
93,78723
99,78723
85,78723
79,78723
100,78723
100,78723
97,78723
97,78723
90,78723
86,78723
100,78723
100,78723
100,78723
100,78723
100,78723
97,78723
98,78723
96,78723
90,78723
100,78723
94,78723
70,78723
97,78723
90,78723
97,78723
96,78723
100,78723
100,78723
93,78723
97,78723
100,78723
86,78723
95,78723
100,78723
100,78723
100,78723
99,78723
85,78723
90,78723
100,78723
92,78723
86,78723
100,78723
86,78723
95,78723
93,78723
94,78723
98,78723
86,78723
97,78723
90,78723
80,78723
100,78723
88,78723
95,78723
93,78723
98,78723
98,78723
100,78723
97,78723
90,78723
96,78723
98,78723
97,78723
93,78723
93,78723
100,78723
100,78723
100,78723
89,78723
97,78723
77,78723
84,78723
99,78723
95,78723
94,78723
89,78723
97,78723
77,78723
100,78723
87,78723
94,78723
83,78723
74,78723
92,78723
97,78723
92,78723
90,78723
88,78723
87,78723
82,78723
91,78723
68,78723
97,78723
97,78723
100,78723
95,78723
85,78723
80,78723
90,78723
92,78723
83,78723
87,78723
90,78723
91,78723
97,78723
100,78723
81,78723
85,78723
72,78723
94,78723
100,78723
100,78723
100,78723
99,78723
100,78723
97,78723
90,78723
87,78723
100,78723
99,78723
94,78723
100,78723
100,78723
98,78723
100,78723
100,78723
95,78723
96,78723
100,78723
74,78723
100,78723
93,78723
96,78723
87,78723
97,78723
92,78723
91,78723
100,78723
99,78723
85,78723
78,78723
96,78723
97,78723
98,78723
100,78723
98,78723
90,78723
97,78723
74,78723
98,78723
88,78723
97,78723
94,78723
86,78723
100,78723
79,78723
97,78723
91,78723
97,78723
100,78723
95,78723
97,78723
97,78723
97,78723
100,78723
97,78723
97,78723
94,78723
70,78723
93,78723
94,78723
100,78723
91,78723
93,78723
86,78723
90,78723
79,78723
98,78723
57,78723
85,78723
95,78723
95,78723
97,78723
100,78723
100,78723
89,78723
97,78723
97,78723
95,78723
97,78723
84,78723
81,78723
92,78723
100,78723
95,78723
78,78723
96,78723
79,78723
85,78723
89,78723
85,78723
97,78723
88,78723
90,78723
93,78723
97,78723
86,78723
79,78723
83,78723
100,78723
79,78723
85,78723
77,78723
91,78723
91,78723
78,78723
89,78723
95,78723
78,78723
88,78723
93,78723
97,78723
96,78723
100,78723
92,78723
87,78723
86,78723
91,78723
96,78723
86,78723
97,78723
86,78723
87,78723
91,78723
93,78723
94,78723
92,78723
94,78723
93,78723
97,78723
90,78723
93,78723
83,78723
96,78723
92,78723
92,78723
95,78723
81,78723
91,78723
93,78723
97,78723
97,78723
95,78723
93,78723
93,78723
89,78723
93,78723
98,78723
97,78723
93,78723
96,78723
96,78723
93,78723
98,78723
91,78723
100,78723
93,78723
89,78723
100,78723
96,78723
100,78723
90,78723
93,78723
86,78723
100,78723
80,78723
89,78723
93,78723
97,78723
92,78723
89,78723
97,78723
80,78723
91,78723
90,78723
100,78723
96,78723
86,78723
82,78723
82,78723
93,78723
94,78723
94,78723
98,78723
82,78723
86,78723
97,78723
78,78723
100,78723
85,78723
90,78723
89,78723
90,78723
92,78723
100,78723
90,78723
85,78723
98,78723
96,78723
96,78723
92,78723
96,78723
82,78723
93,78723
97,78723
93,78723
100,78723
100,78723
99,78723
78,78723
100,78723
94,78723
93,78723
100,78723
96,78723
99,78723
97,78723
97,78723
87,78723
83,78723
97,78723
89,78723
94,78723
85,78723
97,78723
91,78723
100,78723
100,78723
93,78723
86,78723
97,78723
100,78723
79,78723
100,78723
92,78723
94,78723
99,78723
100,78723
97,78723
99,78723
100,78723
96,78723
93,78723
85,78723
93,78723
92,78723
97,78723
91,78723
82,78723
100,78723
99,78723
100,78723
93,78723
100,78723
94,78723
89,78723
88,78723
95,78723
83,78723
97,78723
100,78723
99,78723
90,78723
95,78723
100,78723
97,78723
91,78723
100,78723
97,78723
91,78723
90,78723
88,78723
100,78723
99,78723
100,78723
94,78723
90,78723
94,78723
85,78723
92,78723
89,78723
94,78723
97,78723
84,78723
93,78723
91,78723
96,78723
91,78723
98,78723
89,78723
100,78723
85,78723
84,78723
87,78723
67,78723
90,78723
89,78723
68,78723
88,78723
82,78723
94,78723
74,78723
95,78723
84,78723
94,78723
94,78723
87,78723
90,78723
89,78723
72,78723
86,78723
94,78723
89,78723
93,78723
100,78723
91,78723
96,78723
97,78723
91,78723
97,78723
70,78723
100,78723
86,78723
96,78723
96,78723
87,78723
96,78723
98,78723
100,78723
80,78723
85,78723
100,78723
90,78723
100,78723
94,78723
95,78723
95,78723
100,78723
94,78723
97,78723
94,78723
100,78723
91,78723
95,78723
85,78723
77,78723
90,78723
91,78723
90,78723
97,78723
77,78723
88,78723
83,78723
93,78723
90,78723
96,78723
92,78723
100,78723
94,78723
93,78723
100,78723
100,78723
99,78723
94,78723
90,78723
93,78723
91,78723
94,78723
97,78723
98,78723
97,78723
82,78723
97,78723
95,78723
86,78723
97,78723
97,78723
93,78723
96,78723
90,78723
95,78723
98,78723
97,78723
77,78723
91,78723
77,78723
99,78723
100,78723
93,78723
95,78723
90,78723
93,78723
100,78723
69,78723
72,78723
100,78723
77,78723
100,78723
66,78723
100,78723
83,78723
98,78723
94,78723
89,78723
81,78723
98,78723
95,78723
89,78723
84,78723
95,78723
93,78723
84,78723
85,78723
92,78723
97,78723
100,78723
100,78723
95,78723
100,78723
88,78723
100,78723
100,78723
100,78723
91,78723
97,78723
97,78723
93,78723
97,78723
92,78723
100,78723
90,78723
90,78723
100,78723
97,78723
100,78723
93,78723
97,78723
100,78723
89,78723
100,78723
97,78723
99,78723
96,78723
92,78724
100,78724
89,78724
93,78724
93,78724
94,78724
80,78724
87,78724
87,78724
94,78724
91,78724
90,78724
85,78724
94,78724
89,78724
91,78724
88,78724
97,78724
81,78724
90,78724
89,78724
100,78724
97,78724
85,78724
97,78724
100,78724
94,78724
91,78724
82,78724
67,78724
79,78724
93,78724
86,78724
89,78724
90,78724
93,78724
96,78724
96,78724
95,78724
97,78724
100,78724
100,78724
81,78724
97,78724
89,78724
93,78724
90,78724
100,78724
98,78724
100,78724
90,78724
83,78724
90,78724
92,78724
96,78724
96,78724
96,78724
90,78724
92,78724
90,78724
100,78724
86,78724
97,78724
100,78724
86,78724
89,78724
93,78724
96,78724
96,78724
95,78724
89,78724
92,78724
87,78724
97,78724
100,78724
100,78724
94,78724
100,78724
99,78724
92,78724
100,78724
100,78724
93,78724
100,78724
97,78724
82,78724
94,78724
98,78724
94,78724
88,78724
97,78724
96,78724
97,78724
93,78724
96,78724
71,78724
83,78724
81,78724
80,78724
91,78724
100,78724
91,78724
95,78724
99,78724
94,78724
100,78724
88,78724
100,78724
93,78724
93,78724
87,78724
77,78724
88,78724
95,78724
86,78724
81,78724
70,78724
82,78724
79,78724
97,78724
97,78724
84,78724
80,78724
97,78724
91,78724
94,78724
88,78724
86,78724
71,78724
71,78724
72,78724
96,78724
64,78724
88,78724
94,78724
79,78724
82,78724
79,78724
86,78724
57,78724
99,78724
97,78724
96,78724
98,78724
100,78724
93,78724
93,78724
100,78724
100,78724
94,78724
97,78724
97,78724
100,78724
100,78724
100,78724
95,78724
89,78724
90,78724
98,78725
88,78725
80,78725
78,78725
79,78725
84,78725
90,78725
91,78725
92,78725
82,78725
92,78725
89,78725
88,78725
93,78725
95,78725
96,78725
87,78725
97,78725
94,78725
97,78725
94,78725
100,78725
95,78725
100,78725
88,78725
100,78725
100,78725
95,78725
100,78725
97,78725
100,78725
100,78725
96,78725
96,78725
100,78725
100,78725
94,78725
90,78725
100,78725
95,78725
94,78725
100,78725
97,78725
100,78725
100,78725
93,78725
100,78725
92,78725
94,78725
97,78725
93,78725
88,78725
88,78725
95,78725
80,78725
89,78725
97,78725
97,78725
96,78725
97,78725
97,78725
87,78725
100,78725
95,78725
84,78725
100,78725
95,78725
89,78726
86,78726
100,78726
88,78726
94,78726
83,78726
97,78726
100,78726
96,78726
91,78726
100,78726
100,78726
94,78726
84,78726
100,78726
87,78726
100,78726
83,78726
96,78726
94,78726
96,78726
96,78726
91,78726
90,78726
97,78726
89,78726
92,78726
97,78726
91,78726
100,78726
98,78726
97,78726
97,78726
95,78726
97,78726
96,78726
96,78726
97,78726
97,78726
94,78726
94,78726
96,78726
78,78726
97,78726
97,78726
100,78726
85,78726
92,78726
97,78726
98,78726
96,78726
87,78726
97,78726
88,78726
100,78726
99,78726
97,78726
96,78726
91,78726
97,78726
97,78726
99,78726
92,78726
100,78726
100,78726
95,78726
97,78726
97,78726
80,78726
91,78726
100,78726
100,78726
96,78726
98,78726
100,78726
96,78726
100,78726
97,78726
96,78726
96,78726
100,78726
93,78726
87,78726
100,78726
86,78726
83,78726
80,78726
89,78726
100,78726
100,78726
93,78726
100,78726
100,78726
90,78726
97,78726
91,78726
100,78726
100,78726
90,78726
97,78726
100,78726
100,78726
97,78726
94,78726
92,78726
96,78726
95,78726
94,78726
95,78726
93,78726
90,78726
93,78726
94,78726
96,78726
88,78726
100,78726
84,78726
93,78726
94,78726
91,78726
100,78726
90,78726
99,78726
96,78726
86,78726
100,78726
92,78726
100,78726
100,78726
100,78726
100,78726
99,78726
92,78726
96,78726
97,78726
100,78726
100,78726
100,78726
100,78726
92,78726
97,78726
97,78726
97,78726
97,78726
97,78726
86,78726
97,78726
85,78726
91,78726
96,78726
87,78726
93,78726
96,78726
93,78726
93,78726
90,78726
87,78726
95,78726
95,78726
100,78726
97,78726
93,78726
93,78726
100,78726
97,78726
97,78726
97,78726
86,78726
96,78726
85,78726
93,78726
96,78726
96,78726
89,78726
97,78726
100,78726
100,78726
100,78726
100,78726
100,78726
97,78726
97,78726
100,78726
97,78726
100,78726
100,78726
100,78726
93,78726
98,78726
100,78726
85,78726
92,78726
100,78726
98,78726
87,78726
94,78726
82,78726
86,78726
91,78726
100,78726
92,78726
100,78726
88,78726
100,78726
100,78726
100,78726
100,78726
83,78726
88,78726
100,78726
100,78726
99,78726
96,78726
100,78726
99,78726
87,78726
96,78726
87,78726
88,78726
95,78726
94,78726
97,78726
100,78726
94,78726
85,78726
95,78726
98,78726
83,78726
88,78726
100,78726
94,78726
96,78726
96,78726
96,78726
100,78726
96,78726
96,78726
100,78726
100,78726
100,78726
100,78726
100,78726
91,78726
97,78726
100,78726
93,78726
87,78726
88,78726
90,78726
88,78726
94,78726
97,78726
92,78726
100,78726
90,78726
89,78726
97,78726
87,78726
96,78726
100,78726
94,78726
94,78726
100,78726
94,78726
99,78726
97,78726
82,78726
100,78726
96,78726
100,78726
80,78726
97,78726
93,78726
97,78726
84,78726
97,78726
90,78726
82,78726
100,78726
85,78726
100,78726
100,78726
94,78726
96,78726
93,78726
89,78726
85,78726
87,78726
88,78726
83,78726
92,78726
96,78726
93,78726
95,78726
89,78726
96,78726
96,78726
98,78726
90,78726
100,78726
96,78726
97,78726
86,78726
85,78726
96,78726
90,78727
77,78727
84,78727
81,78727
87,78727
90,78727
100,78727
86,78727
97,78727
91,78727
98,78727
83,78727
75,78727
81,78727
100,78727
100,78727
96,78727
92,78727
100,78727
91,78727
93,78727
93,78727
95,78727
90,78727
86,78727
