Zip Code,Inspection Date,Score
78704,5/5/2016,90
78757,10/6/2014,94
78756,1/28/2016,81
78732,2/13/2015,100
78728,2/12/2015,94
78752,2/11/2014,88
78745,10/30/2015,92
78723,5/30/2014,96
78703,3/17/2015,97
78705,3/18/2014,90
78754,7/8/2015,93
78726,12/29/2016,96
78758,6/10/2016,93
78730,5/5/2016,97
78746,2/26/2014,86
78704,7/14/2016,90
78705,8/17/2016,97
78704,11/13/2014,94
78704,3/2/2016,95
78758,12/11/2014,96
78705,6/1/2015,97
78757,5/6/2014,97
78751,7/12/2016,100
78723,5/14/2015,100
78749,10/28/2015,92
78748,4/14/2016,81
78736,3/6/2014,100
78751,6/1/2016,80
78730,3/31/2014,100
78756,10/25/2016,90
78723,12/3/2014,93
78744,10/28/2015,100
78704,2/5/2016,90
78758,7/25/2016,89
78731,12/2/2016,91
78746,8/27/2014,90
78723,8/6/2014,80
78746,7/20/2015,97
78757,2/25/2016,99
78752,2/4/2015,100
78613,3/4/2016,81
78723,8/26/2015,100
78721,9/7/2016,94
78704,8/16/2016,96
78701,4/7/2016,88
78705,7/28/2015,97
78701,3/12/2015,90
78704,10/20/2014,76
78759,2/21/2014,100
78727,11/13/2015,82
78704,9/28/2015,97
78705,1/28/2016,90
78701,12/22/2014,94
78758,12/23/2015,83
78757,12/3/2014,94
78701,1/15/2015,77
78702,9/12/2014,100
78748,1/30/2015,87
78757,1/8/2015,92
78704,10/17/2016,89
78721,5/9/2014,100
78701,11/2/2016,90
78704,12/30/2014,91
78660,2/19/2015,95
78722,11/12/2014,79
78701,4/7/2016,90
78705,10/29/2014,97
78756,4/15/2014,93
78758,11/8/2016,70
78702,9/12/2016,94
78756,11/12/2014,92
78660,8/4/2014,96
78758,5/31/2016,93
78704,5/16/2016,91
78723,6/2/2015,100
78732,4/30/2014,100
78757,8/18/2016,96
78704,8/8/2016,99
78753,7/22/2016,92
78704,2/25/2015,81
78748,10/15/2014,100
78732,10/7/2016,100
78701,6/26/2014,73
78704,12/9/2016,86
78744,10/6/2015,94
78749,8/25/2016,93
78757,6/24/2016,93
78744,2/27/2014,84
78750,10/3/2016,83
78733,1/13/2017,98
78757,4/6/2015,88
78704,7/28/2015,90
78757,5/14/2014,97
78727,6/22/2016,82
78704,12/8/2016,94
78749,4/3/2014,97
78756,8/4/2016,96
78752,1/15/2016,85
78613,9/26/2016,87
78701,2/5/2014,94
78758,9/14/2016,83
78758,9/10/2014,93
78757,8/18/2016,89
78756,6/23/2014,87
78728,3/16/2015,97
78756,2/22/2016,92
78660,2/18/2014,100
78723,1/9/2017,88
78748,10/15/2014,85
78705,12/1/2016,94
78758,8/25/2014,96
78758,12/20/2016,96
78702,6/14/2016,89
78704,5/19/2014,100
78753,6/2/2015,88
78701,10/3/2016,84
78758,7/28/2016,90
78744,3/25/2016,85
78744,7/24/2014,100
78748,7/17/2014,100
78745,7/7/2016,92
78746,1/12/2016,91
78727,4/11/2016,91
78704,2/24/2014,93
78722,9/4/2015,94
78727,9/25/2014,85
78745,4/8/2015,89
78702,6/17/2015,92
78730,8/20/2014,100
78704,9/9/2014,91
78702,6/21/2016,95
78756,9/12/2016,94
78703,7/8/2015,94
78756,7/26/2016,85
78701,10/24/2016,89
78728,10/21/2016,94
78702,7/25/2014,87
78752,12/29/2014,93
78741,12/2/2016,96
78753,8/12/2016,97
78757,11/3/2014,100
78731,12/8/2015,100
78701,8/6/2015,92
78721,6/6/2016,95
78701,5/26/2015,91
78704,12/21/2016,72
78757,9/8/2015,96
78757,3/25/2015,100
78701,7/26/2016,83
78757,2/9/2016,83
78701,6/27/2014,100
78705,12/3/2015,91
78751,9/12/2014,88
78757,8/9/2016,91
78745,12/13/2016,98
78722,3/17/2014,85
78731,11/30/2016,97
78717,3/7/2016,80
78748,2/26/2015,71
78701,1/6/2015,91
78758,12/2/2015,96
78745,9/15/2014,97
78727,10/27/2015,97
78726,3/30/2016,91
78757,9/23/2015,88
78613,8/31/2015,96
78704,11/22/2016,92
78756,11/14/2014,97
78702,6/25/2015,90
78745,6/3/2016,84
78727,6/27/2014,81
78723,7/13/2016,88
78723,8/2/2016,87
78660,2/11/2016,89
78701,7/10/2014,90
78703,12/30/2015,92
78750,1/15/2015,93
78750,5/19/2016,99
78750,6/19/2015,97
78750,7/7/2014,100
78750,10/24/2016,100
78750,11/20/2015,97
78717,2/18/2016,90
78717,2/28/2014,97
78717,3/20/2015,100
78717,8/29/2014,96
78717,9/11/2015,100
78717,10/3/2016,85
78701,9/4/2014,89
78745,4/1/2015,92
78704,4/28/2015,70
78728,12/8/2015,97
78758,12/10/2015,86
78704,9/9/2014,100
78758,5/4/2016,82
78723,1/3/2017,99
78749,8/6/2014,100
78701,10/23/2015,85
78748,9/4/2014,97
78704,2/3/2016,94
78701,8/9/2016,81
78749,12/14/2015,99
78701,10/14/2016,92
78705,3/8/2016,71
78749,10/9/2015,94
78703,8/17/2015,91
78746,7/21/2015,90
78727,1/7/2015,97
78748,3/31/2015,97
78705,8/20/2015,78
78727,5/10/2016,98
78701,6/25/2015,97
78756,12/7/2015,97
78701,1/20/2015,81
78749,11/21/2016,100
78731,12/10/2015,100
78758,4/28/2016,99
78702,4/1/2016,89
78660,9/18/2014,86
78758,6/17/2015,100
78745,10/12/2016,92
78756,10/23/2014,81
78660,6/12/2015,100
78727,7/10/2014,91
78701,11/13/2014,90
78758,7/13/2015,93
78704,4/13/2016,77
78757,4/19/2016,89
78704,10/10/2016,83
78752,7/29/2016,89
78705,1/8/2015,97
78702,12/8/2014,97
78705,4/22/2015,100
78746,5/27/2015,82
78701,10/22/2014,89
78704,4/12/2016,80
78723,8/12/2016,92
78726,5/12/2014,97
78705,4/30/2015,90
78705,3/31/2015,94
78759,8/18/2015,100
78746,2/25/2014,94
78660,2/6/2015,100
78758,1/12/2016,94
78704,1/7/2015,95
78705,4/7/2015,93
78749,12/10/2014,96
78751,2/26/2014,100
78701,12/4/2014,96
78702,10/1/2014,97
78703,9/11/2015,97
78741,1/26/2015,91
78741,7/7/2014,87
78751,4/21/2015,96
78741,6/25/2014,96
78749,2/22/2016,100
78704,7/16/2014,87
78759,7/26/2016,90
78704,8/10/2015,93
78746,1/14/2016,96
78745,10/5/2016,78
78704,4/26/2016,98
78758,10/6/2016,99
78741,2/20/2015,88
78754,7/15/2014,100
78752,7/15/2015,100
78741,5/8/2014,90
78756,3/3/2016,87
78701,6/5/2014,97
78741,2/4/2016,86
78746,8/21/2014,92
78723,2/3/2015,93
78748,9/21/2016,77
78741,4/26/2016,82
78746,8/2/2016,92
78705,8/12/2015,93
78758,3/11/2014,100
78704,3/24/2016,85
78753,8/11/2014,88
78704,8/31/2016,89
78660,1/6/2017,92
78749,5/16/2016,100
78741,1/21/2016,100
78745,11/17/2016,96
78744,12/18/2015,95
78704,6/24/2016,93
78758,8/13/2015,93
78701,12/5/2014,90
78726,10/28/2014,97
78757,9/12/2016,84
78726,8/3/2016,99
78726,1/21/2015,92
78741,12/21/2015,95
78731,9/19/2016,99
78660,11/10/2016,100
78742,10/29/2015,94
78758,12/16/2014,87
78705,7/14/2016,90
78746,11/29/2016,93
78705,1/20/2016,97
78756,6/16/2015,97
78703,2/12/2014,97
78723,8/15/2016,96
78705,6/7/2016,89
78741,7/6/2015,75
78757,7/1/2015,92
78701,5/17/2016,87
78759,9/25/2015,100
78722,4/3/2015,89
78757,2/5/2016,89
78731,6/3/2016,88
78701,2/5/2015,84
78758,2/10/2015,92
78723,2/17/2015,95
78701,10/27/2016,81
78744,3/25/2015,100
78749,6/12/2015,100
78727,10/4/2016,96
78704,9/8/2015,90
78749,5/31/2016,92
78756,5/26/2015,93
78757,11/14/2016,93
78701,3/24/2016,86
78702,3/31/2016,88
78702,3/26/2015,90
78705,11/3/2016,71
78723,6/4/2015,85
78702,12/18/2014,94
78744,7/6/2016,98
78746,3/11/2015,90
78748,9/26/2014,89
78756,10/20/2015,88
78701,10/8/2015,94
78745,5/1/2015,97
78723,6/18/2015,94
78704,6/19/2014,91
78702,8/29/2016,94
78750,3/17/2016,98
78750,5/1/2015,93
78750,7/7/2014,90
78750,8/19/2016,95
78750,9/24/2015,90
78750,12/12/2014,96
78757,12/28/2015,92
78721,5/20/2015,89
78723,6/26/2014,78
78705,6/29/2016,94
78701,1/7/2015,97
78749,10/6/2014,93
78749,9/16/2015,92
78745,4/10/2015,100
78722,3/11/2016,91
78660,9/4/2015,89
78728,1/26/2016,87
78705,5/5/2015,89
78757,7/14/2014,93
78701,5/21/2015,88
78741,2/25/2014,95
78704,7/15/2016,95
78701,8/26/2015,91
78704,6/18/2015,80
78723,4/25/2014,96
78744,4/10/2014,88
78704,3/31/2014,95
78758,10/13/2015,87
78660,12/21/2015,100
78758,9/5/2014,100
78748,12/22/2016,97
78741,6/17/2015,94
78742,10/16/2014,97
78701,1/14/2016,80
78723,12/3/2015,88
78758,8/18/2016,87
78758,1/8/2016,78
78705,12/11/2014,77
78705,12/19/2016,93
78759,3/27/2015,100
78748,2/25/2015,97
78701,5/23/2016,90
78741,2/25/2016,96
78705,4/20/2016,97
78758,5/13/2016,78
78704,10/19/2016,87
78759,1/14/2015,100
78726,7/17/2014,100
78701,5/28/2015,89
78753,1/8/2015,82
78660,5/11/2016,99
78701,12/1/2016,87
78704,2/28/2014,96
78758,4/24/2015,92
78749,4/22/2015,100
78757,6/27/2016,81
78741,8/18/2014,91
78701,3/31/2016,89
78723,3/10/2016,100
78730,10/10/2016,95
78705,12/31/2014,86
78705,4/24/2015,89
78717,10/12/2016,91
78701,9/28/2016,90
78704,1/11/2016,61
78749,7/25/2016,100
78756,11/23/2016,92
78730,5/20/2015,100
78745,9/27/2016,91
78703,9/16/2016,84
78705,1/26/2015,93
78723,4/9/2015,89
78741,7/29/2015,96
78704,5/23/2016,81
78613,9/22/2015,89
78717,9/21/2015,90
78731,7/25/2014,100
78727,3/17/2015,87
78704,2/28/2014,86
78758,6/26/2014,86
78751,6/23/2015,100
78704,5/14/2015,94
78745,1/13/2017,95
78756,5/14/2014,93
78758,8/20/2015,89
78705,11/9/2016,91
78704,11/4/2016,97
78703,4/20/2016,83
78748,3/27/2014,89
78723,11/22/2016,97
78758,5/28/2014,94
78758,2/5/2015,92
78701,7/8/2014,100
78758,11/2/2015,100
78660,12/10/2015,84
78701,10/17/2014,81
78701,10/14/2014,92
78705,2/23/2016,93
78705,5/12/2015,100
78742,1/22/2016,86
78705,7/8/2014,100
78704,1/12/2016,91
78701,2/20/2014,84
78727,12/18/2014,92
78728,12/1/2016,95
78750,5/27/2016,95
78750,11/10/2016,100
78750,12/15/2015,97
78746,8/16/2016,96
78748,11/17/2016,100
78701,3/16/2016,95
78705,10/13/2015,96
78753,2/23/2015,70
78746,7/21/2014,91
78753,1/29/2015,93
78732,7/9/2014,100
78757,4/6/2015,92
78704,7/10/2014,100
78758,9/27/2016,83
78756,10/4/2016,96
78728,7/21/2015,97
78727,2/11/2014,100
78703,3/24/2015,90
78723,9/4/2014,77
78704,4/14/2015,86
78723,12/4/2015,85
78749,1/12/2017,86
78704,3/9/2016,84
78730,11/3/2015,93
78721,10/11/2016,100
78744,2/19/2015,94
78723,12/1/2015,96
78751,10/27/2015,81
78757,11/17/2016,89
78748,12/11/2014,81
78751,2/16/2016,97
78704,3/24/2015,94
78705,7/24/2014,82
78749,1/2/2015,96
78753,2/17/2016,80
78723,8/30/2016,99
78744,7/12/2016,93
78727,7/1/2014,96
78758,4/6/2016,71
78702,4/16/2015,80
78701,1/7/2016,90
78746,8/1/2014,100
78749,11/10/2015,86
78757,12/16/2014,95
78701,8/24/2016,92
78741,8/17/2016,84
78746,8/27/2015,84
78749,6/30/2014,93
78741,1/23/2015,78
78758,12/9/2014,97
78759,11/26/2014,71
78705,6/24/2014,68
78757,8/18/2015,77
78753,2/24/2016,97
78717,10/23/2014,86
78703,7/8/2016,82
78756,4/10/2015,100
78752,7/13/2015,90
78727,10/19/2015,95
78728,8/4/2015,78
78723,12/30/2016,92
78704,7/23/2015,71
78726,8/5/2014,100
78745,12/4/2014,97
78704,2/25/2014,94
78757,3/31/2016,89
78758,7/9/2014,72
78757,9/14/2016,93
78757,1/2/2015,93
78744,7/21/2016,96
78749,4/4/2016,96
78758,3/13/2015,84
78731,6/23/2014,94
78741,1/7/2015,78
78731,5/29/2015,100
78753,6/23/2015,96
78731,1/12/2015,100
78757,12/21/2016,77
78744,12/22/2014,93
78704,7/19/2016,93
78701,3/17/2016,76
78701,9/10/2015,90
78705,11/6/2014,100
78723,6/16/2015,100
78705,9/9/2015,84
78726,2/12/2014,95
78756,8/26/2015,91
78704,6/19/2014,75
78702,3/28/2014,94
78759,2/25/2016,90
78749,3/27/2015,91
78705,2/3/2016,83
78705,7/13/2015,86
78753,2/20/2015,100
78741,12/27/2016,93
78741,1/12/2017,93
78660,7/7/2014,93
78702,8/20/2015,90
78756,4/7/2014,94
78745,9/15/2014,82
78727,6/5/2015,100
78756,2/21/2014,96
78752,8/2/2016,91
78756,8/30/2016,90
78748,8/28/2014,71
78660,1/8/2016,95
78754,2/8/2016,97
78704,7/23/2015,93
78748,9/25/2015,85
78704,11/10/2014,97
78728,9/22/2014,94
78701,12/10/2014,84
78701,10/21/2016,81
78701,8/6/2015,82
78756,1/12/2015,96
78758,6/16/2015,82
78703,10/12/2016,82
78756,5/6/2015,97
78758,12/16/2016,94
78758,3/2/2016,91
78757,1/3/2017,92
78741,1/3/2017,75
78705,9/16/2014,89
78741,8/8/2016,99
78726,3/27/2015,97
78741,7/19/2016,92
78756,3/28/2016,92
78758,9/17/2014,79
78758,11/6/2014,94
78748,5/5/2014,94
78704,8/10/2015,97
78753,7/22/2015,94
78753,1/9/2015,97
78753,4/30/2015,97
78753,7/29/2016,79
78746,11/5/2014,85
78660,6/8/2015,92
78746,5/13/2014,94
78756,4/1/2015,100
78744,7/27/2015,94
78702,1/5/2015,90
78745,3/12/2014,94
78701,12/18/2014,60
78705,3/22/2016,87
78705,7/29/2016,82
78728,10/15/2014,91
78704,3/19/2015,95
78757,7/17/2014,100
78751,6/22/2014,100
78758,5/22/2014,97
78759,10/8/2014,95
78756,8/29/2014,96
78746,2/26/2015,93
78753,4/15/2016,70
78660,8/19/2014,100
78704,11/16/2016,93
78756,9/21/2015,97
78613,6/11/2014,88
78701,12/29/2015,83
78749,7/14/2016,96
78748,2/20/2014,73
78753,2/4/2015,81
78748,3/10/2015,73
78744,3/29/2016,89
78746,1/28/2016,94
78704,11/17/2015,94
78723,6/30/2015,94
78613,4/4/2016,80
78757,7/29/2015,92
78756,5/22/2014,96
78757,8/29/2014,93
78758,4/24/2015,92
78704,8/27/2014,96
78703,12/8/2014,92
78741,2/3/2016,86
78758,3/25/2014,87
78723,12/10/2014,83
78753,9/30/2015,90
78721,11/17/2015,98
78704,8/29/2016,91
78758,3/4/2014,93
78703,12/8/2016,90
78757,10/19/2015,87
78704,11/14/2014,78
78744,3/6/2015,90
78752,3/21/2014,100
78752,3/25/2016,98
78752,4/3/2015,100
78752,9/17/2014,88
78752,9/24/2015,100
78752,10/13/2016,97
78758,2/19/2016,70
78748,10/7/2016,90
78758,11/2/2016,77
78730,5/26/2015,100
78749,3/10/2014,97
78742,3/26/2015,97
78704,11/16/2015,78
78701,5/3/2016,76
78702,12/22/2016,93
78727,2/3/2015,100
78744,8/19/2016,85
78717,11/1/2016,100
78744,10/27/2016,84
78748,2/24/2016,92
78752,12/1/2016,81
78742,4/10/2014,94
78757,8/5/2016,86
78758,10/8/2015,96
78758,7/29/2015,77
78741,6/19/2015,93
78744,2/26/2014,96
78758,8/7/2014,95
78701,10/6/2016,87
78748,9/24/2015,94
78744,1/21/2015,94
78722,11/3/2016,97
78702,9/10/2015,86
78757,2/5/2016,91
78702,8/8/2016,93
78703,10/21/2015,91
78726,6/24/2015,97
78702,8/11/2016,95
78705,3/24/2014,96
78701,10/1/2015,96
78741,10/28/2015,100
78756,3/21/2016,100
78704,1/27/2015,90
78723,1/6/2015,100
78752,2/2/2016,92
78748,4/6/2016,99
78749,11/6/2014,96
78727,10/5/2016,98
78732,11/19/2014,100
78704,1/26/2015,87
78758,3/10/2016,85
78754,3/2/2015,100
78702,10/12/2016,88
78741,7/12/2016,87
78746,5/9/2016,96
78757,3/3/2016,70
78749,12/2/2014,91
78756,9/10/2015,100
78758,2/2/2015,83
78758,3/6/2015,91
78701,1/26/2016,71
78744,4/1/2015,72
78751,3/30/2016,100
78704,7/20/2015,82
78756,2/5/2015,96
78748,2/8/2016,82
78701,6/9/2015,97
78702,4/8/2015,100
78660,1/10/2017,95
78701,11/6/2015,85
78745,9/5/2014,70
78613,8/18/2016,77
78751,2/20/2014,86
78748,10/19/2016,75
78726,9/25/2015,80
78704,7/21/2015,92
78705,10/9/2015,87
78705,9/12/2016,89
78744,3/16/2015,97
78750,8/18/2016,96
78741,7/8/2015,79
78759,6/19/2015,93
78741,7/3/2014,89
78741,2/3/2016,86
78741,1/5/2015,97
78703,5/2/2014,100
78759,6/15/2015,94
78741,8/18/2016,83
78744,4/21/2016,91
78703,12/12/2016,100
78759,6/2/2016,88
78704,10/6/2015,93
78727,12/19/2014,100
78751,1/5/2016,100
78723,8/21/2014,93
78704,2/11/2015,93
78613,8/22/2014,85
78748,6/10/2015,64
78756,4/28/2016,82
78723,11/20/2015,98
78704,10/22/2015,74
78756,9/24/2015,88
78748,2/17/2016,81
78748,11/2/2016,97
78756,5/3/2016,100
78758,6/21/2016,73
78757,8/29/2016,56
78723,5/24/2016,100
78705,2/21/2014,100
78758,7/27/2015,97
78758,7/2/2015,91
78732,5/28/2015,100
78742,6/29/2015,91
78758,3/16/2016,88
78746,11/23/2015,93
78723,6/10/2014,97
78705,10/22/2014,100
78723,7/8/2015,88
78745,4/4/2016,86
78741,1/5/2016,96
78702,3/12/2016,95
78756,10/27/2015,93
78746,8/4/2015,86
78742,7/27/2016,83
78704,5/3/2016,95
78723,6/9/2016,93
78703,8/26/2014,100
78759,3/31/2014,100
78753,8/28/2014,80
78757,12/30/2015,92
78741,6/16/2015,95
78754,3/6/2014,97
78723,5/23/2016,99
78749,7/10/2015,93
78751,8/10/2016,89
78752,8/18/2014,85
78704,1/14/2016,93
78613,1/22/2016,95
78613,2/10/2015,90
78613,7/28/2016,93
78613,8/13/2015,93
78613,9/24/2014,97
78704,1/27/2016,76
78723,10/22/2015,85
78704,2/9/2015,91
78741,7/26/2014,97
78723,2/20/2014,79
78744,9/11/2014,84
78701,10/15/2015,89
78757,5/22/2015,88
78702,4/13/2016,90
78702,11/24/2015,96
78727,10/5/2016,87
78741,7/25/2014,96
78731,6/9/2015,78
78702,6/25/2015,90
78748,7/22/2014,94
78758,8/14/2014,79
78705,1/11/2016,98
78721,11/13/2014,81
78758,9/23/2014,92
78703,2/6/2015,91
78723,8/17/2016,100
78758,1/14/2016,82
78757,2/9/2015,78
78758,6/25/2015,92
78759,3/9/2016,100
78752,6/12/2014,90
78727,5/6/2015,77
78756,10/10/2014,100
78756,4/19/2016,82
78726,8/26/2016,91
78746,6/24/2016,98
78704,3/22/2014,85
78613,2/23/2015,78
78705,9/11/2014,97
78701,9/23/2016,84
78727,8/6/2014,96
78746,2/11/2016,97
78748,5/5/2016,93
78701,4/4/2014,76
78701,4/28/2016,93
78741,12/31/2015,98
78704,5/12/2015,96
78745,2/6/2014,93
78742,5/9/2016,90
78744,10/13/2014,97
78756,10/22/2014,100
78744,8/27/2015,90
78748,4/26/2016,100
78701,6/25/2015,88
78741,8/16/2016,85
78704,9/18/2014,94
78613,3/9/2015,92
78726,7/21/2015,100
78746,11/3/2016,95
78723,4/24/2015,100
78723,7/28/2014,97
78723,8/9/2016,97
78723,11/24/2015,90
78732,3/22/2016,95
78660,3/9/2015,89
78759,8/31/2016,93
78704,8/29/2014,95
78758,6/17/2015,96
78754,1/20/2016,93
78705,3/18/2015,74
78757,3/10/2014,92
78756,4/27/2015,100
78751,12/18/2014,100
78753,8/22/2014,89
78758,9/16/2014,96
78702,8/23/2016,87
78745,5/28/2014,74
78756,7/7/2015,88
78704,9/25/2014,80
78723,12/21/2015,86
78757,4/28/2016,84
78660,12/23/2015,100
78758,11/1/2016,70
78756,6/8/2016,77
78705,3/12/2015,100
78726,12/11/2015,100
78727,5/11/2015,100
78753,11/3/2016,78
78757,9/10/2015,100
78741,11/24/2014,90
78758,12/12/2016,90
78734,5/31/2016,98
78723,5/2/2016,100
78745,3/19/2014,100
78753,8/25/2014,80
78723,8/27/2014,100
78724,3/26/2015,92
78753,12/15/2015,100
78756,2/11/2015,100
78701,7/21/2014,100
78745,6/14/2016,92
78613,4/12/2016,72
78732,3/9/2016,96
78753,10/11/2016,97
78745,10/24/2016,89
78746,7/14/2014,91
78751,7/2/2015,72
78701,6/27/2014,100
78705,3/30/2016,86
78704,9/23/2014,85
78653,2/19/2016,88
78660,1/5/2015,86
78660,1/12/2016,95
78660,5/18/2015,94
78660,7/1/2014,86
78660,9/23/2016,80
78729,4/21/2014,83
78729,4/22/2015,97
78729,6/27/2016,90
78729,11/13/2014,88
78729,11/25/2015,87
78729,12/28/2016,86
78726,6/6/2014,96
78751,7/20/2016,71
78617,12/10/2015,89
78757,3/15/2016,79
78748,10/16/2014,77
78702,11/19/2014,100
78756,2/29/2016,100
78701,10/23/2014,89
78753,8/14/2015,83
78704,12/7/2015,94
78641,10/28/2016,92
78701,9/29/2015,76
78701,1/27/2015,84
78759,6/30/2015,94
78617,3/16/2016,95
78701,3/30/2016,84
78705,10/14/2014,100
78705,7/30/2014,100
78729,3/2/2015,97
78745,11/8/2016,77
78613,1/27/2015,100
78741,10/13/2016,91
78758,3/18/2015,93
78729,9/21/2016,92
78758,8/31/2015,91
78652,11/18/2014,100
78745,4/2/2014,61
78757,9/23/2016,90
78617,12/29/2014,97
78702,7/22/2015,90
78745,9/22/2014,71
78701,7/20/2016,86
78734,11/14/2014,100
78753,10/29/2015,85
78758,1/10/2017,79
78749,2/11/2015,84
78749,3/3/2016,77
78749,7/21/2015,83
78749,9/7/2016,77
78756,3/24/2016,80
78745,2/20/2014,86
78758,11/26/2014,87
78701,1/15/2015,80
78753,3/31/2015,73
78745,11/4/2016,94
78745,12/20/2016,93
78723,9/22/2015,100
78704,9/27/2016,82
78701,2/5/2015,90
78702,10/11/2016,90
78758,11/18/2016,86
78748,4/22/2015,89
78652,4/29/2016,96
78757,8/7/2015,100
78704,5/24/2016,98
78748,8/26/2016,93
78732,5/28/2014,97
78704,9/11/2015,100
78759,6/3/2015,97
78702,6/11/2015,97
78751,6/22/2014,97
78704,11/13/2014,100
78701,5/6/2015,100
78757,1/12/2016,100
78745,5/22/2015,97
78701,12/4/2014,96
78729,4/13/2016,80
78705,3/20/2015,97
78750,10/9/2015,95
78701,6/22/2015,100
78758,6/6/2016,86
78757,12/26/2014,86
78759,3/29/2016,96
78704,9/14/2016,90
78652,11/16/2016,99
78653,12/21/2016,94
78701,9/23/2016,95
78751,1/20/2016,79
78702,9/23/2014,93
78746,1/8/2015,89
78701,3/24/2014,88
78745,6/4/2014,94
78732,4/9/2015,97
78753,10/15/2015,96
78753,11/6/2014,88
78731,12/30/2014,85
78748,7/29/2015,92
78741,4/6/2016,90
78753,4/30/2014,97
78617,8/30/2016,97
78724,8/11/2014,100
78745,8/5/2014,93
78741,2/25/2015,94
78704,1/21/2015,100
78758,6/30/2014,100
78721,8/31/2016,93
78701,4/28/2016,83
78759,3/9/2016,95
78759,5/14/2015,83
78753,5/13/2014,78
78617,3/29/2016,98
78748,4/22/2016,92
78705,6/23/2015,97
78702,3/8/2016,97
78705,10/13/2015,100
78732,2/11/2015,94
78741,8/7/2015,91
78701,10/18/2016,100
78641,7/3/2014,100
78749,3/17/2014,83
78749,4/8/2015,84
78749,4/11/2016,91
78652,4/21/2015,100
78749,4/21/2016,88
78617,6/13/2016,95
78758,12/4/2015,96
78705,4/3/2015,93
78705,5/26/2015,92
78641,10/28/2016,100
78745,1/6/2015,89
78753,3/10/2016,87
78704,4/7/2015,80
78702,8/25/2014,97
78748,10/10/2016,96
78749,9/23/2015,94
78749,10/23/2014,100
78756,8/31/2015,93
78753,5/11/2015,83
78701,11/6/2014,93
78749,11/29/2016,97
78705,1/3/2017,93
78617,7/10/2014,97
78745,9/17/2014,96
78729,8/13/2014,94
78752,7/28/2015,90
78705,11/19/2014,100
78753,2/25/2015,88
78729,2/9/2016,86
78729,3/13/2015,90
78729,4/15/2014,96
78729,7/26/2016,85
78729,9/10/2015,89
78729,10/9/2014,90
78759,3/31/2015,88
78723,4/2/2015,100
78719,2/25/2014,74
78704,6/28/2016,97
78729,9/11/2015,94
78701,1/15/2015,87
78732,10/16/2014,100
78613,7/30/2015,90
78704,3/7/2016,96
78617,12/30/2014,94
78741,1/28/2016,96
78701,5/28/2015,91
78641,8/1/2014,87
78756,9/13/2016,89
78722,10/5/2016,100
78705,3/10/2015,96
78759,9/22/2016,91
78705,10/2/2015,94
78660,3/18/2014,93
78717,10/10/2016,90
78652,11/3/2015,100
78701,9/20/2016,89
78732,10/6/2015,100
78653,4/1/2014,97
78652,10/17/2014,93
78701,12/10/2015,82
78701,1/7/2016,94
78732,2/12/2016,88
78613,8/26/2016,98
78738,9/27/2016,91
78701,9/30/2015,100
78705,2/4/2016,96
78753,8/31/2016,79
78745,12/29/2014,83
78701,11/4/2016,88
78723,7/31/2014,100
78705,9/25/2014,88
78751,11/19/2014,97
78701,11/3/2016,88
78705,7/9/2015,93
78748,12/15/2014,97
78732,9/10/2014,97
78726,7/1/2016,98
78617,12/12/2016,99
78753,10/31/2014,100
78745,11/9/2015,87
78652,10/20/2016,97
78745,1/14/2016,99
78753,11/12/2014,96
78748,4/27/2015,90
78617,2/25/2015,84
78745,5/10/2016,86
78745,11/17/2014,71
78745,3/4/2015,97
78704,9/21/2015,91
78724,2/18/2014,89
78719,1/5/2017,90
78701,3/14/2014,74
78704,3/17/2015,85
78753,4/21/2015,100
78719,7/24/2015,89
78753,5/30/2014,90
78759,10/13/2015,100
78705,1/12/2015,84
78745,6/23/2014,89
78704,1/26/2016,72
78750,4/20/2016,100
78753,4/21/2015,100
78745,2/25/2015,93
78726,3/18/2015,100
78745,3/21/2016,89
78723,10/30/2014,97
78705,12/10/2014,92
78653,9/26/2014,97
78719,2/12/2015,93
78653,8/20/2015,97
78757,4/22/2016,92
78752,7/20/2016,88
78757,7/19/2016,100
78613,11/15/2016,80
78702,10/27/2015,80
78759,9/9/2016,97
78738,3/17/2015,92
78723,10/17/2016,98
78753,1/10/2017,85
78704,11/16/2016,97
78759,10/31/2016,91
78641,4/29/2015,100
78701,12/11/2015,84
78745,2/28/2014,82
78704,3/27/2015,100
78741,8/31/2016,91
78748,5/7/2014,89
78738,4/21/2016,81
78723,4/6/2015,96
78751,10/19/2015,97
78705,2/9/2015,93
78758,3/21/2016,88
78705,8/20/2014,96
78723,12/18/2015,90
78660,8/9/2016,91
78701,3/10/2015,76
78701,12/11/2014,100
78759,6/24/2014,96
78745,8/5/2015,92
78724,6/30/2016,93
78751,10/25/2016,97
78750,4/25/2014,96
78738,9/25/2015,92
78701,7/11/2016,97
78704,5/10/2016,100
78745,10/2/2015,91
78701,3/15/2016,91
78759,8/21/2015,84
78759,9/1/2016,89
78757,8/19/2015,87
78701,9/16/2016,86
78641,4/4/2014,100
78741,10/16/2015,97
78705,4/12/2016,95
78613,1/27/2015,94
78757,1/13/2015,100
78613,7/29/2014,94
78729,1/5/2016,87
78641,3/21/2016,98
78723,12/30/2016,100
78701,6/30/2016,89
78753,8/19/2015,81
78613,2/20/2014,97
78756,1/30/2015,87
78617,7/28/2014,94
78705,9/19/2016,91
78613,7/29/2014,93
78701,7/17/2015,76
78723,2/26/2015,94
78705,1/4/2017,95
